,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
3024,7001,0.00434,0.000568,0.2103,3.446299,0.7246991,1979.05,PRDX2,peroxiredoxin 2
3025,8266,0.00434,0.000569,0.288,3.446193,0.9923797,862.98,UBL4A,ubiquitin like 4A
3027,7976,0.00436,0.000571,0.2152,-3.445147,-0.7413141,1688.65,FZD3,frizzled class receptor 3
3028,84501,0.00436,0.000571,0.3107,-3.445118,-1.0703045,196.45,SPIRE2,spire type actin nucleation factor 2
3029,126626,0.00436,0.000572,0.1533,-3.444704,-0.5281763,1096.51,GABPB2,GA binding protein transcription factor subunit beta 2
3030,1015,0.00437,0.000572,0.6321,3.444433,2.1773431,28.31,CDH17,cadherin 17
3031,105374439,0.00437,0.000573,0.6086,-3.444109,-2.0962556,18.34,LOC105374439,uncharacterized LOC105374439
3032,387496,0.00439,0.000576,0.5094,-3.44267,-1.7536124,59.94,RASL11A,RAS like family 11 member A
3033,196968,0.00439,0.000576,0.3761,-3.442756,-1.2946549,55.69,DNM1P46,dynamin 1 pseudogene 46
3034,26589,0.00439,0.000576,0.2553,3.442475,0.8789681,244.03,MRPL46,mitochondrial ribosomal protein L46
3035,10061,0.00443,0.000581,0.203,3.440317,0.6982701,740.8,ABCF2,ATP binding cassette subfamily F member 2
3036,168448,0.00444,0.000583,0.4154,-3.439414,-1.4287323,43.48,CDC14C,cell division cycle 14C
3037,54602,0.00444,0.000584,0.2163,3.438901,0.7439798,1261.58,NDFIP2,Nedd4 family interacting protein 2
3038,1636,0.00444,0.000584,0.4231,-3.438932,-1.4550259,806.15,ACE,angiotensin I converting enzyme
3039,105376860,0.00445,0.000585,0.3165,3.438689,1.0883721,113.82,LOC105376860,uncharacterized LOC105376860
3040,5420,0.00446,0.000587,0.2074,-3.437698,-0.7129513,3862.51,PODXL,podocalyxin like
3041,56606,0.00447,0.000588,0.3005,-3.437258,-1.0329387,566.51,SLC2A9,solute carrier family 2 member 9
3042,644135,0.00448,0.00059,0.4423,-3.436086,-1.5196858,37.1,PDE7B-AS1,PDE7B antisense RNA 1
3043,11164,0.00449,0.000591,0.149,3.435798,0.5120514,1407.58,NUDT5,nudix hydrolase 5
3044,51104,0.00449,0.000591,0.2228,-3.435506,-0.765515,401.73,ABHD17B,"abhydrolase domain containing 17B, depalmitoylase"
3045,101927858,0.00449,0.000592,0.3972,-3.435288,-1.3645708,63.54,RNF32-AS1,RNF32 antisense RNA 1
3046,105370148,0.0045,0.000593,0.6129,-3.434627,-2.1051795,45.13,LOC105370148,uncharacterized LOC105370148
3047,140469,0.0045,0.000594,0.3794,3.434164,1.302856,613.45,MYO3B,myosin IIIB
3048,80067,0.0045,0.000594,0.2261,-3.434325,-0.7766453,1760.8,DCAF17,DDB1 and CUL4 associated factor 17
3049,146439,0.0045,0.000594,0.4202,3.434213,1.4431521,253.37,BICDL2,BICD family like cargo adaptor 2
3050,101928122,0.0045,0.000594,0.722,3.434238,2.4794514,19.63,LINC01483,long intergenic non-protein coding RNA 1483
3051,107985163,0.0045,0.000594,0.8413,-3.434261,-2.889107,48.34,LOC107985163,
3052,9442,0.00451,0.000595,0.1544,3.433678,0.5302733,719.02,MED27,mediator complex subunit 27
3053,57647,0.00451,0.000596,0.1759,3.433424,0.6039212,590.71,DHX37,DEAH-box helicase 37
3054,362,0.00451,0.000596,0.4347,3.433314,1.4923034,69.8,AQP5,aquaporin 5
3055,79784,0.00452,0.000597,0.3932,3.432991,1.3499095,5609.1,MYH14,myosin heavy chain 14
3056,1674,0.00453,0.000599,0.7879,-3.432221,-2.7043374,177.85,DES,desmin
3057,107985944,0.00453,0.0006,0.2946,-3.431818,-1.0108859,78.66,LOC107985944,uncharacterized LOC107985944
3058,27293,0.00454,0.000601,0.2811,3.431232,0.9646749,614.79,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B
3059,5575,0.00454,0.000601,0.2549,3.431242,0.8746611,360.7,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta
3061,105373536,0.00455,0.000603,0.6359,-3.430277,-2.1812452,182.58,LINC01789,long intergenic non-protein coding RNA 1789
3062,6301,0.00456,0.000604,0.2716,3.429588,0.9316473,4657.0,SARS1,seryl-tRNA synthetase 1
3063,105369877,0.00456,0.000605,0.5362,-3.429543,-1.8388551,37.63,LOC105369877,uncharacterized LOC105369877
3065,8995,0.00458,0.000607,0.9811,3.428475,3.3635139,28.16,TNFSF18,TNF superfamily member 18
3066,105369487,0.00458,0.000608,0.3228,-3.427952,-1.1064763,183.47,LOC105369487,
3067,7697,0.00458,0.000608,0.156,-3.427859,-0.5347902,575.64,ZNF138,zinc finger protein 138
3068,3694,0.00459,0.000609,0.4024,3.427401,1.3793097,1695.21,ITGB6,integrin subunit beta 6
3069,105377712,0.00459,0.00061,0.4962,-3.427191,-1.7005908,160.09,LOC105377712,uncharacterized LOC105377712
3070,347902,0.00459,0.00061,0.3646,3.427111,1.2496542,643.23,AMIGO2,adhesion molecule with Ig like domain 2
3071,105371648,0.00459,0.00061,0.9476,3.426932,3.2473045,13.38,LOC105371648,uncharacterized LOC105371648
3072,64960,0.0046,0.000612,0.2103,3.426353,0.7204369,409.39,MRPS15,mitochondrial ribosomal protein S15
3073,54875,0.00462,0.000614,0.2703,-3.425259,-0.925765,468.46,CNTLN,centlein
3074,6218,0.00462,0.000614,0.2506,3.42516,0.8584182,7063.63,RPS17,ribosomal protein S17
3075,1933,0.00463,0.000616,0.2891,3.424297,0.9898245,4538.93,EEF1B2,eukaryotic translation elongation factor 1 beta 2
3076,2783,0.00463,0.000616,0.2323,3.424358,0.7956258,2769.48,GNB2,G protein subunit beta 2
3077,162427,0.00463,0.000616,0.1679,3.424356,0.575025,2827.19,RETREG3,reticulophagy regulator family member 3
3078,105373878,0.00463,0.000617,0.3239,-3.424084,-1.1089226,53.8,TNS1-AS1,TNS1 antisense RNA 1
3079,116238,0.00465,0.000619,0.2639,3.423172,0.9035142,317.8,TLCD1,TLC domain containing 1
3080,92749,0.00466,0.000621,0.8855,-3.422116,-3.0304186,9.89,DRC1,dynein regulatory complex subunit 1
3081,100506834,0.00466,0.000621,0.6131,-3.422145,-2.0981832,38.27,GAS1RR,GAS1 adjacent regulatory RNA
3082,7284,0.00466,0.000621,0.1755,3.422174,0.6005401,2315.75,TUFM,"Tu translation elongation factor, mitochondrial"
3084,6168,0.00468,0.000625,0.2802,3.420661,0.9583352,4832.83,RPL37A,ribosomal protein L37a
3085,53,0.00469,0.000626,0.2291,3.420095,0.783577,731.56,ACP2,"acid phosphatase 2, lysosomal"
3086,257218,0.00469,0.000627,0.2446,-3.419852,-0.8364864,2907.52,SHPRH,SNF2 histone linker PHD RING helicase
3087,283298,0.0047,0.000628,0.3301,-3.419264,-1.128707,358.55,OLFML1,olfactomedin like 1
3088,54922,0.00472,0.00063,0.2791,-3.418307,-0.9541601,186.92,RASIP1,Ras interacting protein 1
3089,54973,0.00472,0.000631,0.1627,3.417844,0.5559983,1179.33,INTS11,integrator complex subunit 11
3090,80152,0.00473,0.000633,0.196,-3.417212,-0.6697469,485.09,CENPT,centromere protein T
3092,105372697,0.00475,0.000636,0.873,3.41598,2.9821343,80.88,LOC105372697,uncharacterized LOC105372697
3093,9260,0.00476,0.000637,0.2341,3.415202,0.7996466,350.39,PDLIM7,PDZ and LIM domain 7
3094,631,0.00477,0.000638,0.3651,-3.414795,-1.2469121,37.63,BFSP1,beaded filament structural protein 1
3095,112268230,0.00477,0.000639,0.452,-3.414602,-1.5434467,85.4,LOC112268230,
3096,79745,0.00477,0.000639,0.3127,3.414436,1.0676292,6462.33,CLIP4,CAP-Gly domain containing linker protein family member 4
3097,8078,0.00479,0.000642,0.1804,3.413302,0.6155893,1623.8,USP5,ubiquitin specific peptidase 5
3098,105370559,0.00479,0.000643,0.7145,-3.412988,-2.438631,14.16,LOC105370559,uncharacterized LOC105370559
3099,22979,0.0048,0.000643,0.4189,3.412778,1.4297552,823.55,EFR3B,EFR3 homolog B
3100,79642,0.0048,0.000643,0.4675,3.412644,1.5952802,247.21,ARSJ,arylsulfatase family member J
3101,4509,0.0048,0.000644,0.3612,3.412425,1.2325942,2492.9,ATP8,ATP synthase F0 subunit 8
3102,441089,0.0048,0.000644,0.2364,3.412304,0.8065549,62.41,CRSP8P,mediator complex subunit 27 pseudogene
3103,158035,0.0048,0.000645,0.4523,-3.411988,-1.5432602,37.71,LINC00032,long intergenic non-protein coding RNA 32
3105,105370460,0.00482,0.000647,0.3529,-3.411145,-1.2039348,99.81,LOC105370460,uncharacterized LOC105370460
3106,57452,0.00482,0.000647,0.356,-3.411065,-1.2143171,228.92,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16
3107,100128285,0.00482,0.000648,0.419,-3.410501,-1.4289578,54.85,DNM1P35,dynamin 1 pseudogene 35
3108,401431,0.00483,0.00065,0.3053,-3.409848,-1.0410367,134.86,ATP6V0E2-AS1,ATP6V0E2 antisense RNA 1
3109,105379857,0.00484,0.000652,0.2837,-3.409158,-0.9672941,59.43,LOC105379857,replaced by ID 642819
3110,2635,0.00485,0.000653,0.3403,3.408705,1.1599498,1678.44,GBP3,guanylate binding protein 3
3111,343637,0.00486,0.000653,0.3478,3.408399,1.1854627,152.14,RSPO4,R-spondin 4
3112,503638,0.00486,0.000654,0.6623,3.408169,2.2572935,92.07,DUXAP9,double homeobox A pseudogene 9
3114,4071,0.00486,0.000655,0.3721,3.407654,1.2681343,2979.69,TM4SF1,transmembrane 4 L six family member 1
3115,107986472,0.00487,0.000657,0.5355,-3.407066,-1.8244687,27.14,LOC107986472,uncharacterized LOC107986472
3116,4086,0.00487,0.000657,0.1875,-3.406855,-0.6386402,927.94,SMAD1,SMAD family member 1
3117,5587,0.00488,0.000658,0.2943,-3.406413,-1.0025024,761.01,PRKD1,protein kinase D1
3118,107984954,0.0049,0.00066,0.5112,-3.405546,-1.7409533,22.67,LOC107984954,uncharacterized LOC107984954
3119,266722,0.0049,0.000662,0.8447,-3.404926,-2.8762655,256.56,HS6ST3,heparan sulfate 6-O-sulfotransferase 3
3120,10980,0.00494,0.000667,0.1554,3.402958,0.5289121,1626.14,COPS6,COP9 signalosome subunit 6
3121,9343,0.00494,0.000668,0.1532,3.402516,0.5213574,2764.25,EFTUD2,elongation factor Tu GTP binding domain containing 2
3122,79180,0.00496,0.00067,0.385,3.401774,1.3095753,1555.03,EFHD2,EF-hand domain family member D2
3123,3685,0.00496,0.000671,0.2588,3.401264,0.8801002,13828.57,ITGAV,integrin subunit alpha V
3125,7414,0.00498,0.000673,0.1922,3.400465,0.653573,6514.66,VCL,vinculin
3126,115548,0.00498,0.000673,0.2359,3.400157,0.8022336,3103.35,FCHO2,FCH and mu domain containing endocytic adaptor 2
3127,10435,0.00498,0.000674,0.4506,-3.400028,-1.5321354,299.35,CDC42EP2,CDC42 effector protein 2
3128,112495,0.00498,0.000674,0.2313,3.39974,0.7862138,231.75,GTF3C6,general transcription factor IIIC subunit 6
3129,105378685,0.005,0.000677,0.5325,-3.398924,-1.8097614,28.32,LOC105378685,uncharacterized LOC105378685
3130,284390,0.005,0.000677,0.2578,-3.398862,-0.8760644,301.67,ZNF763,zinc finger protein 763
3131,85358,0.00501,0.000679,0.2774,-3.398116,-0.9426345,930.27,SHANK3,SH3 and multiple ankyrin repeat domains 3
3132,162073,0.00502,0.000681,0.2446,3.397202,0.8308898,3278.09,ITPRIPL2,ITPRIP like 2
3134,167359,0.00503,0.000682,0.5018,-3.396584,-1.7044452,17.04,NIM1K,NIM1 serine/threonine protein kinase
3135,24147,0.00504,0.000683,0.45,3.396178,1.5283246,52.69,FJX1,four-jointed box kinase 1
3136,135932,0.00505,0.000686,0.6533,-3.395123,-2.2180438,325.71,TMEM139,transmembrane protein 139
3137,10848,0.00505,0.000686,0.2857,3.39521,0.9699023,360.25,PPP1R13L,protein phosphatase 1 regulatory subunit 13 like
3138,100873944,0.00506,0.000688,0.3642,-3.394474,-1.2362318,41.98,PRKX-AS1,PRKX antisense RNA 1
3139,729665,0.00507,0.000689,0.4293,-3.393925,-1.4568813,31.03,CCDC175,coiled-coil domain containing 175
3140,9989,0.00508,0.000689,0.182,3.393741,0.6176227,3782.43,PPP4R1,protein phosphatase 4 regulatory subunit 1
3141,2197,0.00508,0.00069,0.2565,3.393557,0.8705093,3073.66,FAU,FAU ubiquitin like and ribosomal protein S30 fusion
3142,1296,0.00509,0.000691,0.5065,3.392942,1.7184301,1750.54,COL8A2,collagen type VIII alpha 2 chain
3143,285463,0.00509,0.000692,0.1568,3.392589,0.5318931,726.75,CTBP1-AS,CTBP1 antisense RNA
3144,344752,0.0051,0.000693,1.0047,-3.392166,-3.4081197,23.25,AADACL2,arylacetamide deacetylase like 2
3145,4007,0.00511,0.000696,0.2606,3.391291,0.883775,191.89,PRICKLE3,prickle planar cell polarity protein 3
3146,66035,0.00512,0.000697,0.1648,3.390756,0.5587875,426.18,SLC2A11,solute carrier family 2 member 11
3147,54480,0.00513,0.000698,0.23,3.390373,0.7797309,1555.0,CHPF2,chondroitin polymerizing factor 2
3148,122481,0.00513,0.000699,0.4654,-3.390117,-1.5776807,97.68,AK7,adenylate kinase 7
3149,26027,0.00514,0.0007,0.3154,-3.389493,-1.0689165,1489.95,ACOT11,acyl-CoA thioesterase 11
3150,105372588,0.00516,0.000704,0.7433,-3.388196,-2.5183653,38.1,LOC105372588,uncharacterized LOC105372588
3151,9322,0.00518,0.000706,0.2228,3.387097,0.7544775,1210.54,TRIP10,thyroid hormone receptor interactor 10
3152,55009,0.00518,0.000707,0.2566,3.387002,0.8692204,198.91,FAM174C,family with sequence similarity 174 member C
3153,101929468,0.00519,0.000708,0.7494,-3.386358,-2.537645,24.16,CXXC4-AS1,CXXC4 antisense RNA 1
3154,406,0.0052,0.00071,0.3438,3.385691,1.163838,1873.49,BMAL1,basic helix-loop-helix ARNT like 1
3155,8398,0.0052,0.00071,0.1801,-3.385709,-0.609653,683.81,PLA2G6,phospholipase A2 group VI
3156,399664,0.0052,0.00071,0.3485,3.385537,1.1798075,208.76,MEX3D,mex-3 RNA binding family member D
3157,140803,0.0052,0.000711,0.4887,-3.385447,-1.6543461,54.9,TRPM6,transient receptor potential cation channel subfamily M member 6
3158,55250,0.00521,0.000712,0.1813,3.385068,0.613567,4139.33,ELP2,elongator acetyltransferase complex subunit 2
3159,92745,0.00524,0.000715,0.467,3.383574,1.5801999,1299.95,SLC38A5,solute carrier family 38 member 5
3160,342892,0.00524,0.000717,0.1973,-3.383131,-0.6673377,337.45,ZNF850,zinc finger protein 850
3161,196996,0.00525,0.000718,0.5057,-3.382444,-1.7105984,546.45,GRAMD2A,GRAM domain containing 2A
3162,107985876,0.00526,0.000719,0.7973,-3.382137,-2.6964731,41.99,LOC107985876,uncharacterized LOC107985876
3163,84787,0.00526,0.00072,0.2078,3.38198,0.7026134,121.1,KMT5C,lysine methyltransferase 5C
3165,92359,0.00528,0.000722,0.3157,3.380963,1.067223,256.06,CRB3,crumbs cell polarity complex component 3
3166,1459,0.00528,0.000723,0.2354,3.380858,0.7957021,1545.87,CSNK2A2,casein kinase 2 alpha 2
3168,200185,0.00528,0.000724,0.2293,3.380191,0.7751516,463.16,KRTCAP2,keratinocyte associated protein 2
3169,100506731,0.00528,0.000724,0.6968,-3.380215,-2.3552059,24.31,FLRT2-AS1,FLRT2 antisense RNA 1
3170,266747,0.00528,0.000724,0.2822,3.38021,0.9537887,1473.76,RGL4,ral guanine nucleotide dissociation stimulator like 4
3171,286187,0.00529,0.000725,0.5989,-3.379797,-2.0240881,31.63,PPP1R42,protein phosphatase 1 regulatory subunit 42
3172,79728,0.00529,0.000726,0.1548,3.379749,0.523075,631.04,PALB2,partner and localizer of BRCA2
3173,64943,0.0053,0.000728,0.1732,3.378644,0.5851231,685.51,NT5DC2,5'-nucleotidase domain containing 2
3174,27335,0.0053,0.000728,0.2013,3.378766,0.6801019,3515.08,EIF3K,eukaryotic translation initiation factor 3 subunit K
3175,1476,0.0053,0.000728,0.3252,3.378642,1.0985749,186.61,CSTB,cystatin B
3176,746,0.00531,0.000729,0.2051,3.378269,0.6929495,556.91,TMEM258,transmembrane protein 258
3177,107986426,0.00531,0.000731,0.5612,-3.377764,-1.8956259,88.44,LOC107986426,uncharacterized LOC107986426
3178,84572,0.00531,0.000731,0.1796,3.377801,0.6065483,875.33,GNPTG,N-acetylglucosamine-1-phosphate transferase subunit gamma
3179,6210,0.00531,0.000731,0.2739,3.377757,0.9253079,16690.25,RPS15A,ribosomal protein S15a
3180,23127,0.00533,0.000734,0.3715,3.376565,1.2544244,392.2,COLGALT2,collagen beta(1-O)galactosyltransferase 2
3181,223082,0.00533,0.000734,0.2776,3.376655,0.9372629,1617.88,ZNRF2,zinc and ring finger 2
3182,100134040,0.00533,0.000734,0.4719,-3.376626,-1.5935127,42.8,LOC100134040,uncharacterized LOC100134040
3183,5571,0.00533,0.000733,0.1531,3.376842,0.5169366,1583.32,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1
3184,517,0.00533,0.000734,0.2089,3.376668,0.705522,1719.68,ATP5MC2,ATP synthase membrane subunit c locus 2
3185,91107,0.00534,0.000736,0.4278,3.375933,1.4441484,293.77,TRIM47,tripartite motif containing 47
3186,29959,0.00535,0.000737,0.1787,3.3755,0.6031092,2130.95,NRBP1,nuclear receptor binding protein 1
3187,5987,0.00535,0.000737,0.1717,3.375345,0.579554,1878.96,TRIM27,tripartite motif containing 27
3189,1846,0.00535,0.000738,0.6262,3.37516,2.1136892,1139.07,DUSP4,dual specificity phosphatase 4
3190,7782,0.00535,0.000738,0.161,-3.375124,-0.5434797,1349.52,SLC30A4,solute carrier family 30 member 4
3191,79750,0.00535,0.000739,0.5699,-3.374676,-1.923325,165.3,ZNF385D,zinc finger protein 385D
3192,90523,0.00536,0.000741,0.5192,-3.374004,-1.7518461,67.2,MLIP,muscular LMNA interacting protein
3193,6997,0.00537,0.000741,0.9186,-3.373818,-3.0992949,13.44,TDGF1,teratocarcinoma-derived growth factor 1
3194,105374674,0.00537,0.000742,0.4991,-3.373479,-1.6837347,25.91,LOC105374674,
3195,8822,0.00537,0.000742,0.4035,-3.373584,-1.3612909,79.37,FGF17,fibroblast growth factor 17
3196,693197,0.00537,0.000742,0.3743,3.373522,1.2627574,371.36,MIR612,microRNA 612
3197,22820,0.00537,0.000743,0.2161,3.373265,0.7289765,4336.09,COPG1,COPI coat complex subunit gamma 1
3198,51649,0.00537,0.000744,0.2431,3.373003,0.8201238,1541.28,MRPS23,mitochondrial ribosomal protein S23
3199,100532742,0.00537,0.000744,0.3917,-3.372958,-1.3210706,66.42,PIR-FIGF,PIR-FIGF readthrough
3200,6036,0.00538,0.000744,0.7324,3.372774,2.4700524,8.66,RNASE2,ribonuclease A family member 2
3202,79568,0.00541,0.000749,0.1968,3.370963,0.663349,246.62,MAIP1,matrix AAA peptidase interacting protein 1
3203,101927098,0.00542,0.00075,0.449,-3.370455,-1.5132212,71.1,LOC101927098,uncharacterized LOC101927098
3205,105374362,0.00545,0.000756,0.6759,-3.368386,-2.276576,19.97,LOC105374362,
3206,1742,0.00546,0.000757,0.3137,3.368112,1.0566754,645.13,DLG4,discs large MAGUK scaffold protein 4
3207,6388,0.00546,0.000757,0.2087,3.368118,0.7027664,1303.32,SDF2,stromal cell derived factor 2
3208,1298,0.00546,0.000758,0.4283,-3.367859,-1.4423897,170.23,COL9A2,collagen type IX alpha 2 chain
3209,84134,0.00546,0.000758,0.1734,3.367812,0.5840162,351.65,TOMM40L,translocase of outer mitochondrial membrane 40 like
3210,23742,0.00546,0.000758,0.7187,-3.367513,-2.4200727,52.94,NPAP1,nuclear pore associated protein 1
3211,112268090,0.00547,0.00076,0.3648,-3.366937,-1.2282913,51.94,LOC112268090,uncharacterized LOC112268090
3212,977,0.00548,0.000762,0.3597,3.366105,1.2109134,3206.97,CD151,CD151 molecule (Raph blood group)
3213,105369869,0.00548,0.000762,0.5396,-3.366175,-1.81624,40.82,LOC105369869,
3214,100847013,0.00549,0.000763,0.4159,-3.365951,-1.3997687,37.51,MIR5692B,microRNA 5692b
3215,10459,0.00549,0.000764,0.3573,3.3655,1.2026364,304.53,MAD2L2,mitotic arrest deficient 2 like 2
3216,285095,0.00551,0.000767,0.4756,-3.364513,-1.6001932,26.66,FAM240C,family with sequence similarity 240 member C
3217,101928728,0.00552,0.000768,0.3467,-3.364232,-1.1662763,34.24,LOC101928728,uncharacterized LOC101928728
3218,4638,0.00555,0.000773,0.3104,-3.362174,-1.0436803,1400.85,MYLK,myosin light chain kinase
3219,10144,0.00557,0.000776,0.2711,-3.361373,-0.911348,3140.08,FAM13A,family with sequence similarity 13 member A
3220,100874014,0.00558,0.000777,0.2233,3.360987,0.7505849,247.75,NAV2-AS2,NAV2 antisense RNA 2
3221,81832,0.00559,0.000779,0.7416,3.360174,2.4918924,124.8,NETO1,neuropilin and tolloid like 1
3222,5473,0.00559,0.000779,0.5672,-3.360079,-1.9058976,43.92,PPBP,pro-platelet basic protein
3223,105369464,0.00559,0.00078,0.5067,-3.359969,-1.7023286,52.56,LOC105369464,uncharacterized LOC105369464
3224,23212,0.00561,0.000782,0.2825,3.358959,0.94904,100.94,RRS1,ribosome biogenesis regulator 1 homolog
3225,151056,0.00564,0.000786,0.439,-3.357536,-1.4741171,182.25,PLB1,phospholipase B1
3226,78990,0.00564,0.000787,0.3262,-3.357497,-1.0951514,181.56,OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2"
3228,5686,0.00566,0.000791,0.2094,3.356002,0.7027053,1457.08,PSMA5,proteasome 20S subunit alpha 5
3229,105379163,0.00566,0.000791,0.5115,-3.355807,-1.7163518,26.29,LOC105379163,uncharacterized LOC105379163
3230,105369961,0.00566,0.000791,0.3313,-3.355966,-1.1119334,49.43,LOC105369961,uncharacterized LOC105369961
3231,57547,0.00566,0.000791,0.2225,-3.355882,-0.7468301,218.72,ZNF624,zinc finger protein 624
3232,4168,0.00566,0.000791,0.6399,-3.355821,-2.1473699,40.27,MCF2,MCF.2 cell line derived transforming sequence
3233,56288,0.00566,0.000792,0.2395,3.355609,0.8036252,2432.65,PARD3,par-3 family cell polarity regulator
3234,106635684,0.00566,0.000792,0.398,3.35552,1.3354762,94.86,SNORD141B,"small nucleolar RNA, C/D box 141B"
3235,11124,0.00567,0.000794,0.1498,3.355043,0.5027393,2983.89,FAF1,Fas associated factor 1
3236,212,0.00567,0.000794,0.7663,-3.354753,-2.5708835,34.41,ALAS2,5'-aminolevulinate synthase 2
3237,6695,0.00567,0.000795,0.3552,3.354567,1.1915685,437.27,SPOCK1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"
3239,2697,0.00568,0.000796,0.3136,-3.354154,-1.0518503,11082.0,GJA1,gap junction protein alpha 1
3240,3276,0.00571,0.0008,0.1655,3.352908,0.5550272,1933.15,PRMT1,protein arginine methyltransferase 1
3241,112770,0.00573,0.000804,0.2634,3.3515,0.8827474,494.91,GLMP,glycosylated lysosomal membrane protein
3243,60482,0.00574,0.000805,1.3003,-3.351038,-4.3573942,35.51,SLC5A7,solute carrier family 5 member 7
3244,171546,0.00574,0.000805,0.2801,3.351115,0.9386734,851.74,SPTSSA,serine palmitoyltransferase small subunit A
3245,10120,0.00574,0.000806,0.2163,3.350809,0.7249144,1966.64,ACTR1B,actin related protein 1B
3246,6510,0.00574,0.000806,0.5473,3.350731,1.8340099,840.75,SLC1A5,solute carrier family 1 member 5
3247,3459,0.00574,0.000807,0.1788,3.350514,0.5990282,3509.48,IFNGR1,interferon gamma receptor 1
3248,1725,0.00574,0.000807,0.1568,3.350369,0.525483,805.52,DHPS,deoxyhypusine synthase
3249,23096,0.00574,0.000807,0.1548,3.350327,0.5186905,386.24,IQSEC2,IQ motif and Sec7 domain ArfGEF 2
3250,148,0.00575,0.000808,0.776,-3.349924,-2.5994906,40.28,ADRA1A,adrenoceptor alpha 1A
3251,102724488,0.00576,0.00081,0.4547,-3.349516,-1.5230901,183.46,SYT15B,synaptotagmin 15B
3252,83638,0.00576,0.00081,0.2029,3.349422,0.6794598,563.86,C11orf68,chromosome 11 open reading frame 68
3253,101929555,0.00576,0.00081,0.5195,-3.349311,-1.7400302,56.46,LOC101929555,uncharacterized LOC101929555
3255,6157,0.00578,0.000814,0.2167,3.347868,0.7253218,3384.57,RPL27A,ribosomal protein L27a
3256,3915,0.00579,0.000816,0.2025,3.347174,0.6777512,9743.57,LAMC1,laminin subunit gamma 1
3257,55332,0.00579,0.000816,0.4389,3.347182,1.4690975,838.19,DRAM1,DNA damage regulated autophagy modulator 1
3258,284498,0.00579,0.000817,0.2337,3.347086,0.7822317,594.7,C1orf167,chromosome 1 open reading frame 167
3259,5692,0.0058,0.000817,0.1864,3.346946,0.6238701,3692.88,PSMB4,proteasome 20S subunit beta 4
3260,5567,0.00581,0.00082,0.3644,-3.346012,-1.2192559,2059.5,PRKACB,protein kinase cAMP-activated catalytic subunit beta
3261,100874361,0.00584,0.000825,1.2741,-3.344434,-4.2610359,19.04,PPP2R2B-IT1,PPP2R2B intronic transcript 1
3262,55860,0.00584,0.000825,0.1675,3.344328,0.5601138,1876.95,ACTR10,actin related protein 10
3263,105373628,0.00585,0.000825,1.3434,-3.344222,-4.4927589,481.83,LOC105373628,uncharacterized LOC105373628
3264,23129,0.00585,0.000826,0.2073,3.344017,0.693131,2766.78,PLXND1,plexin D1
3265,112268130,0.00585,0.000827,0.1835,-3.343704,-0.6135103,155.94,LOC112268130,uncharacterized LOC112268130
3266,2037,0.00587,0.000829,0.3106,-3.342788,-1.0384177,1854.57,EPB41L2,erythrocyte membrane protein band 4.1 like 2
3267,6935,0.00587,0.00083,0.393,-3.342515,-1.3137547,1271.66,ZEB1,zinc finger E-box binding homeobox 1
3268,167410,0.00588,0.000831,0.7197,-3.342359,-2.4053704,226.21,LIX1,limb and CNS expressed 1
3269,439949,0.00588,0.000832,0.2621,-3.341834,-0.8760408,228.34,PRKCQ-AS1,PRKCQ antisense RNA 1
3270,11214,0.00589,0.000833,0.2002,3.341502,0.6688799,19875.77,AKAP13,A-kinase anchoring protein 13
3271,80129,0.00591,0.000837,0.3564,-3.340342,-1.1905751,449.84,CCDC170,coiled-coil domain containing 170
3272,567,0.00592,0.000838,0.4385,3.339912,1.4646772,133166.63,B2M,beta-2-microglobulin
3273,105376208,0.00594,0.000842,1.0339,3.33876,3.4517976,12.47,LOC105376208,uncharacterized LOC105376208
3274,23541,0.00595,0.000842,0.1762,3.338569,0.5882805,883.14,SEC14L2,SEC14 like lipid binding 2
3275,29116,0.00595,0.000842,0.155,-3.338482,-0.5174884,3248.09,MYLIP,myosin regulatory light chain interacting protein
3276,813,0.00595,0.000844,0.1705,3.338074,0.5690889,5150.73,CALU,calumenin
3277,56155,0.00595,0.000844,0.399,-3.337902,-1.3318281,45.81,TEX14,"testis expressed 14, intercellular bridge forming factor"
3278,5348,0.00596,0.000845,0.7303,-3.337616,-2.4373685,50.21,FXYD1,FXYD domain containing ion transport regulator 1
3279,26828,0.00596,0.000845,0.8778,-3.337482,-2.9297512,20.05,RNU5F-1,"RNA, U5F small nuclear 1"
3280,26575,0.00598,0.000848,0.3889,-3.336658,-1.2976756,260.73,RGS17,regulator of G protein signaling 17
3282,57558,0.00598,0.000849,0.181,3.336355,0.6037625,687.46,USP35,ubiquitin specific peptidase 35
3283,414899,0.00598,0.000849,0.4562,-3.336316,-1.5221164,74.39,BLID,"BH3-like motif containing, cell death inducer"
3284,102723875,0.00598,0.000849,1.151,-3.336379,-3.840167,29.37,LINC01065,long intergenic non-protein coding RNA 1065
3285,754,0.00599,0.000851,0.2091,3.335756,0.6976702,7232.18,PTTG1IP,PTTG1 interacting protein
