,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
616,201869_s_at,0.00476064,0.000132,-6.46,1.39692,-0.57,TBL1X,transducin (beta)-like 1X-linked
617,203498_at,0.00478172,0.000133,-6.45,1.39065,-0.581,RCAN2,regulator of calcineurin 2
620,207610_s_at,0.00480326,0.000134,6.45,1.38096,0.556,ADGRE2,adhesion G protein-coupled receptor E2
621,217967_s_at,0.00480688,0.000134,6.44,1.37851,0.503,FAM129A,family with sequence similarity 129 member A
623,201277_s_at,0.00481463,0.000135,6.44,1.37239,0.517,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B
624,205979_at,0.00481463,0.000135,-6.44,1.37184,-0.826,SCGB2A1,secretoglobin family 2A member 1
627,214181_x_at,0.00484143,0.000136,6.43,1.3611,0.696,LST1,leukocyte specific transcript 1
628,208916_at,0.00487156,0.000138,6.42,1.35219,0.637,SLC1A5,solute carrier family 1 member 5
629,210764_s_at,0.00487156,0.000138,-6.42,1.35136,-0.809,CYR61,cysteine rich angiogenic inducer 61
632,203323_at,0.00490947,0.00014,-6.41,1.33748,-0.529,CAV2,caveolin 2
633,209291_at,0.00490947,0.00014,-6.41,1.33563,-1.44,ID4,"inhibitor of DNA binding 4, HLH protein"
636,203418_at,0.00493029,0.000141,6.4,1.32744,0.827,CCNA2,cyclin A2
637,219564_at,0.00499086,0.000143,-6.39,1.31208,-1.64,KCNJ16,potassium voltage-gated channel subfamily J member 16
640,202803_s_at,0.00501644,0.000144,6.38,1.30295,0.618,ITGB2,integrin subunit beta 2
641,209312_x_at,0.00503575,0.000145,6.38,1.29734,0.52,LOC101060835///LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB1///HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain-like///HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1"
642,205436_s_at,0.00505485,0.000146,6.37,1.29179,0.632,H2AFX,H2A histone family member X
644,203029_s_at,0.00506424,0.000147,-6.37,1.28664,-1.11,PTPRN2,"protein tyrosine phosphatase, receptor type N2"
647,206685_at,0.00507899,0.000148,-6.36,1.27674,-0.537,HCG4,HLA complex group 4 (non-protein coding)
648,205721_at,0.00507899,0.000148,-6.36,1.2763,-0.752,GFRA2,GDNF family receptor alpha 2
649,220266_s_at,0.00507899,0.000148,-6.36,1.27559,-0.565,KLF4,Kruppel like factor 4
651,205342_s_at,0.00508135,0.000149,-6.35,1.27111,-0.882,SULT1C2,sulfotransferase family 1C member 2
652,203673_at,0.00508135,0.000149,-6.35,1.27033,-2.01,TG,thyroglobulin
656,211581_x_at,0.00516905,0.000153,6.33,1.24468,0.741,LST1,leukocyte specific transcript 1
658,216347_s_at,0.0051717,0.000153,-6.33,1.24251,-0.764,PPP1R13B,protein phosphatase 1 regulatory subunit 13B
661,31845_at,0.00518583,0.000154,6.32,1.23386,0.809,ELF4,E74 like ETS transcription factor 4
664,213308_at,0.00524493,0.000157,-6.31,1.21848,-0.848,SHANK2,SH3 and multiple ankyrin repeat domains 2
667,218232_at,0.00528323,0.000158,6.3,1.20625,0.925,C1QA,complement C1q A chain
668,205700_at,0.00531175,0.000159,-6.29,1.1991,-1.2,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
671,202828_s_at,0.00533281,0.000161,6.28,1.18884,0.608,MMP14,matrix metallopeptidase 14
672,202952_s_at,0.00533281,0.000161,6.28,1.18709,0.837,ADAM12,ADAM metallopeptidase domain 12
673,211401_s_at,0.00533281,0.000162,-6.28,1.18574,-0.515,FGFR2,fibroblast growth factor receptor 2
674,209714_s_at,0.00533281,0.000162,6.28,1.18571,1.0,CDKN3,cyclin dependent kinase inhibitor 3
675,205463_s_at,0.00534861,0.000162,6.28,1.18109,0.683,PDGFA,platelet derived growth factor subunit A
678,212448_at,0.00534958,0.000163,-6.27,1.17503,-0.644,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"
679,212151_at,0.00534958,0.000163,-6.27,1.17457,-0.643,PBX1,PBX homeobox 1
680,213651_at,0.00534958,0.000163,-6.27,1.17324,-1.41,INPP5J,inositol polyphosphate-5-phosphatase J
681,201539_s_at,0.00535932,0.000164,-6.27,1.16983,-0.74,FHL1,four and a half LIM domains 1
682,201432_at,0.00537862,0.000165,-6.26,1.16457,-0.538,CAT,catalase
683,203671_at,0.0054427,0.000167,-6.25,1.15073,-0.655,TPMT,thiopurine S-methyltransferase
684,205186_at,0.00547795,0.000168,-6.25,1.14251,-0.852,DNALI1,dynein axonemal light intermediate chain 1
685,209590_at,0.00549248,0.000169,-6.24,1.13824,-1.14,BMP7,bone morphogenetic protein 7
687,209286_at,0.00550979,0.00017,6.24,1.13194,0.59,CDC42EP3,CDC42 effector protein 3
690,207924_x_at,0.00553074,0.000172,-6.23,1.12347,-1.33,PAX8,paired box 8
691,204502_at,0.00554666,0.000172,6.23,1.11898,0.724,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
692,222315_at,0.00555502,0.000173,-6.22,1.11591,-0.629,LOC100996756,uncharacterized LOC100996756
693,201697_s_at,0.00556099,0.000173,6.22,1.11329,0.595,DNMT1,DNA (cytosine-5-)-methyltransferase 1
699,201853_s_at,0.00557194,0.000175,6.21,1.10185,0.64,CDC25B,cell division cycle 25B
701,202095_s_at,0.00560073,0.000176,6.21,1.09397,0.916,BIRC5,baculoviral IAP repeat containing 5
703,203382_s_at,0.0056424,0.000178,6.2,1.08282,0.81,APOE,apolipoprotein E
704,204769_s_at,0.0056424,0.000179,6.2,1.08183,0.59,TAP2,"transporter 2, ATP binding cassette subfamily B member"
706,219529_at,0.00564609,0.000179,-6.19,1.0782,-1.58,CLIC3,chloride intracellular channel 3
709,218792_s_at,0.00565183,0.00018,-6.19,1.07192,-0.729,BSPRY,B-box and SPRY domain containing
710,205612_at,0.00565183,0.000181,-6.19,1.07009,-0.559,MMRN1,multimerin 1
713,213325_at,0.00567271,0.000182,-6.18,1.06306,-0.58,NECTIN3,nectin cell adhesion molecule 3
714,203213_at,0.00567915,0.000182,6.18,1.06003,0.903,CDK1,cyclin dependent kinase 1
718,202709_at,0.00567915,0.000183,-6.17,1.05463,-0.818,FMOD,fibromodulin
720,209642_at,0.00571952,0.000185,6.17,1.04437,0.845,BUB1,BUB1 mitotic checkpoint serine/threonine kinase
721,209612_s_at,0.00572881,0.000186,-6.16,1.04124,-0.631,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
723,202679_at,0.00573837,0.000186,6.16,1.03663,0.509,NPC1,NPC intracellular cholesterol transporter 1
725,212343_at,0.00576475,0.000188,-6.15,1.02899,-0.506,YIPF6,Yip1 domain family member 6
726,214574_x_at,0.00577608,0.000188,6.15,1.02551,0.581,LST1,leukocyte specific transcript 1
728,204174_at,0.00583493,0.000191,6.14,1.01211,0.765,ALOX5AP,arachidonate 5-lipoxygenase activating protein
729,204848_x_at,0.00583555,0.000191,-6.14,1.01057,-1.13,HBG2///HBG1,hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
730,202990_at,0.0058623,0.000192,6.13,1.00439,0.565,PYGL,"phosphorylase, glycogen, liver"
731,221221_s_at,0.00588293,0.000193,-6.13,0.99932,-0.742,KLHL3,kelch like family member 3
736,205269_at,0.00591261,0.000196,6.12,0.98637,0.639,LCP2,lymphocyte cytosolic protein 2
739,203088_at,0.00593669,0.000197,-6.11,0.97854,-0.556,FBLN5,fibulin 5
740,202310_s_at,0.00602389,0.0002,6.1,0.96196,1.23,COL1A1,collagen type I alpha 1 chain
751,201289_at,0.00611303,0.000207,-6.07,0.93032,-0.548,CYR61,cysteine rich angiogenic inducer 61
752,205326_at,0.00611303,0.000207,-6.07,0.92996,-0.573,RAMP3,receptor (G protein-coupled) activity modifying protein 3
753,221436_s_at,0.00612354,0.000207,6.07,0.92679,1.07,CDCA3,cell division cycle associated 3
755,207232_s_at,0.00615786,0.000209,-6.06,0.91822,-0.547,DZIP3,DAZ interacting zinc finger protein 3
757,209325_s_at,0.00616766,0.00021,-6.06,0.91382,-0.98,RGS16,regulator of G-protein signaling 16
758,209464_at,0.00621259,0.000212,6.05,0.90489,0.779,AURKB,aurora kinase B
759,201034_at,0.0062221,0.000212,-6.05,0.90193,-0.587,ADD3,adducin 3
760,203325_s_at,0.00623825,0.000213,6.05,0.89786,1.25,COL5A1,collagen type V alpha 1 chain
762,218966_at,0.00627836,0.000215,-6.04,0.8884,-0.69,MYO5C,myosin VC
764,212949_at,0.00629613,0.000216,6.03,0.88196,0.76,NCAPH,non-SMC condensin I complex subunit H
765,209656_s_at,0.00629613,0.000216,-6.03,0.88143,-0.626,TMEM47,transmembrane protein 47
766,201721_s_at,0.00630282,0.000217,6.03,0.87897,0.609,LAPTM5,lysosomal protein transmembrane 5
770,220432_s_at,0.00632604,0.000219,-6.02,0.86924,-0.551,CYP39A1,cytochrome P450 family 39 subfamily A member 1
771,218847_at,0.00632604,0.000219,6.02,0.86728,0.692,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2
773,206025_s_at,0.00632604,0.00022,6.02,0.86568,1.03,TNFAIP6,TNF alpha induced protein 6
774,208636_at,0.00634979,0.000221,6.02,0.86042,0.829,ACTN1,actinin alpha 1
775,211715_s_at,0.00634979,0.000221,-6.02,0.8591,-0.799,BDH1,"3-hydroxybutyrate dehydrogenase, type 1"
777,218858_at,0.00637523,0.000223,-6.01,0.85106,-0.96,DEPTOR,DEP domain containing MTOR-interacting protein
778,212935_at,0.00637523,0.000223,-6.01,0.85091,-0.861,MCF2L,MCF.2 cell line derived transforming sequence like
779,201930_at,0.0063772,0.000223,6.01,0.84926,0.583,MCM6,minichromosome maintenance complex component 6
785,200810_s_at,0.00643334,0.000227,-5.99,0.83216,-0.614,CIRBP,cold inducible RNA binding protein
789,216952_s_at,0.00647985,0.00023,5.98,0.81896,0.542,LMNB2,lamin B2
790,215646_s_at,0.00647985,0.00023,5.98,0.81793,1.09,VCAN,versican
791,212327_at,0.00647985,0.00023,-5.98,0.81674,-1.03,LIMCH1,LIM and calponin homology domains 1
792,204162_at,0.00652877,0.000232,5.98,0.80759,0.784,NDC80,"NDC80, kinetochore complex component"
793,207923_x_at,0.00652984,0.000233,-5.97,0.80611,-1.16,PAX8,paired box 8
796,211582_x_at,0.00653496,0.000234,5.97,0.80004,0.623,LST1,leukocyte specific transcript 1
797,202912_at,0.00653496,0.000234,5.97,0.79985,0.88,ADM,adrenomedullin
799,204231_s_at,0.00653496,0.000235,-5.97,0.79746,-0.649,FAAH,fatty acid amide hydrolase
802,213515_x_at,0.00654723,0.000236,-5.96,0.7916,-0.922,HBG2///HBG1,hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
803,201487_at,0.00655542,0.000237,5.96,0.78901,0.81,CTSC,cathepsin C
806,219667_s_at,0.00659319,0.000239,-5.95,0.77915,-0.593,BANK1,B-cell scaffold protein with ankyrin repeats 1
809,209898_x_at,0.00661126,0.00024,-5.95,0.77243,-0.588,ITSN2,intersectin 2
811,202665_s_at,0.00666401,0.000243,5.94,0.76159,0.531,WIPF1,WAS/WASL interacting protein family member 1
813,201535_at,0.00669687,0.000245,-5.93,0.75285,-0.515,UBL3,ubiquitin like 3
814,213103_at,0.00669687,0.000245,-5.93,0.75262,-0.61,STARD13,StAR related lipid transfer domain containing 13
816,203469_s_at,0.00671043,0.000246,-5.93,0.74797,-0.528,CDK10,cyclin dependent kinase 10
823,208609_s_at,0.00677794,0.000251,-5.91,0.72865,-0.563,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene)
825,202953_at,0.00678809,0.000252,5.91,0.72383,1.14,C1QB,complement C1q B chain
827,212473_s_at,0.00680612,0.000253,5.91,0.71929,0.671,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
828,201929_s_at,0.00680673,0.000253,-5.9,0.71794,-0.523,PKP4,plakophilin 4
830,200965_s_at,0.00684496,0.000255,-5.9,0.70924,-0.979,ABLIM1,actin binding LIM protein 1
831,221881_s_at,0.00684496,0.000256,5.9,0.70834,0.693,CLIC4,chloride intracellular channel 4
833,217294_s_at,0.00689642,0.000258,5.89,0.69804,0.645,ENO1,enolase 1
834,213228_at,0.00693437,0.00026,-5.88,0.69108,-1.27,PDE8B,phosphodiesterase 8B
835,201540_at,0.00694525,0.000261,-5.88,0.6882,-0.668,FHL1,four and a half LIM domains 1
839,204170_s_at,0.00706158,0.000266,5.86,0.66592,0.978,CKS2,CDC28 protein kinase regulatory subunit 2
840,208903_at,0.00706196,0.000267,-5.86,0.66462,-0.556,RPS28,ribosomal protein S28
844,211571_s_at,0.0071784,0.000272,5.84,0.64264,1.12,VCAN,versican
849,200832_s_at,0.00722339,0.000276,5.83,0.62998,1.31,SCD,stearoyl-CoA desaturase
850,204419_x_at,0.00725763,0.000277,-5.83,0.62308,-0.767,HBG2///HBG1,hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
852,219666_at,0.00725763,0.000278,5.83,0.62051,0.74,MS4A6A,membrane spanning 4-domains A6A
853,202705_at,0.00725763,0.000278,5.83,0.62017,0.826,CCNB2,cyclin B2
855,213330_s_at,0.00726043,0.000279,5.82,0.61661,0.702,STIP1,stress induced phosphoprotein 1
856,219961_s_at,0.00726043,0.000279,-5.82,0.61611,-0.613,KIZ,kizuna centrosomal protein
857,212594_at,0.00726381,0.00028,-5.82,0.61441,-0.718,MIR4680///PDCD4,microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)
860,209879_at,0.00730256,0.000282,5.82,0.60523,0.609,SELPLG,selectin P ligand
864,209652_s_at,0.00738313,0.000287,-5.8,0.58897,-0.758,PGF,placental growth factor
865,205786_s_at,0.00739255,0.000287,5.8,0.58643,0.577,ITGAM,integrin subunit alpha M
866,220987_s_at,0.00740361,0.000288,-5.8,0.58229,-0.505,NUAK2///AKIP1,NUAK family kinase 2///A-kinase interacting protein 1
867,202503_s_at,0.00740361,0.000289,5.8,0.58103,0.933,KIAA0101,KIAA0101
870,221210_s_at,0.00740361,0.00029,5.79,0.57793,0.576,NPL,N-acetylneuraminate pyruvate lyase
871,209101_at,0.00740361,0.00029,-5.79,0.57768,-0.832,CTGF,connective tissue growth factor
872,204431_at,0.00744766,0.000292,-5.79,0.5703,-0.714,TLE2,transducin like enhancer of split 2
873,211725_s_at,0.00744864,0.000293,5.79,0.56737,0.724,BID,BH3 interacting domain death agonist
874,218193_s_at,0.00744864,0.000293,5.78,0.56634,0.573,GOLT1B,golgi transport 1B
878,222013_x_at,0.00745154,0.000294,-5.78,0.56262,-0.594,EEF2KMT,eukaryotic elongation factor 2 lysine methyltransferase
879,203358_s_at,0.00745431,0.000294,5.78,0.56105,0.579,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit
880,209460_at,0.00745832,0.000295,-5.78,0.55931,-1.13,ABAT,4-aminobutyrate aminotransferase
883,209357_at,0.00749715,0.000298,-5.77,0.54964,-0.831,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
884,204787_at,0.00749715,0.000298,5.77,0.54831,0.979,VSIG4,V-set and immunoglobulin domain containing 4
886,204232_at,0.00749715,0.000299,5.77,0.54586,0.86,FCER1G,Fc fragment of IgE receptor Ig
888,219386_s_at,0.00751798,0.0003,5.77,0.54119,1.16,SLAMF8,SLAM family member 8
891,220994_s_at,0.00751798,0.000301,-5.76,0.53807,-0.991,STXBP6,syntaxin binding protein 6
896,206571_s_at,0.00767463,0.000309,5.74,0.51075,0.826,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4
899,211483_x_at,0.00770257,0.000311,-5.74,0.50348,-0.515,CAMK2B,calcium/calmodulin dependent protein kinase II beta
900,221207_s_at,0.00772498,0.000313,-5.73,0.49861,-0.641,NBEA,neurobeachin
901,209035_at,0.00772498,0.000313,5.73,0.49814,0.576,MDK,midkine (neurite growth-promoting factor 2)
902,200811_at,0.00775018,0.000314,-5.73,0.49359,-0.638,CIRBP,cold inducible RNA binding protein
904,207714_s_at,0.0077518,0.000315,5.73,0.49056,1.04,SERPINH1,serpin family H member 1
906,202468_s_at,0.00777774,0.000317,-5.72,0.48529,-0.551,CTNNAL1,catenin alpha like 1
910,211998_at,0.00792122,0.000324,-5.7,0.46164,-0.757,MIR4738///H3F3B///H3F3A,"microRNA 4738///H3 histone, family 3B///H3 histone, family 3A"
911,218663_at,0.00794926,0.000325,5.7,0.45682,0.755,NCAPG,non-SMC condensin I complex subunit G
916,213779_at,0.00798843,0.000329,-5.69,0.44541,-0.728,EMID1,EMI domain containing 1
919,218517_at,0.00799924,0.00033,-5.69,0.44078,-0.553,JADE1,jade family PHD finger 1
925,209906_at,0.00815019,0.000339,5.67,0.41491,0.759,C3AR1,complement component 3a receptor 1
927,203962_s_at,0.00815079,0.000339,-5.67,0.41258,-1.25,NEBL,nebulette
931,201852_x_at,0.00831844,0.000348,5.65,0.38687,0.791,COL3A1,collagen type III alpha 1 chain
933,213226_at,0.00836362,0.000351,5.64,0.37899,0.702,CCNA2,cyclin A2
935,200884_at,0.00846784,0.000356,-5.63,0.36385,-1.05,CKB,creatine kinase B
936,204267_x_at,0.0085008,0.000357,5.62,0.35868,0.501,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1"
937,205270_s_at,0.0085501,0.00036,5.62,0.35154,0.692,LCP2,lymphocyte cytosolic protein 2
939,213195_at,0.00860959,0.000364,-5.61,0.34066,-0.513,LYRM9,LYR motif containing 9
940,206074_s_at,0.00860959,0.000364,5.61,0.34027,0.591,HMGA1,high mobility group AT-hook 1
944,208949_s_at,0.00863113,0.000366,5.6,0.33327,0.526,LGALS3,"lectin, galactoside binding soluble 3"
946,212657_s_at,0.00869024,0.00037,5.6,0.32392,0.589,IL1RN,interleukin 1 receptor antagonist
948,213917_at,0.00871704,0.000371,-5.59,0.31922,-1.18,PAX8,paired box 8
951,219619_at,0.00872043,0.000373,-5.59,0.31475,-0.531,DIRAS2,DIRAS family GTPase 2
954,206992_s_at,0.0087512,0.000375,-5.59,0.30857,-0.612,ATP5S,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)"
956,203052_at,0.00879124,0.000378,5.58,0.30163,0.638,C2,complement component 2
957,203799_at,0.00882974,0.00038,-5.58,0.29598,-0.564,LY75-CD302///CD302///LY75,LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75
958,204433_s_at,0.00884508,0.000381,-5.57,0.29308,-0.526,SPATA2,spermatogenesis associated 2
959,202342_s_at,0.00887629,0.000382,-5.57,0.28832,-0.627,TRIM2,tripartite motif containing 2
964,219179_at,0.00894222,0.000387,-5.56,0.27519,-0.522,DACT1,dishevelled binding antagonist of beta catenin 1
970,210298_x_at,0.00901812,0.000393,-5.55,0.25974,-0.846,FHL1,four and a half LIM domains 1
971,209692_at,0.00901812,0.000393,-5.55,0.25865,-0.736,EYA2,EYA transcriptional coactivator and phosphatase 2
977,216074_x_at,0.00904279,0.000397,-5.54,0.24957,-0.539,WWC1,WW and C2 domain containing 1
978,204146_at,0.00907661,0.000399,5.54,0.24385,0.695,RAD51AP1,RAD51 associated protein 1
984,202580_x_at,0.00914176,0.000404,5.53,0.23077,0.765,FOXM1,forkhead box M1
985,218918_at,0.00918663,0.000406,-5.52,0.22461,-0.761,MAN1C1,mannosidase alpha class 1C member 1
987,202007_at,0.00919614,0.000408,5.52,0.22142,0.828,NID1,nidogen 1
990,219833_s_at,0.00927139,0.000412,-5.51,0.20975,-0.533,EFHC1,EF-hand domain containing 1
992,204768_s_at,0.00938638,0.000418,5.5,0.19479,0.513,FEN1,flap structure-specific endonuclease 1
993,215292_s_at,0.00939471,0.000419,5.5,0.19282,0.549,MKL1,megakaryoblastic leukemia (translocation) 1
995,210980_s_at,0.00940375,0.00042,-5.5,0.18972,-0.509,ASAH1,N-acylsphingosine amidohydrolase 1
996,204169_at,0.00944358,0.000423,5.49,0.18426,0.549,IMPDH1,inosine monophosphate dehydrogenase 1
998,216834_at,0.00945778,0.000424,5.49,0.18061,0.721,RGS1,regulator of G-protein signaling 1
999,204979_s_at,0.00950647,0.000427,-5.48,0.17421,-0.725,SH3BGR,SH3 domain binding glutamate rich protein
1000,209053_s_at,0.0095838,0.000431,5.48,0.16471,0.784,WHSC1,Wolf-Hirschhorn syndrome candidate 1
1003,212966_at,0.00963244,0.000434,-5.47,0.15631,-0.521,HIC2,hypermethylated in cancer 2
1004,215350_at,0.00963607,0.000435,-5.47,0.15488,-0.611,SYNE1,spectrin repeat containing nuclear envelope protein 1
1005,212724_at,0.00964914,0.000436,5.47,0.15106,0.604,RND3,Rho family GTPase 3
1006,201753_s_at,0.00964914,0.000437,-5.47,0.14996,-0.579,ADD3,adducin 3
1007,40837_at,0.00964914,0.000437,-5.47,0.1499,-0.837,TLE2,transducin like enhancer of split 2
1008,213629_x_at,0.00964914,0.000437,-5.46,0.14932,-0.87,MT1F,metallothionein 1F
1009,213050_at,0.00969355,0.000439,-5.46,0.1435,-0.866,COBL,cordon-bleu WH2 repeat protein
1011,206102_at,0.00972758,0.000442,5.46,0.13778,0.837,GINS1,GINS complex subunit 1
1014,204026_s_at,0.00974481,0.000444,5.45,0.13284,0.704,ZWINT,ZW10 interacting kinetochore protein
1017,202855_s_at,0.00982617,0.000449,5.44,0.12109,1.28,MIR6787///SLC16A3,microRNA 6787///solute carrier family 16 member 3
1019,221756_at,0.00983589,0.00045,-5.44,0.11801,-0.634,PIK3IP1,phosphoinositide-3-kinase interacting protein 1
1020,204126_s_at,0.00985552,0.000452,5.44,0.11491,0.617,CDC45,cell division cycle 45
1021,204368_at,0.0098784,0.000453,-5.44,0.11147,-0.999,SLCO2A1,solute carrier organic anion transporter family member 2A1
1022,218499_at,0.00992831,0.000456,5.43,0.10519,0.553,STK26,serine/threonine protein kinase 26
1023,204418_x_at,0.00996065,0.000458,-5.43,0.10078,-0.597,GSTM2,glutathione S-transferase mu 2 (muscle)
1025,202341_s_at,0.00997336,0.00046,-5.43,0.0965,-0.741,TRIM2,tripartite motif containing 2
1027,201858_s_at,0.0099757,0.00046,5.42,0.09514,0.705,SRGN,serglycin
1030,217714_x_at,0.00999536,0.000462,5.42,0.09004,0.621,MIR3917///STMN1,microRNA 3917///stathmin 1
1031,213920_at,0.00999536,0.000463,-5.42,0.08903,-0.539,CUX2,cut like homeobox 2
1033,202081_at,0.0100072,0.000464,-5.42,0.0855,-0.641,IER2,immediate early response 2
1035,203367_at,0.01002154,0.000466,-5.41,0.08227,-0.544,DUSP14,dual specificity phosphatase 14
1036,208934_s_at,0.01005154,0.000468,5.41,0.07815,0.566,LGALS8,galectin 8
1037,221880_s_at,0.01006368,0.000469,-5.41,0.07588,-0.556,FAM174B,family with sequence similarity 174 member B
1039,209836_x_at,0.01013067,0.000473,5.4,0.06695,0.518,BOLA2B///BOLA2,bolA family member 2B///bolA family member 2
1045,213373_s_at,0.01022151,0.00048,5.39,0.05111,0.521,CASP8,caspase 8
1046,201141_at,0.01022151,0.00048,5.39,0.05064,0.584,GPNMB,glycoprotein nmb
1048,202898_at,0.01022688,0.000482,5.39,0.04749,0.655,SDC3,syndecan 3
1049,212179_at,0.01022688,0.000482,-5.39,0.04688,-0.535,PNISR,PNN interacting serine and arginine rich protein
1050,212822_at,0.01022688,0.000482,-5.39,0.04611,-0.506,HEG1,heart development protein with EGF like domains 1
1052,205542_at,0.01034537,0.000489,5.38,0.03211,0.664,STEAP1,six transmembrane epithelial antigen of the prostate 1
1054,219306_at,0.01045317,0.000495,5.37,0.01931,0.537,KIF15,kinesin family member 15
1062,221796_at,0.01058494,0.000505,-5.35,-0.00225,-1.61,NTRK2,neurotrophic receptor tyrosine kinase 2
1067,204143_s_at,0.01066875,0.000512,-5.34,-0.01588,-0.733,ENOSF1,enolase superfamily member 1
1069,209408_at,0.01066875,0.000513,5.34,-0.01804,0.539,KIF2C,kinesin family member 2C
1071,214014_at,0.01066875,0.000513,-5.34,-0.01866,-0.598,CDC42EP2,CDC42 effector protein 2
1073,207651_at,0.0107085,0.000516,5.33,-0.02449,0.615,GPR171,G protein-coupled receptor 171
1075,209459_s_at,0.01071772,0.000518,-5.33,-0.02733,-0.945,ABAT,4-aminobutyrate aminotransferase
1080,213758_at,0.01075555,0.000522,-5.33,-0.03641,-0.509,COX4I1,cytochrome c oxidase subunit 4I1
1081,208178_x_at,0.01075555,0.000522,5.33,-0.0368,0.66,TRIO,trio Rho guanine nucleotide exchange factor
1084,216237_s_at,0.01083391,0.000528,5.32,-0.04727,0.643,MCM5,minichromosome maintenance complex component 5
1086,209687_at,0.0108523,0.000529,-5.32,-0.05096,-0.743,CXCL12,C-X-C motif chemokine ligand 12
1092,218355_at,0.01100271,0.00054,5.3,-0.07106,0.796,KIF4A,kinesin family member 4A
1094,204033_at,0.01102886,0.000542,5.3,-0.07602,0.657,TRIP13,thyroid hormone receptor interactor 13
1097,213790_at,0.01102886,0.000544,5.29,-0.07902,0.562,ADAM12,ADAM metallopeptidase domain 12
1099,208885_at,0.01102886,0.000544,5.29,-0.0802,0.536,LCP1,lymphocyte cytosolic protein 1
1100,204030_s_at,0.01108338,0.000548,5.29,-0.08629,0.595,IQCJ-SCHIP1///SCHIP1,IQCJ-SCHIP1 readthrough///schwannomin interacting protein 1
1102,210559_s_at,0.01112109,0.00055,5.29,-0.09173,0.811,CDK1,cyclin dependent kinase 1
1103,213645_at,0.01115574,0.000553,-5.28,-0.09679,-0.614,ENOSF1,enolase superfamily member 1
1104,222372_at,0.01115574,0.000554,-5.28,-0.09783,-0.705,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
1106,212884_x_at,0.01115574,0.000555,5.28,-0.10011,0.654,APOE,apolipoprotein E
1107,209955_s_at,0.01115574,0.000556,5.28,-0.10193,0.995,FAP,fibroblast activation protein alpha
1109,203662_s_at,0.01115574,0.000557,-5.28,-0.10359,-0.595,TMOD1,tropomodulin 1
1110,218741_at,0.01115574,0.000557,5.28,-0.10426,0.675,CENPM,centromere protein M
1111,218802_at,0.01115574,0.000557,5.28,-0.10426,0.593,MCUB,mitochondrial calcium uniporter dominant negative beta subunit
1115,204301_at,0.01123289,0.000563,-5.27,-0.11521,-0.548,KBTBD11,kelch repeat and BTB domain containing 11
1116,201438_at,0.01123289,0.000563,5.27,-0.1158,0.822,COL6A3,collagen type VI alpha 3 chain
1120,214770_at,0.01133402,0.000571,5.26,-0.12921,0.635,MSR1,macrophage scavenger receptor 1
1122,210845_s_at,0.01135461,0.000572,5.26,-0.13217,0.936,PLAUR,"plasminogen activator, urokinase receptor"
1123,219099_at,0.01136858,0.000573,5.25,-0.13438,0.517,TIGAR,TP53 induced glycolysis regulatory phosphatase
1131,215440_s_at,0.01144412,0.000581,-5.24,-0.14869,-0.582,BEX4,brain expressed X-linked 4
1133,219582_at,0.01145638,0.000583,5.24,-0.15168,0.524,OGFRL1,opioid growth factor receptor like 1
1136,204198_s_at,0.01149388,0.000586,5.24,-0.15781,0.602,RUNX3,runt related transcription factor 3
1142,205885_s_at,0.01159175,0.000595,5.23,-0.17215,0.524,ITGA4,integrin subunit alpha 4
1143,219588_s_at,0.01159289,0.000595,5.23,-0.17317,0.639,NCAPG2,non-SMC condensin II complex subunit G2
1148,211656_x_at,0.01162145,0.0006,5.22,-0.18137,0.542,LOC101060835///HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1"
1149,218789_s_at,0.01162145,0.0006,-5.22,-0.18156,-0.536,C11orf71,chromosome 11 open reading frame 71
