Category,Term,Count,%,PValue,Genes,Fold Enrichment,FDR
BP,kinetochore assembly,3,0.819672131,0.033839297,"CENPE, CENPF, CENPN",10.21691176,0.720100234
BP,ventricular cardiac muscle cell action potential,3,0.819672131,0.033839297,"RYR2, GPD1L, SNTA1",10.21691176,0.720100234
BP,meiotic G2/MI transition,2,0.546448087,0.036267053,"CCNB2, NDC80",54.49019608,0.7420797
BP,histone H3-K27 methylation,2,0.546448087,0.036267053,"EZH1, EZH2",54.49019608,0.7420797
BP,mitotic spindle elongation,2,0.546448087,0.036267053,"PRC1, KIF23",54.49019608,0.7420797
BP,leukotriene production involved in inflammatory response,2,0.546448087,0.036267053,"ALOX5, ALOX5AP",54.49019608,0.7420797
BP,gamma-aminobutyric acid catabolic process,2,0.546448087,0.036267053,"ALDH5A1, ABAT",54.49019608,0.7420797
MF,RNA polymerase II sequence-specific DNA binding transcription factor binding,9,2.459016393,0.026718645,"BBS1, HIRA, JUN, BEX1, CITED2, FOS, TRIB1, PPARGC1A, TBX3",2.528671101,0.744074146
MF,microtubule motor activity,5,1.366120219,0.027076934,"CENPE, KIF14, KIF23, KIF2C, KIF11",4.378347184,0.744074146
BP,cellular response to hypoxia,7,1.912568306,0.036867547,"CCNA2, BCL2, TWIST1, FOS, BMP7, FGFR2, VEGFA",2.84650278,0.744528417
BP,positive regulation of blood coagulation,3,0.819672131,0.037895804,"SERPINE1, HPSE, THBS1",9.615916955,0.744528417
BP,negative regulation of epithelial cell apoptotic process,3,0.819672131,0.037895804,"NPC1, BCL2, NUPR1",9.615916955,0.744528417
BP,axon regeneration,3,0.819672131,0.037895804,"JUN, BCL2, FOLR1",9.615916955,0.744528417
BP,cell cycle,13,3.551912568,0.03797514,"FANCI, DUSP1, CDCA8, KIF11, MKI67, SMC4, CDC25B, AURKA, STK10, MCM4, MCM5, MCM6, CDKN3",1.935444123,0.744528417
BP,response to estradiol,6,1.639344262,0.038066115,"ARPC1B, CAT, CRYAB, BMP7, ASS1, EZH2",3.237041351,0.744528417
BP,positive regulation of cytokinesis,4,1.092896175,0.038834599,"KIF14, KIF23, ECT2, CDC25B",5.316116691,0.754014848
BP,muscle organ development,6,1.639344262,0.039453167,"CENPF, SGCD, FHL1, ID3, TWIST1, CRYAB",3.205305652,0.760474091
BP,mitotic metaphase plate congression,4,1.092896175,0.041272818,"CENPE, KIF14, CDCA8, KIF2C",5.189542484,0.783627458
BP,positive regulation of Wnt signaling pathway,4,1.092896175,0.041272818,"HHEX, PBXIP1, FGFR2, TLR2",5.189542484,0.783627458
BP,regulation of cell proliferation,8,2.18579235,0.041962806,"CSF1R, JUN, PLAU, CHEK1, KIT, FOXM1, S100A11, EZH2",2.490980392,0.783627458
BP,negative regulation of wound healing,3,0.819672131,0.042127341,"MMRN1, ALOX5, SERPINE1",9.081699346,0.783627458
BP,negative regulation of focal adhesion assembly,3,0.819672131,0.042127341,"MMP14, THBS1, ARHGAP6",9.081699346,0.783627458
MF,actin binding,13,3.551912568,0.030854112,"ACTR2, WIPF1, ARPC1B, LMOD1, MICAL2, KLHL3, IQGAP2, ABLIM1, MARCKS, MYO5C, PDLIM7, WASF3, SNTA1",1.997140821,0.786297339
MF,protein kinase activity,14,3.825136612,0.031265472,"EPHB6, DAPK2, BUB1B, AURKA, SRPK1, STK17A, CHEK1, PBK, NEK2, PRKCQ, TRIB1, BUB1, FGFR2, MAP4K4",1.92555583,0.786297339
MF,phosphatidylethanolamine binding,3,0.819672131,0.032047053,"CD300A, PEBP1, PLTP",10.50803324,0.786297339
BP,synapse assembly,5,1.366120219,0.04297389,"GPM6A, PCLO, CDH1, OBSL1, SHANK2",3.784041394,0.793823254
MF,oxidoreductase activity,10,2.732240437,0.034345432,"RRM2, ALDH5A1, BDH1, MAOA, ADH1B, SCD, CYBB, MICAL2, HSD17B6, STEAP1",2.254942756,0.794808196
MF,SH3 domain binding,7,1.912568306,0.035422697,"WIPF1, ADAM12, ELMO1, LRP2, ARHGAP6, SH3BGR, SHANK2",2.873290339,0.794808196
MF,transmembrane signaling receptor activity,9,2.459016393,0.037458922,"CLEC4A, FCGR2A, EVI2A, NPC1, CD300A, PLXNB1, TREM1, CD44, TLR2",2.364307479,0.794808196
MF,arachidonate 5-lipoxygenase activity,2,0.546448087,0.037601397,"ALOX5, ALOX5AP",52.5401662,0.794808196
MF,growth factor binding,4,1.092896175,0.03995344,"CSF1R, FLT1, KIT, KDR",5.25401662,0.794808196
MF,"ATP-dependent microtubule motor activity, plus-end-directed",3,0.819672131,0.040492412,"CENPE, KIF14, KIF11",9.271794036,0.794808196
MF,neutral amino acid transmembrane transporter activity,3,0.819672131,0.040492412,"SLC7A5, SLC1A1, SLC1A5",9.271794036,0.794808196
BP,response to cold,4,1.092896175,0.04378639,"CIRBP, DIO2, ADM, FOS",5.068855449,0.803228673
BP,gene expression,7,1.912568306,0.044086987,"NPC1, SLC1A1, KPNA4, KLHL3, TCIRG1, MLLT3, TGM2",2.724509804,0.803228673
MF,protein serine/threonine kinase activity,14,3.825136612,0.042207528,"TRIO, DAPK2, BUB1B, TTK, AURKA, SRPK1, STK10, STK17A, CHEK1, PBK, NEK2, PRKCQ, BUB1, MAP4K4",1.838905817,0.805460333
BP,ion transport,7,1.912568306,0.045370187,"SLC20A1, SLCO2A1, SLC1A1, PLP2, SLC26A4, KCNN4, STEAP1",2.705187039,0.80888657
BP,negative regulation of B cell proliferation,3,0.819672131,0.046526182,"TYROBP, CD300A, MNDA",8.60371517,0.80888657
BP,endoplasmic reticulum calcium ion homeostasis,3,0.819672131,0.046526182,"BCL2, ITPR1, PML",8.60371517,0.80888657
BP,monocyte differentiation,3,0.819672131,0.046526182,"CSF1R, JUN, VEGFA",8.60371517,0.80888657
BP,embryonic hemopoiesis,3,0.819672131,0.046526182,"KIT, KDR, PBX1",8.60371517,0.80888657
BP,mitotic chromosome condensation,3,0.819672131,0.046526182,"NUSAP1, SMC4, NCAPH",8.60371517,0.80888657
BP,spindle organization,3,0.819672131,0.046526182,"TTK, KIF11, AURKA",8.60371517,0.80888657
BP,osteoclast differentiation,4,1.092896175,0.049036808,"CSF1R, TYROBP, FOS, TCIRG1",4.843572985,0.833657605
BP,positive regulation of chemokine production,4,1.092896175,0.049036808,"EGR1, CSF1R, AIF1, TLR2",4.843572985,0.833657605
BP,negative regulation of MAPK cascade,4,1.092896175,0.049036808,"EFNA1, DUSP1, PEBP1, DUSP7",4.843572985,0.833657605
BP,cell-matrix adhesion,6,1.639344262,0.050018929,"ITGAM, ITGA4, COL5A3, FN1, HPSE, CD44",2.999460335,0.833657605
BP,response to wounding,5,1.366120219,0.050687315,"CCR1, FN1, ID3, ADM, AURKA",3.584881321,0.833657605
BP,response to muscle stretch,3,0.819672131,0.051084826,"RYR2, JUN, FOS",8.173529412,0.833657605
BP,positive regulation of macrophage chemotaxis,3,0.819672131,0.051084826,"CSF1R, C3AR1, THBS1",8.173529412,0.833657605
BP,extracellular matrix disassembly,4,1.092896175,0.051772134,"MMP14, PBXIP1, MMP9, CTSS",4.73827792,0.833657605
BP,negative regulation of MAP kinase activity,4,1.092896175,0.051772134,"CD300A, DUSP1, BMP7, DUSP7",4.73827792,0.833657605
BP,response to UV,4,1.092896175,0.051772134,"CAT, CIRBP, DTL, PML",4.73827792,0.833657605
BP,peptidyl-serine phosphorylation,8,2.18579235,0.052921281,"SLC1A1, PBK, BCL2, PRKCQ, TTK, PRKX, AURKA, SRPK1",2.36913896,0.833657605
BP,integrin-mediated signaling pathway,6,1.639344262,0.053314692,"HCK, ITGAM, ITGA4, ADAM12, FN1, ISG15",2.945416004,0.833657605
BP,cellular response to trichostatin A,2,0.546448087,0.05390568,"ACTR2, EZH2",36.32679739,0.833657605
BP,monocyte aggregation,2,0.546448087,0.05390568,"BMP7, CD44",36.32679739,0.833657605
BP,regulation of plasminogen activation,2,0.546448087,0.05390568,"PLAU, PLAUR",36.32679739,0.833657605
BP,regulation of AV node cell action potential,2,0.546448087,0.05390568,"RYR2, CXADR",36.32679739,0.833657605
BP,positive regulation of proteolysis involved in cellular protein catabolic process,2,0.546448087,0.05390568,"RGN, CTSC",36.32679739,0.833657605
BP,nucleotide catabolic process,2,0.546448087,0.05390568,"NT5E, UPP1",36.32679739,0.833657605
BP,urokinase plasminogen activator signaling pathway,2,0.546448087,0.05390568,"PLAU, PLAUR",36.32679739,0.833657605
MF,low-density lipoprotein particle binding,3,0.819672131,0.0449943,"CDH13, PLTP, THBS1",8.756694367,0.835434712
BP,positive regulation of endothelial cell proliferation,5,1.366120219,0.05480993,"JUN, KDR, CDH13, PGF, VEGFA",3.492961287,0.836134845
BP,potassium ion transport,5,1.366120219,0.05480993,"KCNJ15, KCNJ16, KCNAB1, ATP1B1, KCNN4",3.492961287,0.836134845
BP,male gonad development,6,1.639344262,0.055008871,"MMP14, CITED2, KIT, BCL2, LRP2, NUPR1",2.919117647,0.836134845
BP,response to ethanol,6,1.639344262,0.056733914,"ACTR2, CAT, ABAT, FOS, TYMS, FGFR2",2.893284748,0.857455739
BP,thymus development,4,1.092896175,0.057458865,"CCNB2, CITED2, BCL2, PBX1",4.540849673,0.8635061
BP,hematopoietic progenitor cell differentiation,5,1.366120219,0.059108407,"CSF1R, FLT1, CITED2, KIT, KDR",3.405637255,0.883305408
BP,positive regulation of cell division,4,1.092896175,0.060408477,"CAT, FGFR2, PGF, VEGFA",4.448179272,0.891216487
BP,response to fatty acid,3,0.819672131,0.060652585,"SCD, CAT, TLR2",7.430481283,0.891216487
BP,extracellular matrix organization,8,2.18579235,0.060859174,"MMP14, COL5A1, ITGA4, COL14A1, COL5A3, TNFRSF11B, TGFBI, MMP9",2.294324045,0.891216487
BP,neural tube closure,5,1.366120219,0.061323148,"CITED2, TWIST1, ADM, LRP2, SPINT2",3.363592351,0.891216487
BP,negative regulation of tumor necrosis factor production,5,1.366120219,0.061323148,"CLEC4A, ARG2, ELF4, ACP5, TWIST1",3.363592351,0.891216487
BP,positive regulation of ERK1 and ERK2 cascade,9,2.459016393,0.061648058,"CCR1, CCL13, CSF1R, JUN, SHC1, KDR, CD44, FGFR2, VEGFA",2.132225064,0.891216487
MF,GTPase activator activity,11,3.005464481,0.049913093,"RGS5, STARD13, SEC23A, JUN, TBC1D4, RGS16, PLXNB1, IQGAP2, ECT2, ARHGAP6, RAP1GAP",1.999798714,0.902376184
MF,protein domain specific binding,10,2.732240437,0.051891376,"CCNA2, EHD2, CITED2, CHEK1, PLAUR, XPA, ITPR1, ID3, TWIST1, KCNAB1",2.08492723,0.914086546
BP,actin cytoskeleton organization,9,2.459016393,0.064120469,"EHD2, STARD13, CXADR, TYROBP, SHC1, KIT, ELMO1, WASF3, PDLIM7",2.113843813,0.921948359
BP,positive regulation of monocyte chemotaxis,3,0.819672131,0.06564776,"CCR1, SERPINE1, AIF1",7.10741688,0.930720578
BP,regulation of mitotic nuclear division,3,0.819672131,0.06564776,"NEK2, MKI67, OBSL1",7.10741688,0.930720578
BP,actin filament organization,7,1.912568306,0.065780251,"MARCKS, MYO5C, BCL2, ELMO1, LMOD1, SORBS2, ARHGAP6",2.460847565,0.930720578
MF,cytoskeletal adaptor activity,3,0.819672131,0.054514144,"SORBS2, ANK3, OBSL1",7.881024931,0.931264988
MF,thyroxine 5'-deiodinase activity,2,0.546448087,0.055869971,"DIO1, DIO2",35.02677747,0.931264988
MF,ion channel binding,7,1.912568306,0.056933231,"RYR2, FHL1, KCNAB1, ANK3, GPD1L, SNTA1, S100A10",2.554035857,0.931264988
BP,outflow tract morphogenesis,4,1.092896175,0.06651543,"JUN, CITED2, TBX3, VEGFA",4.273740869,0.936143094
BP,kidney development,6,1.639344262,0.067730733,"CENPF, PAX8, RGN, LRP2, ASS1, VEGFA",2.747404844,0.945787959
BP,axon guidance,8,2.18579235,0.067911842,"EPHB6, EFNA1, CSF1R, TRIO, EDN3, PRKCQ, SLIT3, BMP7",2.235495224,0.945787959
BP,negative regulation of gene expression,11,3.005464481,0.069290694,"CCR1, SLC7A5, DNMT1, CITED2, KDR, ID3, SLIT3, CRYAB, AIF1, AURKA, VEGFA",1.878972279,0.956825746
BP,cellular response to low-density lipoprotein particle stimulus,3,0.819672131,0.070774843,"FCER1G, NPC1, CD9",6.81127451,0.956825746
BP,regulation of macrophage migration,2,0.546448087,0.071222368,"CSF1R, CD9",27.24509804,0.956825746
BP,cellular response to bisphenol A,2,0.546448087,0.071222368,"DNMT1, SLC1A1",27.24509804,0.956825746
BP,dopamine secretion,2,0.546448087,0.071222368,"KPNA4, TGM2",27.24509804,0.956825746
BP,regulation of fibrinolysis,2,0.546448087,0.071222368,"PLAU, PLAUR",27.24509804,0.956825746
BP,positive regulation of microglial cell mediated cytotoxicity,2,0.546448087,0.071222368,"ITGAM, TYROBP",27.24509804,0.956825746
MF,"binding, bridging",8,2.18579235,0.060501744,"MAGI1, TYROBP, WWC1, RRAGD, BCL2, MLLT3, LTBP1, PML",2.296837867,0.966620892
BP,response to peptide hormone,4,1.092896175,0.07289259,"BTG2, IRS1, TIMP1, BMP7",4.112467629,0.974343169
BP,endocytosis,8,2.18579235,0.073910381,"EHD2, CD163, NPC1, LRP2, RAB17, PLA2R1, LRP1B, ATP9A",2.190560646,0.97892943
BP,cardiac muscle cell development,3,0.819672131,0.076027365,"CXADR, SGCD, VEGFA",6.538823529,0.97892943
BP,mitotic cell cycle phase transition,3,0.819672131,0.076027365,"CCNA2, CCNB2, CKS2",6.538823529,0.97892943
BP,superoxide anion generation,3,0.819672131,0.076027365,"NCF4, CYBB, ACP5",6.538823529,0.97892943
BP,cell aging,3,0.819672131,0.076027365,"CITED2, BCL2, TBX3",6.538823529,0.97892943
BP,response to cadmium ion,3,0.819672131,0.076027365,"NPC1, KIT, CAT",6.538823529,0.97892943
BP,negative regulation of cell adhesion,4,1.092896175,0.076179847,"DUSP1, CDH13, PLXNB1, TGFBI",4.036310821,0.97892943
BP,release of sequestered calcium ion into cytosol,4,1.092896175,0.076179847,"RYR2, PLCB4, ITPR1, PLCH1",4.036310821,0.97892943
MF,phosphotyrosine binding,4,1.092896175,0.062705654,"HCK, SHC1, IRS1, SAMSN1",4.378347184,0.979063287
MF,cargo receptor activity,3,0.819672131,0.069964518,"ITGAM, LRP2, HMMR",6.853065157,0.988489209
MF,fatty acid amide hydrolase activity,2,0.546448087,0.073792709,"FAAH, ASAH1",26.2700831,0.988489209
MF,protein C-terminus binding,8,2.18579235,0.073946345,"MAGI1, CENPF, EFHC1, FN1, MKI67, ATP1B1, SHANK2, MAD2L1",2.189173592,0.988489209
MF,coreceptor activity,4,1.092896175,0.075891268,"CD86, ITGA4, KDR, IL1RAP",4.041551247,0.988489209
MF,actin filament binding,9,2.459016393,0.077130272,"ACTR2, MARCKS, ABLIM1, NEBL, ARPC1B, MYO5C, IQGAP2, ADD3, AIF1",2.02944848,0.988489209
MF,hyaluronic acid binding,3,0.819672131,0.080957722,"VCAN, HMMR, CD44",6.304819945,0.988489209
MF,laminin binding,3,0.819672131,0.080957722,"LGALS1, THBS1, CTSS",6.304819945,0.988489209
MF,phosphatidylinositol phospholipase C activity,3,0.819672131,0.086641082,"CCR1, PLCB4, PLCH1",6.06232687,0.988489209
MF,histone methyltransferase activity (H3-K27 specific),2,0.546448087,0.091376141,"EZH1, EZH2",21.01606648,0.988489209
MF,channel activity,3,0.819672131,0.092440059,"BCL2A1, BCL2, STEAP1",5.837796245,0.988489209
BP,positive regulation of epithelial to mesenchymal transition,4,1.092896175,0.079531417,"TWIST1, BMP7, LOXL2, EZH2",3.962923351,0.992167102
BP,microtubule-based movement,5,1.366120219,0.080581474,"CENPE, KIF14, KIF23, KIF2C, KIF11",3.061246971,0.992167102
BP,phospholipid translocation,3,0.819672131,0.081399048,"TMEM30B, KCNN4, ATP9A",6.287330317,0.992167102
BP,Arp2/3 complex-mediated actin nucleation,3,0.819672131,0.081399048,"ACTR2, ARPC1B, IQGAP2",6.287330317,0.992167102
BP,response to muscle activity,3,0.819672131,0.081399048,"RYR2, SLC7A5, PPARGC1A",6.287330317,0.992167102
BP,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,4,1.092896175,0.08294617,"THBS1, CRYAB, CD44, VEGFA",3.892156863,0.992167102
BP,regulation of protein phosphorylation,4,1.092896175,0.08294617,"SLC1A1, FN1, PML, EZH2",3.892156863,0.992167102
BP,positive regulation of fibroblast proliferation,4,1.092896175,0.08294617,"CCNA2, JUN, FN1, PML",3.892156863,0.992167102
BP,protein localization to plasma membrane,7,1.912568306,0.083171205,"EHD2, SEC23A, DPP6, CDH1, ANK3, ATP1B1, S100A10",2.311705288,0.992167102
BP,calcium ion transport,5,1.366120219,0.083176924,"CCR1, RYR2, ITPR1, KCNN4, BSPRY",3.027233115,0.992167102
BP,regulation of GTPase activity,5,1.366120219,0.085813064,"NTRK2, PLXNB1, IQGAP2, ARHGAP6, RAP1GAP",2.993966817,0.992167102
BP,B cell differentiation,5,1.366120219,0.085813064,"HHEX, ITGA4, KIT, TCIRG1, EZH2",2.993966817,0.992167102
BP,osteoblast differentiation,6,1.639344262,0.086279179,"HIRA, VCAN, IGFBP5, CAT, SPP1, TWIST1",2.554227941,0.992167102
BP,positive regulation of release of cytochrome c from mitochondria,3,0.819672131,0.086883799,"MLLT11, PLAUR, MMP9",6.054466231,0.992167102
BP,Rac protein signal transduction,3,0.819672131,0.086883799,"ELMO1, CDH13, AIF1",6.054466231,0.992167102
BP,cholesterol storage,2,0.546448087,0.088222976,"NPC1, SOAT1",21.79607843,0.992167102
BP,androgen catabolic process,2,0.546448087,0.088222976,"SPP1, HSD17B6",21.79607843,0.992167102
BP,positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway,2,0.546448087,0.088222976,"KDR, VEGFA",21.79607843,0.992167102
BP,tryptophan catabolic process to kynurenine,2,0.546448087,0.088222976,"TDO2, KYNU",21.79607843,0.992167102
BP,positive regulation of homotypic cell-cell adhesion,2,0.546448087,0.088222976,"PLAUR, ANK3",21.79607843,0.992167102
BP,"meiotic sister chromatid cohesion, centromeric",2,0.546448087,0.088222976,"BUB1B, BUB1",21.79607843,0.992167102
BP,folic acid import into cell,2,0.546448087,0.088222976,"LRP2, FOLR1",21.79607843,0.992167102
BP,positive regulation of smooth muscle cell proliferation,4,1.092896175,0.08996058,"CDH13, THBS1, AIF1, FGFR2",3.757944557,0.992167102
BP,regulation of protein stability,5,1.366120219,0.091205878,"CTSA, BCL2, NDC80, TBX3, AURKA",2.929580434,0.992167102
BP,cellular response to calcium ion,5,1.366120219,0.091205878,"JUN, ALOX5AP, FOSB, FOS, ECT2",2.929580434,0.992167102
BP,DNA replication initiation,3,0.819672131,0.092475709,"MCM4, MCM5, MCM6",5.838235294,0.992167102
BP,negative regulation of intrinsic apoptotic signaling pathway,3,0.819672131,0.092475709,"PLAUR, BCL2, MMP9",5.838235294,0.992167102
BP,protein homotetramerization,4,1.092896175,0.097213603,"TDO2, SHMT2, TK1, SAMHD1",3.632679739,0.992167102
BP,response to glucocorticoid,4,1.092896175,0.097213603,"BCL2, ADM, TYMS, AIF1",3.632679739,0.992167102
BP,substrate adhesion-dependent cell spreading,4,1.092896175,0.097213603,"EFNA1, ITGA4, KIF14, FN1",3.632679739,0.992167102
BP,positive regulation of G2/M transition of mitotic cell cycle,3,0.819672131,0.098169047,"DTL, PBX1, CDC25B",5.636916836,0.992167102
BP,complement activation,3,0.819672131,0.098169047,"C1QB, C1QA, C7",5.636916836,0.992167102
BP,cholesterol efflux,3,0.819672131,0.098169047,"NPC1, SOAT1, APOC1",5.636916836,0.992167102
BP,skeletal system development,6,1.639344262,0.099975695,"MMP14, VCAN, TNFRSF11B, MMP9, BMP7, TBX3",2.439859526,0.992167102
