GeneID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Description
219927	4.62E-01	2.82E-01	0.2846	1.074849	0.3058669	200.01	MRPL21	mitochondrial ribosomal protein L21
100505854	4.62E-01	2.83E-01	0.26	-1.074664	-0.2793744	505.21	APTR	Alu-mediated CDKN1A/p21 transcriptional regulator
90353	4.62E-01	2.83E-01	0.4292	1.074679	0.461232	56.02	CTU1	cytosolic thiouridylase subunit 1
26009	4.62E-01	2.83E-01	0.222	-1.074528	-0.2385919	3704.87	ZZZ3	zinc finger ZZ-type containing 3
107984316	4.62E-01	2.83E-01	0.3684	1.074531	0.3958686	192.5	LOC107984316	replaced by ID 374383
105371942	4.62E-01	2.83E-01	0.194	1.074377	0.2084665	149.46	LOC105371942	uncharacterized LOC105371942
9837	4.62E-01	2.83E-01	0.4976	1.074366	0.5345639	141.11	GINS1	GINS complex subunit 1
106631777	4.62E-01	2.83E-01	0.3651	1.074365	0.3922355	2734.59	RNA45SN1	"RNA, 45S pre-ribosomal N1"
7514	4.62E-01	2.83E-01	0.1591	-1.07404	-0.1708406	9098.22	XPO1	exportin 1
677818	4.62E-01	2.83E-01	0.5253	-1.073799	-0.5640597	14.92	SNORA36B	"small nucleolar RNA, H/ACA box 36B"
441124	4.62E-01	2.83E-01	0.2148	-1.07378	-0.230692	376.9	GTF2IP20	general transcription factor IIi pseudogene 20
439994	4.62E-01	2.83E-01	0.2162	-1.07372	-0.2321036	385.49	LINC00863	long intergenic non-protein coding RNA 863
9416	4.62E-01	2.83E-01	0.1689	1.073737	0.1813358	1728.49	DDX23	DEAD-box helicase 23
100306951	4.62E-01	2.83E-01	0.285	1.073784	0.306048	60.49	PITPNA-AS1	PITPNA antisense RNA 1
7739	4.62E-01	2.83E-01	0.3626	-1.073733	-0.3893499	1713.78	ZNF185	zinc finger protein 185 with LIM domain
51257	4.62E-01	2.83E-01	0.3211	1.073666	0.3447358	721.23	MARCHF2	membrane associated ring-CH-type finger 2
8913	4.62E-01	2.83E-01	0.652	-1.073518	-0.6999183	24.02	CACNA1G	calcium voltage-gated channel subunit alpha1 G
102724740	4.62E-01	2.83E-01	0.6953	-1.073511	-0.7464644	75.62	LINC02940	long intergenic non-protein coding RNA 2940
81847	4.62E-01	2.83E-01	0.2287	1.073117	0.2454559	3084.4	RNF146	ring finger protein 146
64077	4.62E-01	2.83E-01	0.2307	-1.073228	-0.2475966	678.11	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
7699	4.62E-01	2.83E-01	0.1852	-1.073127	-0.1987544	1209.16	ZNF140	zinc finger protein 140
56659	4.62E-01	2.83E-01	0.5739	1.073235	0.6158768	140.43	KCNK13	potassium two pore domain channel subfamily K member 13
8120	4.62E-01	2.83E-01	0.471	1.073144	0.5054797	159.86	AP3B2	adaptor related protein complex 3 subunit beta 2
101929894	4.62E-01	2.83E-01	0.362	-1.073302	-0.3885618	61.46	LOC101929894	uncharacterized LOC101929894
105375211	4.63E-01	2.84E-01	0.2877	-1.072222	-0.3084713	61.99	LOC105375211	uncharacterized LOC105375211
2073	4.63E-01	2.84E-01	0.1514	1.072219	0.1623602	825.02	ERCC5	"ERCC excision repair 5, endonuclease"
359	4.63E-01	2.84E-01	0.7187	1.07208	0.7704983	12.95	AQP2	aquaporin 2
51633	4.63E-01	2.84E-01	0.2315	1.071747	0.2480712	515.77	OTUD6B	OTU deubiquitinase 6B
64400	4.63E-01	2.84E-01	0.1269	1.07161	0.1359848	1548.7	AKTIP	AKT interacting protein
9394	4.64E-01	2.84E-01	0.2632	-1.070922	-0.2818985	810.4	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
28740	4.64E-01	2.84E-01	1.064	-1.070802	-1.1393695	20.15	TRAJ15	T cell receptor alpha joining 15
22905	4.64E-01	2.84E-01	0.2346	1.070799	0.251213	1019.77	EPN2	epsin 2
7226	4.64E-01	2.84E-01	0.7534	1.070814	0.8067629	162.12	TRPM2	transient receptor potential cation channel subfamily M member 2
26286	4.64E-01	2.84E-01	0.1795	-1.070944	-0.1922835	2810.09	ARFGAP3	ADP ribosylation factor GTPase activating protein 3
102724416	4.64E-01	2.84E-01	0.4381	-1.070732	-0.4691344	101.04	LOC102724416	uncharacterized LOC102724416
221143	4.64E-01	2.84E-01	0.1751	1.070535	0.1874541	185.14	EEF1AKMT1	EEF1A lysine methyltransferase 1
100130449	4.64E-01	2.84E-01	0.5706	-1.070419	-0.6107653	19.72	GPC1-AS1	GPC1 antisense RNA 1
146845	4.64E-01	2.85E-01	0.5994	-1.070261	-0.6414731	33.46	CFAP52	cilia and flagella associated protein 52
6079	4.64E-01	2.85E-01	0.4313	1.070094	0.4615088	28.06	SNORD15A	"small nucleolar RNA, C/D box 15A"
23329	4.64E-01	2.85E-01	0.226	-1.069835	-0.2417468	123	TBC1D30	TBC1 domain family member 30
112268144	4.64E-01	2.85E-01	0.237	-1.069848	-0.2535727	77.77	LOC112268144	
339789	4.64E-01	2.85E-01	0.8217	-1.069608	-0.8788476	21.38	LINC00299	long intergenic non-protein coding RNA 299
644285	4.64E-01	2.85E-01	0.2567	-1.069619	-0.2746146	529.48	LOC644285	uncharacterized LOC644285
9639	4.64E-01	2.85E-01	0.3165	-1.069538	-0.3385027	1123.68	ARHGEF10	Rho guanine nucleotide exchange factor 10
105372318	4.64E-01	2.85E-01	0.4459	-1.06929	-0.4767549	142.67	LOC105372318	uncharacterized LOC105372318
27429	4.64E-01	2.85E-01	0.1735	1.069171	0.1855071	480.46	HTRA2	HtrA serine peptidase 2
8497	4.65E-01	2.85E-01	0.4896	1.069006	0.5234256	58.14	PPFIA4	PTPRF interacting protein alpha 4
60682	4.65E-01	2.85E-01	0.1161	1.068771	0.1241326	602.63	SMAP1	small ArfGAP 1
7498	4.65E-01	2.85E-01	0.9141	1.068722	0.976874	129.86	XDH	xanthine dehydrogenase
51719	4.65E-01	2.85E-01	0.1534	-1.06853	-0.1639461	4039.9	CAB39	calcium binding protein 39
105372106	4.65E-01	2.85E-01	0.331	-1.068454	-0.3536823	84.58	LOC105372106	uncharacterized LOC105372106
105376886	4.65E-01	2.85E-01	0.6377	1.068379	0.6812753	11.58	LOC105376886	
22992	4.65E-01	2.85E-01	0.1743	1.068228	0.1861411	5223.57	KDM2A	lysine demethylase 2A
91942	4.65E-01	2.85E-01	0.2974	-1.068173	-0.3177232	46.64	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2
59342	4.65E-01	2.86E-01	0.2346	-1.067792	-0.2505032	3346.77	SCPEP1	serine carboxypeptidase 1
22835	4.65E-01	2.86E-01	0.2191	-1.067386	-0.2338522	989.01	ZFP30	ZFP30 zinc finger protein
84811	4.66E-01	2.86E-01	0.141	1.066951	0.1504054	484.65	BUD13	BUD13 homolog
11001	4.66E-01	2.86E-01	0.5804	1.066895	0.6192306	201.16	SLC27A2	solute carrier family 27 member 2
407017	4.66E-01	2.86E-01	0.6225	-1.066652	-0.6639914	9.77	MIR26B	microRNA 26b
57415	4.66E-01	2.86E-01	0.3157	-1.066577	-0.3367455	131.57	C3orf14	chromosome 3 open reading frame 14
10040	4.66E-01	2.86E-01	0.3426	-1.066614	-0.3654288	1573.21	TOM1L1	target of myb1 like 1 membrane trafficking protein
9230	4.66E-01	2.86E-01	0.2753	1.066498	0.2935608	1539.72	RAB11B	"RAB11B, member RAS oncogene family"
343099	4.66E-01	2.86E-01	0.2839	-1.06599	-0.3026819	592.12	CCDC18	coiled-coil domain containing 18
105378948	4.66E-01	2.86E-01	0.3845	1.065941	0.4098668	22.66	LOC105378948	uncharacterized LOC105378948
8805	4.66E-01	2.87E-01	0.1551	1.065794	0.1653221	1024.09	TRIM24	tripartite motif containing 24
649395	4.66E-01	2.87E-01	0.5	1.065641	0.5328512	14.43	YWHAEP1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 1
4709	4.66E-01	2.87E-01	0.2056	1.065468	0.2190738	677.52	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3
107986526	4.66E-01	2.87E-01	0.7387	-1.065438	-0.7870699	65.49	LOC107986526	
390037	4.67E-01	2.87E-01	0.4671	1.065309	0.4975739	16.8	OR52I1	olfactory receptor family 52 subfamily I member 1
65108	4.67E-01	2.87E-01	0.2723	-1.065212	-0.2900626	2204.28	MARCKSL1	MARCKS like 1
1602	4.67E-01	2.87E-01	0.5883	-1.065101	-0.6265811	18.1	DACH1	dachshund family transcription factor 1
64422	4.67E-01	2.87E-01	0.1285	1.064976	0.1368389	1122.56	ATG3	autophagy related 3
25978	4.67E-01	2.87E-01	0.2208	1.064682	0.235076	1629.03	CHMP2B	charged multivesicular body protein 2B
105374339	4.67E-01	2.87E-01	0.7898	-1.064655	-0.8408803	11.08	LOC105374339	uncharacterized LOC105374339
390067	4.67E-01	2.87E-01	0.5035	-1.064731	-0.5361272	25.46	OR52H1	olfactory receptor family 52 subfamily H member 1
389197	4.67E-01	2.87E-01	1.0954	1.064163	1.1657321	20.1	C4orf50	chromosome 4 open reading frame 50
102723897	4.67E-01	2.87E-01	0.1634	1.06397	0.1738015	258.31	WASH9P	"WAS protein family homolog 9, pseudogene"
1629	4.67E-01	2.87E-01	0.1858	-1.063959	-0.1976469	2052.48	DBT	dihydrolipoamide branched chain transacylase E2
503645	4.67E-01	2.87E-01	0.3545	1.064043	0.3771897	38	DPRXP4	divergent-paired related homeobox pseudogene 4
28732	4.67E-01	2.87E-01	1.193	-1.063894	-1.2691869	24.3	TRAJ23	T cell receptor alpha joining 23
10714	4.67E-01	2.88E-01	0.1439	1.063604	0.1531034	745.41	POLD3	"DNA polymerase delta 3, accessory subunit"
10109	4.68E-01	2.88E-01	0.4021	1.063371	0.4275939	4874.22	ARPC2	actin related protein 2/3 complex subunit 2
100507410	4.68E-01	2.88E-01	0.5981	-1.063275	-0.635935	15.36	C1QTNF1-AS1	C1QTNF1 antisense RNA 1
112268218	4.68E-01	2.88E-01	0.3465	1.063221	0.3684045	91.89	LOC112268218	uncharacterized LOC112268218
653483	4.68E-01	2.88E-01	0.5302	1.063071	0.5636184	56.12	AFDN-DT	AFDN divergent transcript
79729	4.68E-01	2.88E-01	0.3199	-1.06299	-0.3400017	850	SH3D21	SH3 domain containing 21
106635539	4.68E-01	2.88E-01	0.6602	1.062979	0.7017317	11.21	SNORA105A	"small nucleolar RNA, H/ACA box 105A"
342618	4.68E-01	2.88E-01	0.8823	-1.062807	-0.9377653	27.41	SLFN14	schlafen family member 14
29090	4.68E-01	2.88E-01	0.1903	-1.062773	-0.2021956	293.89	TIMM21	translocase of inner mitochondrial membrane 21
105371816	4.68E-01	2.88E-01	0.7006	-1.062399	-0.7443396	50.73	LOC105371816	
9770	4.68E-01	2.88E-01	0.8723	-1.062379	-0.9267351	2098.54	RASSF2	Ras association domain family member 2
1953	4.68E-01	2.88E-01	0.4075	-1.062304	-0.4329255	416.25	MEGF6	multiple EGF like domains 6
93081	4.68E-01	2.88E-01	0.2531	1.062256	0.2688393	120.23	TEX30	testis expressed 30
401014	4.68E-01	2.88E-01	0.7081	-1.062109	-0.7520811	31.25	TEX41	testis expressed 41
55033	4.68E-01	2.88E-01	0.2366	1.062103	0.2512508	573.14	FKBP14	FKBP prolyl isomerase 14
847	4.68E-01	2.88E-01	0.4136	1.062022	0.4392866	3994.01	CAT	catalase
105375044	4.68E-01	2.88E-01	0.3001	-1.061963	-0.3186499	49.95	LOC105375044	uncharacterized LOC105375044
107987362	4.68E-01	2.89E-01	1.1451	-1.061282	-1.2152634	19.07	LOC107987362	
101927849	4.68E-01	2.89E-01	0.6344	-1.061345	-0.6733612	16.84	LINC02355	long intergenic non-protein coding RNA 2355
114787	4.68E-01	2.89E-01	0.9957	1.061405	1.0568398	33.48	GPRIN1	G protein regulated inducer of neurite outgrowth 1
64599	4.68E-01	2.89E-01	0.1207	1.061333	0.128078	2099.82	GIGYF1	GRB10 interacting GYF protein 1
25911	4.68E-01	2.88E-01	0.2522	-1.061463	-0.2676757	378.34	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)
113540	4.68E-01	2.89E-01	0.2259	-1.061303	-0.2397194	64.91	CMTM1	CKLF like MARVEL transmembrane domain containing 1
6907	4.68E-01	2.89E-01	0.2595	-1.061306	-0.2754446	1797.42	TBL1X	transducin beta like 1 X-linked
100422995	4.69E-01	2.89E-01	0.2872	-1.061018	-0.3047681	54.63	MIR3175	microRNA 3175
6844	4.69E-01	2.89E-01	0.1969	1.06075	0.2088757	1365.35	VAMP2	vesicle associated membrane protein 2
407025	4.69E-01	2.89E-01	0.467	-1.060698	-0.4953409	26.22	MIR29B2	microRNA 29b-2
102723824	4.69E-01	2.89E-01	0.5678	-1.060587	-0.602221	60.23	EML4-AS1	EML4 antisense RNA 1
100287238	4.69E-01	2.89E-01	0.8373	-1.060219	-0.8877226	13.85	USP17L13	ubiquitin specific peptidase 17 like family member 13
100996598	4.69E-01	2.89E-01	0.6044	1.060302	0.6407971	53.95	LOC100996598	uncharacterized LOC100996598
105373283	4.69E-01	2.89E-01	0.4127	1.060217	0.437527	35.46	LOC105373283	
147906	4.69E-01	2.89E-01	0.4879	-1.060138	-0.5171963	68.27	DACT3	dishevelled binding antagonist of beta catenin 3
57538	4.69E-01	2.89E-01	0.3384	1.059865	0.3586677	932.7	ALPK3	alpha kinase 3
195827	4.69E-01	2.89E-01	0.2093	-1.059696	-0.2217805	636.19	PRXL2C	peroxiredoxin like 2C
9943	4.69E-01	2.89E-01	0.1123	1.059466	0.1190009	2067.97	OXSR1	oxidative stress responsive kinase 1
84850	4.69E-01	2.89E-01	0.3761	-1.059489	-0.3984273	42.28	GLIS3-AS1	GLIS3 antisense RNA 1
6876	4.69E-01	2.89E-01	0.3529	-1.059506	-0.373884	1865.22	TAGLN	transgelin
55573	4.69E-01	2.89E-01	0.2465	1.059362	0.2611684	8421.76	CDV3	CDV3 homolog
8532	4.69E-01	2.89E-01	0.5682	1.059285	0.6018474	224.68	CPZ	carboxypeptidase Z
107986696	4.69E-01	2.89E-01	0.3712	1.059312	0.3931952	46.01	LOC107986696	
114827	4.70E-01	2.90E-01	0.4376	-1.058919	-0.4633347	162.72	FHAD1	forkhead associated phosphopeptide binding domain 1
3781	4.70E-01	2.90E-01	0.4561	-1.058867	-0.4829312	17.82	KCNN2	potassium calcium-activated channel subfamily N member 2
100528007	4.70E-01	2.90E-01	0.2691	-1.058811	-0.2848815	417.6	BORCS7-ASMT	BORCS7-ASMT readthrough (NMD candidate)
1540	4.70E-01	2.90E-01	0.2462	-1.058593	-0.2605879	5218.39	CYLD	CYLD lysine 63 deubiquitinase
378938	4.70E-01	2.90E-01	0.2305	1.058399	0.2439651	316531.45	MALAT1	metastasis associated lung adenocarcinoma transcript 1
145853	4.70E-01	2.90E-01	0.2818	-1.058021	-0.2981865	108.73	C15orf61	chromosome 15 open reading frame 61
55837	4.70E-01	2.90E-01	0.1771	1.057941	0.1873619	1287.03	EAPP	E2F associated phosphoprotein
55683	4.70E-01	2.90E-01	0.1471	-1.057645	-0.155626	3090.42	KANSL3	KAT8 regulatory NSL complex subunit 3
201798	4.70E-01	2.90E-01	0.4023	-1.057714	-0.4254892	49.83	TIGD4	tigger transposable element derived 4
345643	4.70E-01	2.90E-01	0.5121	1.057679	0.5416628	51.58	MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein
101928483	4.70E-01	2.90E-01	0.4313	1.057691	0.4561457	26.96	NALT1	NOTCH1 associated lncRNA in T cell acute lymphoblastic leukemia 1
10078	4.70E-01	2.90E-01	0.2098	1.057719	0.2219377	471.97	TSSC4	tumor suppressing subtransferable candidate 4
56137	4.70E-01	2.90E-01	0.511	1.057592	0.5404798	138.62	PCDHA12	protocadherin alpha 12
107986855	4.70E-01	2.90E-01	1.0137	1.057245	1.0717131	33.24	LOC107986855	uncharacterized LOC107986855
23246	4.71E-01	2.91E-01	0.1798	1.05686	0.1900467	401.63	BOP1	BOP1 ribosomal biogenesis factor
79867	4.71E-01	2.91E-01	0.309	-1.056806	-0.3265562	934.23	TCTN2	tectonic family member 2
5982	4.71E-01	2.91E-01	0.284	1.056753	0.300149	484.95	RFC2	replication factor C subunit 2
118471	4.71E-01	2.91E-01	0.4299	-1.056547	-0.4541815	21.95	PRAP1	proline rich acidic protein 1
83759	4.71E-01	2.91E-01	0.1526	-1.056667	-0.1612866	673.38	RBM4B	RNA binding motif protein 4B
91893	4.71E-01	2.91E-01	0.231	1.056529	0.2440305	185.78	FDXACB1	ferredoxin-fold anticodon binding domain containing 1
51026	4.71E-01	2.91E-01	0.1749	1.056441	0.1847755	1261.37	GOLT1B	golgi transport 1B
5864	4.71E-01	2.91E-01	0.3403	1.056414	0.3594541	27.81	RAB3A	"RAB3A, member RAS oncogene family"
55655	4.71E-01	2.91E-01	1.0584	1.056381	1.1180676	336.85	NLRP2	NLR family pyrin domain containing 2
100423025	4.71E-01	2.91E-01	1.1233	1.056582	1.1868397	12.83	MIR3198-1	microRNA 3198-1
23151	4.71E-01	2.91E-01	0.2319	1.056378	0.2450178	1396.49	GRAMD4	GRAM domain containing 4
4000	4.71E-01	2.91E-01	0.3639	1.056225	0.3843795	6314.24	LMNA	lamin A/C
146722	4.71E-01	2.91E-01	0.8437	1.056116	0.891029	51.51	CD300LF	CD300 molecule like family member f
407013	4.71E-01	2.91E-01	1.0354	-1.056132	-1.0935246	10.52	MIR24-2	microRNA 24-2
10535	4.71E-01	2.91E-01	0.2967	1.055708	0.3132519	197.07	RNASEH2A	ribonuclease H2 subunit A
375323	4.71E-01	2.91E-01	0.504	-1.055651	-0.532024	22.76	LHFPL4	LHFPL tetraspan subfamily member 4
10166	4.71E-01	2.91E-01	0.2897	-1.055301	-0.3057424	801.49	SLC25A15	solute carrier family 25 member 15
105370052	4.71E-01	2.91E-01	0.5012	-1.055142	-0.5288741	25.99	LOC105370052	uncharacterized LOC105370052
730971	4.71E-01	2.91E-01	0.5229	-1.054916	-0.5515813	20.47	LINC02447	long intergenic non-protein coding RNA 2447
1435	4.72E-01	2.92E-01	0.4203	1.054593	0.4432214	778.11	CSF1	colony stimulating factor 1
27332	4.72E-01	2.92E-01	0.2425	-1.054737	-0.2557857	6412.73	ZNF638	zinc finger protein 638
105369914	4.72E-01	2.92E-01	0.3874	1.054701	0.4085929	189.97	LOC105369914	uncharacterized LOC105369914
125113	4.72E-01	2.92E-01	0.6095	-1.054674	-0.6428212	27.25	KRT222	keratin 222
254158	4.72E-01	2.92E-01	0.6032	-1.054607	-0.6361738	10.38	CXorf58	chromosome X open reading frame 58
109136579	4.72E-01	2.92E-01	0.2304	1.0545	0.2429263	314853.02	TALAM1	"TALAM1 transcript, MALAT1 antisense RNA"
81543	4.72E-01	2.92E-01	0.8276	-1.05441	-0.8726185	60.59	LRRC3	leucine rich repeat containing 3
101929718	4.72E-01	2.92E-01	0.2333	1.054292	0.2459932	149.16	LOC101929718	uncharacterized LOC101929718
692111	4.72E-01	2.92E-01	0.355	-1.053867	-0.3741161	45.28	SNORD71	"small nucleolar RNA, C/D box 71"
283981	4.72E-01	2.92E-01	0.2929	-1.053612	-0.3085581	86.87	LINC00685	long intergenic non-protein coding RNA 685
1544	4.72E-01	2.92E-01	0.9149	-1.053471	-0.9638626	78.02	CYP1A2	cytochrome P450 family 1 subfamily A member 2
100874044	4.72E-01	2.92E-01	0.7955	-1.053269	-0.837869	15.36	HHATL-AS1	HHATL antisense RNA 1
2631	4.72E-01	2.92E-01	0.3081	-1.05326	-0.3245278	2564.54	NIPSNAP2	nipsnap homolog 2
10500	4.72E-01	2.92E-01	0.2937	-1.053151	-0.3093557	166.14	SEMA6C	semaphorin 6C
101928156	4.72E-01	2.92E-01	0.6796	1.053025	0.7156446	12.17	LOC101928156	uncharacterized LOC101928156
105375361	4.72E-01	2.92E-01	0.3528	-1.053023	-0.37155	82.25	LOC105375361	
146059	4.72E-01	2.92E-01	0.1209	1.053013	0.1272656	504.45	CDAN1	codanin 1
6286	4.73E-01	2.93E-01	0.6217	-1.052594	-0.654383	10.59	S100P	S100 calcium binding protein P
115265	4.73E-01	2.93E-01	0.6499	-1.052422	-0.6840065	82.04	DDIT4L	DNA damage inducible transcript 4 like
102723704	4.73E-01	2.93E-01	0.209	1.052344	0.2199314	503.81	LOC102723704	uncharacterized LOC102723704
100507463	4.73E-01	2.93E-01	0.6436	1.052467	0.6773735	619.77	PSMB8-AS1	PSMB8 antisense RNA 1 (head to head)
23607	4.73E-01	2.93E-01	0.1775	1.052429	0.1868419	2131.95	CD2AP	CD2 associated protein
7975	4.73E-01	2.93E-01	0.2711	1.052601	0.2853937	458.19	MAFK	MAF bZIP transcription factor K
84867	4.73E-01	2.93E-01	0.4104	-1.052366	-0.4318699	33.43	PTPN5	protein tyrosine phosphatase non-receptor type 5
101928847	4.73E-01	2.93E-01	0.8504	-1.052488	-0.894992	30.26	LOC101928847	uncharacterized LOC101928847
54567	4.73E-01	2.93E-01	0.3064	-1.052254	-0.3224318	344.93	DLL4	delta like canonical Notch ligand 4
84636	4.73E-01	2.93E-01	1.2882	-1.051881	-1.3550378	613.97	GPR174	G protein-coupled receptor 174
101928767	4.73E-01	2.93E-01	0.828	-1.051752	-0.8708249	23.43	LINC02328	long intergenic non-protein coding RNA 2328
55908	4.73E-01	2.93E-01	0.5444	-1.051693	-0.5725303	25.41	ANGPTL8	angiopoietin like 8
128239	4.73E-01	2.93E-01	0.7751	1.051447	0.8150242	74.44	IQGAP3	IQ motif containing GTPase activating protein 3
51062	4.73E-01	2.93E-01	0.2329	-1.051391	-0.2448279	376.5	ATL1	atlastin GTPase 1
10116	4.73E-01	2.93E-01	0.1105	1.051385	0.1161609	3811.69	FEM1B	fem-1 homolog B
100499466	4.73E-01	2.93E-01	0.2013	1.051228	0.2115629	5297.28	LINC00674	long intergenic non-protein coding RNA 674
105372295	4.73E-01	2.93E-01	0.3357	-1.051143	-0.3529165	49.6	LOC105372295	uncharacterized LOC105372295
2313	4.73E-01	2.93E-01	0.6244	-1.051072	-0.6562934	846.59	FLI1	"Fli-1 proto-oncogene, ETS transcription factor"
23286	4.73E-01	2.93E-01	0.3878	1.050903	0.4075623	3474.29	WWC1	WW and C2 domain containing 1
1241	4.73E-01	2.93E-01	0.3393	-1.050883	-0.356601	246.84	LTB4R	leukotriene B4 receptor
6732	4.73E-01	2.93E-01	0.2302	1.050826	0.2418864	1739.18	SRPK1	SRSF protein kinase 1
57620	4.73E-01	2.93E-01	0.3431	-1.050684	-0.3604422	913.99	STIM2	stromal interaction molecule 2
892	4.73E-01	2.93E-01	0.1135	-1.050476	-0.1192704	2214.51	CCNC	cyclin C
105375215	4.73E-01	2.94E-01	0.6887	1.050459	0.7234172	27.84	FKBP14-AS1	FKBP14 antisense RNA 1
100506070	4.73E-01	2.94E-01	0.5101	-1.050405	-0.5358583	36.7	RBFADN	RBFA downstream neighbor
107986369	4.73E-01	2.94E-01	0.6996	-1.050278	-0.7347916	28.69	LOC107986369	
4783	4.74E-01	2.94E-01	0.4496	-1.050144	-0.4721687	711.25	NFIL3	"nuclear factor, interleukin 3 regulated"
107984388	4.74E-01	2.94E-01	0.5365	1.05008	0.5633292	88.2	LOC107984388	uncharacterized LOC107984388
55768	4.74E-01	2.94E-01	0.2481	1.049893	0.2604449	1362.83	NGLY1	N-glycanase 1
353355	4.74E-01	2.94E-01	0.3315	1.049895	0.3480292	427.89	ZNF233	zinc finger protein 233
101928424	4.74E-01	2.94E-01	0.8604	-1.049573	-0.9030692	10.72	TMEM123-DT	TMEM123 divergent transcript
57178	4.74E-01	2.94E-01	0.2788	-1.049508	-0.2925979	4296.66	ZMIZ1	zinc finger MIZ-type containing 1
101928032	4.74E-01	2.94E-01	0.7147	-1.049159	-0.7498194	39.95	LOC101928032	uncharacterized LOC101928032
100616323	4.74E-01	2.94E-01	0.5	1.049087	0.5245237	12.04	MIR4482	microRNA 4482
6423	4.74E-01	2.94E-01	0.8192	1.048994	0.8593557	946.93	SFRP2	secreted frizzled related protein 2
56731	4.74E-01	2.94E-01	0.1841	1.048943	0.1930941	359.87	SLC2A4RG	SLC2A4 regulator
11341	4.74E-01	2.94E-01	0.5349	-1.048582	-0.5609301	95.96	SCRG1	stimulator of chondrogenesis 1
6629	4.74E-01	2.94E-01	0.1728	1.048549	0.1812194	591.58	SNRPB2	small nuclear ribonucleoprotein polypeptide B2
55652	4.74E-01	2.94E-01	0.3671	1.048445	0.3848357	1891.42	SLC48A1	solute carrier family 48 member 1
107985878	4.74E-01	2.94E-01	0.4385	-1.048386	-0.459762	52.76	LOC107985878	
4436	4.75E-01	2.95E-01	0.2632	1.04815	0.2758357	2237.32	MSH2	mutS homolog 2
30816	4.75E-01	2.95E-01	0.3256	-1.048089	-0.3412808	156.11	ERVW-1	"endogenous retrovirus group W member 1, envelope"
107984459	4.75E-01	2.95E-01	0.3506	-1.047977	-0.3673996	143.48	LOC107984459	
9095	4.75E-01	2.95E-01	0.2447	-1.04786	-0.2564161	105.9	TBX19	T-box transcription factor 19
100379571	4.75E-01	2.95E-01	0.2649	1.047743	0.2775061	148.65	BACE1-AS	BACE1 antisense RNA
63874	4.75E-01	2.95E-01	0.2408	1.047781	0.25231	857.58	ABHD4	"abhydrolase domain containing 4, N-acyl phospholipase B"
51454	4.75E-01	2.95E-01	0.6056	-1.047579	-0.6344602	458.92	GULP1	GULP PTB domain containing engulfment adaptor 1
3913	4.75E-01	2.95E-01	0.2563	1.047412	0.268409	6654.06	LAMB2	laminin subunit beta 2
1965	4.75E-01	2.95E-01	0.1552	1.047307	0.1625232	2475.63	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha
768206	4.75E-01	2.95E-01	0.2405	-1.047196	-0.251866	193.26	PRCD	photoreceptor disc component
105373772	4.75E-01	2.95E-01	0.6286	-1.047056	-0.6582073	69.11	UBE2E3-DT	UBE2E3 divergent transcript
8419	4.75E-01	2.95E-01	0.9749	-1.047041	-1.0207417	35.1	BFSP2	beaded filament structural protein 2
4045	4.75E-01	2.95E-01	0.8134	-1.046712	-0.8514298	186.51	LSAMP	limbic system associated membrane protein
54751	4.75E-01	2.95E-01	0.3192	1.046625	0.3340796	503.73	FBLIM1	filamin binding LIM protein 1
3007	4.75E-01	2.95E-01	0.8404	1.046525	0.8795245	997.36	H1-3	"H1.3 linker histone, cluster member"
101927354	4.75E-01	2.95E-01	0.7843	-1.046481	-0.8207543	12.1	LINC03016	long intergenic non-protein coding RNA 3016
1073	4.75E-01	2.95E-01	0.1555	-1.046612	-0.1627449	1466.4	CFL2	cofilin 2
113218480	4.75E-01	2.95E-01	0.4392	-1.046515	-0.4596468	17.64	MIR12114	microRNA 12114
3741	4.75E-01	2.95E-01	0.779	-1.046318	-0.8150751	21.49	KCNA5	potassium voltage-gated channel subfamily A member 5
121642	4.75E-01	2.95E-01	0.2493	1.046347	0.2608816	155.56	ALKBH2	"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
2997	4.75E-01	2.95E-01	0.1951	1.046211	0.2041023	783.94	GYS1	glycogen synthase 1
27018	4.75E-01	2.96E-01	0.3791	-1.046076	-0.3966086	1113.43	BEX3	brain expressed X-linked 3
79893	4.75E-01	2.96E-01	0.1534	1.04603	0.160415	1614.61	GGNBP2	gametogenetin binding protein 2
25907	4.76E-01	2.96E-01	1.0393	1.04566	1.0867962	9.82	TMEM158	transmembrane protein 158
6596	4.76E-01	2.96E-01	0.3393	-1.045622	-0.3548098	1996.57	HLTF	helicase like transcription factor
105375784	4.76E-01	2.96E-01	0.4391	-1.045608	-0.459168	44.75	LOC105375784	uncharacterized LOC105375784
