ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
206642_at	0.28971971	1.15e-01	-1.75	-5.49585	-1.22e-01	DSG1	desmoglein 1
213781_at	0.28978346	1.15e-01	-1.75	-5.49616	-1.40e-01	PPP1R37	protein phosphatase 1 regulatory subunit 37
211586_s_at	0.29002515	1.15e-01	1.75	-5.49702	1.16e-01	ATP2B2	ATPase plasma membrane Ca2+ transporting 2
209540_at	0.29006505	1.15e-01	-1.75	-5.49725	-2.50e-01	IGF1	insulin like growth factor 1
AFFX-BioB-M_at	0.29024254	1.15e-01	-1.75	-5.49791	-2.13e-01		
207307_at	0.29030184	1.15e-01	1.75	-5.49823	1.03e-01	HTR2C	5-hydroxytryptamine receptor 2C
206114_at	0.29030184	1.16e-01	-1.75	-5.49836	-6.45e-01	EPHA4	EPH receptor A4
208289_s_at	0.29030184	1.16e-01	1.75	-5.49841	1.44e-01	EI24	EI24, autophagy associated transmembrane protein
209453_at	0.29033232	1.16e-01	1.75	-5.49861	1.16e-01	SLC9A1	solute carrier family 9 member A1
212930_at	0.29035625	1.16e-01	1.75	-5.49878	2.41e-01	ATP2B1	ATPase plasma membrane Ca2+ transporting 1
209326_at	0.29038034	1.16e-01	1.75	-5.49896	9.77e-02	SLC35A2	solute carrier family 35 member A2
205551_at	0.29038548	1.16e-01	-1.75	-5.49908	-1.48e-01	SV2B	synaptic vesicle glycoprotein 2B
209181_s_at	0.29039211	1.16e-01	1.75	-5.49921	1.05e-01	SNORD45C///SNORD45A///SNORD45B///RABGGTB	small nucleolar RNA, C/D box 45C///small nucleolar RNA, C/D box 45A///small nucleolar RNA, C/D box 45B///Rab geranylgeranyltransferase beta subunit
201358_s_at	0.29044782	1.16e-01	1.75	-5.49948	9.70e-02	COPB1	coatomer protein complex subunit beta 1
217143_s_at	0.2904596	1.16e-01	1.75	-5.49962	4.69e-01	YME1L1	YME1 like 1 ATPase
221142_s_at	0.29047385	1.16e-01	-1.75	-5.49983	-2.84e-01	PECR	peroxisomal trans-2-enoyl-CoA reductase
214039_s_at	0.29047385	1.16e-01	1.75	-5.49987	1.66e-01	LAPTM4B	lysosomal protein transmembrane 4 beta
217091_at	0.29052003	1.16e-01	1.75	-5.50012	1.07e-01		
206993_at	0.29074493	1.16e-01	-1.75	-5.50093	-1.14e-01	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)
212759_s_at	0.290766	1.16e-01	-1.74	-5.50116	-1.87e-01	TCF7L2	transcription factor 7 like 2
219872_at	0.290766	1.16e-01	1.74	-5.50129	2.97e-01	FAM198B	family with sequence similarity 198 member B
217024_x_at	0.290766	1.16e-01	1.74	-5.50131	1.09e-01		
218381_s_at	0.29080469	1.16e-01	1.74	-5.50153	8.35e-02	U2AF2	U2 small nuclear RNA auxiliary factor 2
204521_at	0.29089539	1.16e-01	1.74	-5.50192	2.25e-01	FAM216A	family with sequence similarity 216 member A
202013_s_at	0.29091412	1.16e-01	1.74	-5.5021	1.41e-01	EXT2	exostosin glycosyltransferase 2
219213_at	0.29091412	1.16e-01	-1.74	-5.50218	-3.25e-01	JAM2	junctional adhesion molecule 2
205432_at	0.29097536	1.16e-01	1.74	-5.50248	1.09e-01	OVGP1	oviductal glycoprotein 1
208806_at	0.29098466	1.16e-01	-1.74	-5.50261	-1.88e-01	CHD3	chromodomain helicase DNA binding protein 3
214185_at	0.29117761	1.16e-01	1.74	-5.50343	1.36e-01	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
216053_x_at	0.29117761	1.16e-01	-1.74	-5.50348	-9.74e-02	FAM27B///FAM27C///FAM182B///FAM182A	family with sequence similarity 27 member B///family with sequence similarity 27 member C///family with sequence similarity 182 member B///family with sequence similarity 182 member A
206833_s_at	0.29117761	1.16e-01	-1.74	-5.50359	-1.15e-01	LOC101927144///ACYP2	uncharacterized LOC101927144///acylphosphatase 2
212398_at	0.29117761	1.16e-01	-1.74	-5.50363	-1.23e-01	RDX	radixin
201268_at	0.29117942	1.16e-01	1.74	-5.50373	1.99e-01	NME1-NME2///NME2	NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 2
204101_at	0.29122102	1.16e-01	-1.74	-5.50397	-1.33e-01	MTM1	myotubularin 1
200074_s_at	0.29134342	1.16e-01	-1.74	-5.50445	-1.04e-01	RPL14	ribosomal protein L14
205405_at	0.29143117	1.16e-01	1.74	-5.50483	3.21e-01	SEMA5A	semaphorin 5A
212606_at	0.29166677	1.16e-01	-1.74	-5.50567	-1.42e-01	WDFY3	WD repeat and FYVE domain containing 3
202755_s_at	0.29170058	1.16e-01	1.74	-5.50588	3.19e-01	GPC1	glypican 1
221453_at	0.29171484	1.16e-01	1.74	-5.50612	1.04e-01	G6PC2	glucose-6-phosphatase catalytic subunit 2
202715_at	0.29171484	1.17e-01	1.74	-5.50622	1.86e-01	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
210617_at	0.29171484	1.17e-01	1.74	-5.50623	9.96e-02	PHEX	phosphate regulating endopeptidase homolog, X-linked
222309_at	0.29181136	1.17e-01	1.74	-5.50663	1.59e-01	C6orf62	chromosome 6 open reading frame 62
200690_at	0.29192843	1.17e-01	1.74	-5.5071	1.31e-01	HSPA9	heat shock protein family A (Hsp70) member 9
216932_at	0.2919332	1.17e-01	1.74	-5.50722	1.20e-01		
206906_at	0.29199602	1.17e-01	1.74	-5.50752	1.15e-01	ICAM5	intercellular adhesion molecule 5
217528_at	0.29202244	1.17e-01	1.74	-5.5077	4.49e-01	CLCA2	chloride channel accessory 2
210050_at	0.29204395	1.17e-01	1.74	-5.50787	1.86e-01	TPI1	triosephosphate isomerase 1
213235_at	0.29207794	1.17e-01	1.74	-5.50812	1.35e-01	KNOP1	lysine rich nucleolar protein 1
204306_s_at	0.29207794	1.17e-01	1.74	-5.50818	2.17e-01	CD151	CD151 molecule (Raph blood group)
214784_x_at	0.29243175	1.17e-01	1.74	-5.50939	9.63e-02	XPO6	exportin 6
212050_at	0.29263823	1.17e-01	-1.74	-5.51014	-1.11e-01	WIPF2	WAS/WASL interacting protein family member 2
213972_at	0.29265326	1.17e-01	-1.74	-5.5103	-2.32e-01		
210550_s_at	0.29265326	1.17e-01	1.74	-5.51039	2.04e-01	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1
215886_x_at	0.29266231	1.17e-01	1.74	-5.51055	1.43e-01	USP12	ubiquitin specific peptidase 12
208403_x_at	0.29266231	1.17e-01	1.74	-5.51062	2.01e-01	MAX	MYC associated factor X
218480_at	0.2926818	1.17e-01	-1.74	-5.51081	-1.66e-01	AGBL5	ATP/GTP binding protein like 5
202316_x_at	0.2926818	1.17e-01	-1.74	-5.51089	-3.61e-01	UBE4B	ubiquitination factor E4B
219075_at	0.29278373	1.17e-01	1.74	-5.5114	1.24e-01	YIPF2	Yip1 domain family member 2
211339_s_at	0.29278373	1.17e-01	1.74	-5.51149	1.67e-01	ITK	IL2 inducible T-cell kinase
221189_s_at	0.29278373	1.17e-01	1.74	-5.51156	9.65e-02	MIR6878///TARS2	microRNA 6878///threonyl-tRNA synthetase 2, mitochondrial (putative)
204844_at	0.29278373	1.17e-01	1.74	-5.51167	2.49e-01	ENPEP	glutamyl aminopeptidase
41329_at	0.29278373	1.17e-01	-1.74	-5.51175	-1.03e-01	SCYL3	SCY1 like pseudokinase 3
203874_s_at	0.29278373	1.17e-01	-1.74	-5.51187	-1.46e-01	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
221705_s_at	0.29278373	1.17e-01	1.74	-5.51192	1.19e-01	SIKE1	suppressor of IKBKE 1
213899_at	0.29283952	1.17e-01	-1.74	-5.5122	-9.41e-02	METAP2	methionyl aminopeptidase 2
211497_x_at	0.2930224	1.17e-01	-1.74	-5.51287	-1.10e-01	NKX3-1	NK3 homeobox 1
214156_at	0.29314548	1.17e-01	-1.74	-5.51335	-2.23e-01	MYRIP	myosin VIIA and Rab interacting protein
202380_s_at	0.29320016	1.17e-01	-1.74	-5.51366	-1.54e-01	NKTR	natural killer cell triggering receptor
211433_x_at	0.29320016	1.17e-01	1.74	-5.51373	8.26e-02	FAM214B	family with sequence similarity 214 member B
222319_at	0.29349155	1.18e-01	1.74	-5.51485	2.20e-01		
216241_s_at	0.29349155	1.18e-01	-1.74	-5.51487	-1.07e-01	TCEA1	transcription elongation factor A1
220784_s_at	0.29349155	1.18e-01	1.74	-5.51498	1.17e-01	UTS2	urotensin 2
202835_at	0.29349155	1.18e-01	-1.74	-5.5151	-1.69e-01	TXNL4A	thioredoxin like 4A
204080_at	0.29349155	1.18e-01	-1.74	-5.51516	-1.82e-01	TOE1	target of EGR1, member 1 (nuclear)
209142_s_at	0.29349155	1.18e-01	1.74	-5.51525	1.83e-01	UBE2G1	ubiquitin conjugating enzyme E2 G1
204040_at	0.29358532	1.18e-01	1.73	-5.51572	2.99e-01	RNF144A	ring finger protein 144A
213122_at	0.29358532	1.18e-01	-1.73	-5.51574	-3.05e-01	TSPYL5	TSPY like 5
204586_at	0.29359792	1.18e-01	-1.73	-5.51588	-1.11e-01	BSN	bassoon presynaptic cytomatrix protein
209987_s_at	0.29377349	1.18e-01	-1.73	-5.51653	-3.14e-01	ASCL1	achaete-scute family bHLH transcription factor 1
201331_s_at	0.29378685	1.18e-01	1.73	-5.51667	9.65e-02	STAT6	signal transducer and activator of transcription 6
206531_at	0.29380192	1.18e-01	1.73	-5.51683	1.47e-01	DPF1	double PHD fingers 1
206440_at	0.29380192	1.18e-01	1.73	-5.51692	1.94e-01	LIN7A	lin-7 homolog A, crumbs cell polarity complex component
202472_at	0.29383148	1.18e-01	-1.73	-5.51714	-1.89e-01	MPI	mannose phosphate isomerase
206778_at	0.29383148	1.18e-01	1.73	-5.51722	2.15e-01	CRYBB2	crystallin beta B2
219149_x_at	0.2938563	1.18e-01	1.73	-5.5174	1.00e-01	DBR1	debranching RNA lariats 1
212208_at	0.29391079	1.18e-01	-1.73	-5.51767	-1.14e-01	MED13L	mediator complex subunit 13 like
202552_s_at	0.29391206	1.18e-01	-1.73	-5.51793	-1.58e-01	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1
205284_at	0.29391206	1.18e-01	1.73	-5.51796	1.70e-01	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
214788_x_at	0.29391206	1.18e-01	1.73	-5.518	1.64e-01	DDN	dendrin
205247_at	0.29391206	1.18e-01	-1.73	-5.51808	-1.74e-01	NOTCH4	notch 4
217746_s_at	0.2939312	1.18e-01	1.73	-5.51824	1.12e-01	PDCD6IP	programmed cell death 6 interacting protein
49077_at	0.29395551	1.18e-01	-1.73	-5.51842	-8.46e-02	PPME1	protein phosphatase methylesterase 1
219800_s_at	0.29433494	1.18e-01	-1.73	-5.51969	-8.78e-02	THNSL1	threonine synthase like 1
201259_s_at	0.2944059	1.18e-01	-1.73	-5.52002	-1.32e-01	SYPL1	synaptophysin like 1
217550_at	0.29453313	1.18e-01	1.73	-5.52062	1.27e-01	ATF6	activating transcription factor 6
221792_at	0.29453313	1.18e-01	-1.73	-5.52069	-8.59e-02	RAB6B	RAB6B, member RAS oncogene family
200051_at	0.29453313	1.18e-01	1.73	-5.52071	1.23e-01	SART1	squamous cell carcinoma antigen recognized by T-cells 1
221715_at	0.29456172	1.18e-01	1.73	-5.5209	8.78e-02		
221828_s_at	0.29468541	1.18e-01	-1.73	-5.52139	-1.86e-01	MVB12B	multivesicular body subunit 12B
200944_s_at	0.29473826	1.19e-01	-1.73	-5.52165	-1.16e-01	LOC101927733///HMGN1	uncharacterized LOC101927733///high mobility group nucleosome binding domain 1
209802_at	0.295008	1.19e-01	-1.73	-5.52259	-9.77e-02	PHLDA2	pleckstrin homology like domain family A member 2
213220_at	0.29509865	1.19e-01	-1.73	-5.52297	-1.84e-01	BBIP1	BBSome interacting protein 1
204763_s_at	0.29511656	1.19e-01	-1.73	-5.52313	-1.75e-01	GNAO1	G protein subunit alpha o1
216336_x_at	0.29526514	1.19e-01	-1.73	-5.52371	-3.25e-01	MT1E	metallothionein 1E
200077_s_at	0.29526514	1.19e-01	1.73	-5.52379	8.39e-02	OAZ1	ornithine decarboxylase antizyme 1
211157_at	0.29543154	1.19e-01	1.73	-5.5245	1.49e-01		
202358_s_at	0.29543154	1.19e-01	-1.73	-5.5245	-2.15e-01	SNX19	sorting nexin 19
207754_at	0.29552199	1.19e-01	-1.73	-5.52488	-1.17e-01	RASSF8	Ras association domain family member 8
207302_at	0.29575672	1.19e-01	1.73	-5.5258	1.31e-01	SGCG	sarcoglycan gamma
201581_at	0.29575672	1.19e-01	-1.73	-5.52585	-2.98e-01	TMX4	thioredoxin related transmembrane protein 4
205017_s_at	0.29575672	1.19e-01	-1.73	-5.52591	-1.62e-01	MBNL2	muscleblind like splicing regulator 2
202876_s_at	0.29586969	1.19e-01	-1.73	-5.52636	-1.41e-01	PBX2	PBX homeobox 2
207201_s_at	0.29595034	1.19e-01	-1.73	-5.52671	-1.64e-01	SLC22A1	solute carrier family 22 member 1
212705_x_at	0.29637018	1.19e-01	-1.73	-5.52816	-1.08e-01	PNPLA2	patatin like phospholipase domain containing 2
205922_at	0.29637018	1.19e-01	1.73	-5.52824	2.76e-01	VNN2	vanin 2
215126_at	0.29637018	1.19e-01	-1.73	-5.52831	-1.17e-01	LINC01314	long intergenic non-protein coding RNA 1314
218211_s_at	0.29640602	1.19e-01	-1.73	-5.52852	-3.08e-01	MLPH	melanophilin
203753_at	0.29641051	1.19e-01	-1.73	-5.52863	-2.05e-01	TCF4	transcription factor 4
217982_s_at	0.29645612	1.19e-01	-1.73	-5.52887	-9.61e-02	MORF4L1	mortality factor 4 like 1
202935_s_at	0.29648345	1.19e-01	-1.73	-5.52908	-2.46e-01	SOX9	SRY-box 9
213471_at	0.29648345	1.19e-01	-1.73	-5.52916	-1.27e-01	NPHP4	nephronophthisis 4
219830_at	0.29648532	1.20e-01	1.73	-5.52931	1.22e-01	RAI1	retinoic acid induced 1
205680_at	0.29648532	1.20e-01	1.73	-5.52937	3.87e-01	MMP10	matrix metallopeptidase 10
206770_s_at	0.29654684	1.20e-01	-1.72	-5.52966	-1.29e-01	SLC35A3	solute carrier family 35 member A3
213046_at	0.29657023	1.20e-01	-1.72	-5.52987	-1.27e-01	PABPN1	poly(A) binding protein nuclear 1
203023_at	0.29657023	1.20e-01	1.72	-5.53001	1.77e-01	NOP16	NOP16 nucleolar protein
216587_s_at	0.29657023	1.20e-01	-1.72	-5.53003	-1.61e-01	MIR4683///FZD8	microRNA 4683///frizzled class receptor 8
214073_at	0.29671662	1.20e-01	1.72	-5.53059	1.84e-01	CTTN	cortactin
211726_s_at	0.29671822	1.20e-01	-1.72	-5.53069	-2.20e-01	FMO2	flavin containing monooxygenase 2
202603_at	0.29675561	1.20e-01	-1.72	-5.53091	-1.14e-01	ADAM10	ADAM metallopeptidase domain 10
214884_at	0.29680067	1.20e-01	-1.72	-5.53115	-1.32e-01	MCF2	MCF.2 cell line derived transforming sequence
216934_at	0.29688994	1.20e-01	-1.72	-5.53152	-1.58e-01		
214108_at	0.29692494	1.20e-01	1.72	-5.53188	9.53e-02	MAX	MYC associated factor X
200644_at	0.29692494	1.20e-01	-1.72	-5.53192	-3.69e-01	MARCKSL1	MARCKS like 1
221862_at	0.29692494	1.20e-01	1.72	-5.53193	9.47e-02	MIER2	MIER family member 2
49051_g_at	0.29697971	1.20e-01	-1.72	-5.5322	-1.68e-01	DTX3	deltex E3 ubiquitin ligase 3
210797_s_at	0.29702426	1.20e-01	1.72	-5.53244	2.50e-01	OASL	2'-5'-oligoadenylate synthetase like
209412_at	0.29711227	1.20e-01	-1.72	-5.53281	-1.10e-01	LOC102724200///TRAPPC10	trafficking protein particle complex subunit 10-like///trafficking protein particle complex 10
206183_s_at	0.29717642	1.20e-01	-1.72	-5.53311	-1.51e-01	LOC101929134///HERC3	uncharacterized LOC101929134///HECT and RLD domain containing E3 ubiquitin protein ligase 3
205036_at	0.29723666	1.20e-01	1.72	-5.53339	1.11e-01	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated
206639_x_at	0.29756879	1.20e-01	1.72	-5.53451	1.15e-01	HTN1	histatin 1
209301_at	0.29762598	1.20e-01	1.72	-5.53478	2.59e-01	CA2	carbonic anhydrase 2
219677_at	0.2977692	1.20e-01	1.72	-5.53532	1.29e-01	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
221240_s_at	0.29791755	1.20e-01	1.72	-5.53597	1.17e-01	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4
211797_s_at	0.29791755	1.20e-01	-1.72	-5.53605	-1.63e-01	NFYC	nuclear transcription factor Y subunit gamma
219126_at	0.29791755	1.20e-01	-1.72	-5.53608	-1.00e-01	PHF10	PHD finger protein 10
217428_s_at	0.29824892	1.21e-01	1.72	-5.53719	3.71e-01	COL10A1	collagen type X alpha 1 chain
220155_s_at	0.29855991	1.21e-01	1.72	-5.53826	9.31e-02	BRD9	bromodomain containing 9
205997_at	0.29855991	1.21e-01	1.72	-5.53834	1.43e-01	ADAM28	ADAM metallopeptidase domain 28
211115_x_at	0.29868298	1.21e-01	1.72	-5.53882	1.15e-01	GEMIN2	gem nuclear organelle associated protein 2
220561_at	0.29879794	1.21e-01	-1.72	-5.53927	-1.39e-01	IGF2-AS	IGF2 antisense RNA
219501_at	0.29882647	1.21e-01	1.72	-5.5395	1.35e-01	ENOX1	ecto-NOX disulfide-thiol exchanger 1
202078_at	0.29882647	1.21e-01	1.72	-5.53956	1.86e-01	COPS3	COP9 signalosome subunit 3
207239_s_at	0.29894007	1.21e-01	1.72	-5.54	1.17e-01	CDK16	cyclin dependent kinase 16
204676_at	0.29900113	1.21e-01	-1.72	-5.54029	-1.06e-01	TMEM186	transmembrane protein 186
211373_s_at	0.29904079	1.21e-01	1.72	-5.54051	1.60e-01	PSEN2	presenilin 2
213352_at	0.29904079	1.21e-01	-1.72	-5.54071	-1.07e-01	TMCC1	transmembrane and coiled-coil domain family 1
218330_s_at	0.29904079	1.21e-01	-1.72	-5.54071	-3.18e-01	NAV2	neuron navigator 2
207760_s_at	0.29904386	1.21e-01	1.72	-5.54082	9.93e-02	NCOR2	nuclear receptor corepressor 2
211508_s_at	0.29951645	1.21e-01	1.72	-5.54236	1.21e-01	GH2	growth hormone 2
204047_s_at	0.29954027	1.21e-01	-1.72	-5.54271	-1.53e-01	PHACTR2	phosphatase and actin regulator 2
205915_x_at	0.29954027	1.21e-01	-1.72	-5.54275	-1.16e-01	GRIN1	glutamate ionotropic receptor NMDA type subunit 1
203341_at	0.29954027	1.21e-01	1.72	-5.54281	9.34e-02	CEBPZ	CCAAT/enhancer binding protein zeta
219526_at	0.29954027	1.21e-01	1.72	-5.54283	1.73e-01	C14orf169	chromosome 14 open reading frame 169
208680_at	0.29967514	1.21e-01	-1.72	-5.5434	-1.39e-01	PRDX1	peroxiredoxin 1
220640_at	0.29967514	1.21e-01	-1.72	-5.54351	-1.20e-01	CSNK1G1	casein kinase 1 gamma 1
204888_s_at	0.29967514	1.21e-01	-1.72	-5.54354	-1.25e-01	NEURL1	neuralized E3 ubiquitin protein ligase 1
222058_at	0.29968421	1.21e-01	1.71	-5.54367	1.24e-01	RNF130	ring finger protein 130
218719_s_at	0.29974395	1.21e-01	1.71	-5.544	9.68e-02	GINS3	GINS complex subunit 3
220244_at	0.29974395	1.21e-01	1.71	-5.54405	9.24e-02	LINC00312	long intergenic non-protein coding RNA 312
216449_x_at	0.29985849	1.22e-01	-1.71	-5.5445	-2.21e-01	HSP90B1	heat shock protein 90 beta family member 1
202563_at	0.30004184	1.22e-01	-1.71	-5.54525	-1.07e-01	C14orf1	chromosome 14 open reading frame 1
206363_at	0.30004184	1.22e-01	-1.71	-5.54526	-2.16e-01	MAF	MAF bZIP transcription factor
222091_at	0.30008316	1.22e-01	1.71	-5.54548	1.64e-01	HPCAL4	hippocalcin like 4
215703_at	0.30018917	1.22e-01	1.71	-5.54594	8.07e-02	CFTR	cystic fibrosis transmembrane conductance regulator
211780_x_at	0.30018917	1.22e-01	1.71	-5.54601	9.05e-02	DCTN1	dynactin subunit 1
205742_at	0.30019256	1.22e-01	1.71	-5.54612	2.93e-01	TNNI3	troponin I3, cardiac type
209277_at	0.30034369	1.22e-01	1.71	-5.54667	5.96e-01	TFPI2	tissue factor pathway inhibitor 2
216369_at	0.30037178	1.22e-01	1.71	-5.54694	1.04e-01		
218548_x_at	0.30037178	1.22e-01	-1.71	-5.54704	-1.34e-01	TEX264	testis expressed 264
216470_x_at	0.30037178	1.22e-01	1.71	-5.54706	1.50e-01	PRSS2	protease, serine 2
203028_s_at	0.30040589	1.22e-01	1.71	-5.54735	1.84e-01	CYBA	cytochrome b-245 alpha chain
216750_at	0.30040589	1.22e-01	-1.71	-5.54737	-9.91e-02	APBB2	amyloid beta precursor protein binding family B member 2
213288_at	0.30077296	1.22e-01	-1.71	-5.54857	-1.25e-01	MBOAT2	membrane bound O-acyltransferase domain containing 2
36004_at	0.30091788	1.22e-01	1.71	-5.54916	1.21e-01	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
202849_x_at	0.30091788	1.22e-01	1.71	-5.54921	1.37e-01	GRK6	G protein-coupled receptor kinase 6
216473_x_at	0.30103896	1.22e-01	-1.71	-5.54972	-1.35e-01	DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX4L1	double homeobox 4 like 24///D4Z4 binding element transcript (non-protein coding)///double homeobox protein 4-like///double homeobox 4///double homeobox protein 4-like protein 2-like///double homeobox 4 like 2///double homeobox 4 like 3///double homeobox 4 like 5///double homeobox 4 like 6///double homeobox 4 like 7///double homeobox protein 4-like protein 4-like///double homeobox 4 like 4///double homeobox 4 like 8///double homeobox 4 like 1
202881_x_at	0.30103896	1.22e-01	1.71	-5.54978	1.86e-01	NOL7	nucleolar protein 7
222103_at	0.30115238	1.22e-01	-1.71	-5.55029	-1.08e-01	ATF1	activating transcription factor 1
213861_s_at	0.30115238	1.22e-01	-1.71	-5.55032	-1.60e-01	METTL21B	methyltransferase like 21B
219398_at	0.30141652	1.22e-01	-1.71	-5.55123	-1.19e-01	CIDEC	cell death inducing DFFA like effector c
201567_s_at	0.30141652	1.22e-01	-1.71	-5.55132	-9.36e-02	GOLGA4	golgin A4
211264_at	0.30146669	1.22e-01	-1.71	-5.55157	-9.75e-02	GAD2	glutamate decarboxylase 2
209777_s_at	0.30148176	1.22e-01	1.71	-5.55172	1.41e-01	SLC19A1	solute carrier family 19 member 1
215727_x_at	0.30151726	1.23e-01	1.71	-5.55192	8.29e-02	ARMCX6	armadillo repeat containing, X-linked 6
206130_s_at	0.30151949	1.23e-01	1.71	-5.55203	1.37e-01	ASGR2	asialoglycoprotein receptor 2
204424_s_at	0.30158922	1.23e-01	-1.71	-5.55235	-6.72e-01	LMO3	LIM domain only 3
219821_s_at	0.30158922	1.23e-01	1.71	-5.55244	1.92e-01	GFOD1	glucose-fructose oxidoreductase domain containing 1
202937_x_at	0.30170927	1.23e-01	1.71	-5.5529	2.72e-01	RRP7A	ribosomal RNA processing 7 homolog A
209846_s_at	0.30180352	1.23e-01	1.71	-5.55338	2.48e-01	BTN3A2	butyrophilin subfamily 3 member A2
216662_at	0.30180352	1.23e-01	1.71	-5.55338	7.90e-02	MYO7B	myosin VIIB
218050_at	0.30189495	1.23e-01	-1.71	-5.55376	-1.26e-01	UFM1	ubiquitin fold modifier 1
210729_at	0.30190434	1.23e-01	1.71	-5.55389	1.02e-01	NPY2R	neuropeptide Y receptor Y2
209708_at	0.30192668	1.23e-01	1.71	-5.55406	2.44e-01	MOXD1	monooxygenase DBH like 1
207925_at	0.3019748	1.23e-01	-1.71	-5.55436	-1.08e-01	CST5	cystatin D
221089_at	0.3019748	1.23e-01	1.71	-5.55443	1.40e-01	NOX3	NADPH oxidase 3
216609_at	0.3019748	1.23e-01	1.71	-5.55458	2.08e-01	TXN	thioredoxin
209343_at	0.3019748	1.23e-01	-1.71	-5.5546	-1.78e-01	EFHD1	EF-hand domain family member D1
209433_s_at	0.30218754	1.23e-01	1.71	-5.55534	1.49e-01	PPAT	phosphoribosyl pyrophosphate amidotransferase
213202_at	0.3021885	1.23e-01	1.71	-5.55544	1.38e-01	SETD1A	SET domain containing 1A
214604_at	0.30236011	1.23e-01	1.71	-5.55606	1.73e-01	HOXD11	homeobox D11
201310_s_at	0.30241459	1.23e-01	1.71	-5.55632	1.91e-01	NREP	neuronal regeneration related protein
209747_at	0.30246883	1.23e-01	1.71	-5.55658	3.70e-01	TGFB3	transforming growth factor beta 3
202793_at	0.30264925	1.23e-01	-1.71	-5.55722	-1.20e-01	LPCAT3	lysophosphatidylcholine acyltransferase 3
217259_at	0.30270924	1.23e-01	-1.71	-5.5575	-1.13e-01		
219412_at	0.30276517	1.23e-01	1.71	-5.55777	4.85e-01	RAB38	RAB38, member RAS oncogene family
216811_at	0.30291172	1.23e-01	1.70	-5.55831	1.35e-01		
203839_s_at	0.30297939	1.23e-01	1.70	-5.55871	2.01e-01	TNK2	tyrosine kinase non receptor 2
216144_at	0.30297939	1.23e-01	1.70	-5.55871	1.08e-01		
210043_at	0.30304055	1.23e-01	1.70	-5.55907	1.15e-01	FRMD8	FERM domain containing 8
207824_s_at	0.30304055	1.23e-01	1.70	-5.5591	2.86e-01	MAZ	MYC associated zinc finger protein
205650_s_at	0.30306508	1.24e-01	1.70	-5.55927	9.44e-02	FGA	fibrinogen alpha chain
219381_at	0.30319506	1.24e-01	-1.70	-5.55976	-1.72e-01	C5orf42	chromosome 5 open reading frame 42
202790_at	0.30321704	1.24e-01	-1.70	-5.55992	-4.99e-01	CLDN7	claudin 7
220391_at	0.30327951	1.24e-01	-1.70	-5.56021	-1.08e-01	ZBTB3	zinc finger and BTB domain containing 3
220461_at	0.3033788	1.24e-01	-1.70	-5.56061	-1.74e-01	PCNX2	pecanex homolog 2 (Drosophila)
201280_s_at	0.30367546	1.24e-01	1.70	-5.56159	3.24e-01	LOC101926921///DAB2	uncharacterized LOC101926921///DAB2, clathrin adaptor protein
212485_at	0.30391062	1.24e-01	-1.70	-5.5624	-1.05e-01	GPATCH8	G-patch domain containing 8
218596_at	0.30393881	1.24e-01	-1.70	-5.56259	-3.20e-01	TBC1D13	TBC1 domain family member 13
214741_at	0.30393881	1.24e-01	1.70	-5.56268	1.09e-01	LOC100506639///ZNF131	uncharacterized LOC100506639///zinc finger protein 131
211660_at	0.3039703	1.24e-01	-1.70	-5.56287	-1.26e-01	POU2F2	POU class 2 homeobox 2
204582_s_at	0.30399849	1.24e-01	-1.70	-5.56316	-1.16e-01	KLK3	kallikrein related peptidase 3
208535_x_at	0.30399849	1.24e-01	-1.70	-5.56317	-1.81e-01	COL13A1	collagen type XIII alpha 1 chain
220069_at	0.30399849	1.24e-01	1.70	-5.56326	1.14e-01	TUBA8	tubulin alpha 8
218857_s_at	0.30412365	1.24e-01	-1.70	-5.56373	-1.43e-01	ASRGL1	asparaginase like 1
202368_s_at	0.30421067	1.24e-01	-1.70	-5.56409	-2.70e-01	TRAM2	translocation associated membrane protein 2
201227_s_at	0.30443729	1.24e-01	-1.70	-5.56486	-2.01e-01	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8
215786_at	0.30450289	1.24e-01	1.70	-5.56525	1.19e-01		
213949_s_at	0.30450289	1.24e-01	1.70	-5.5654	1.44e-01	DOHH	deoxyhypusine hydroxylase/monooxygenase
