ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7995755	2.06e-01	7.41e-02	2.0082869	-5.64549	0.6253711	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1
7921702	2.06e-01	7.41e-02	2.0081463	-5.64571	0.2723078	ITLN2	intelectin 2
8049665	2.06e-01	7.42e-02	2.0077859	-5.64627	0.3879719		
8053004	2.06e-01	7.42e-02	2.0074707	-5.64676	0.2522716	PRADC1	protease associated domain containing 1
8158627	2.06e-01	7.42e-02	-2.0074055	-5.64686	-0.8739744	NCS1	neuronal calcium sensor 1
8152117	2.06e-01	7.42e-02	2.0072294	-5.64713	0.851041		
7914557	2.07e-01	7.43e-02	2.0064338	-5.64836	1.2174542	SYNC	syncoilin, intermediate filament protein
8162183	2.07e-01	7.44e-02	2.0062164	-5.6487	0.2932543	LOC440173	uncharacterized LOC440173
8107859	2.07e-01	7.44e-02	-2.0060675	-5.64893	-0.6903146	LYRM7	LYR motif containing 7
7939930	2.07e-01	7.44e-02	2.006036	-5.64898	0.3329507	OR4S2	olfactory receptor family 4 subfamily S member 2
7998940	2.07e-01	7.44e-02	2.0058236	-5.64931	1.2208565	MEFV	Mediterranean fever
7905492	2.07e-01	7.44e-02	2.0057505	-5.64942	0.270729	LCE3B	late cornified envelope 3B
8068391	2.07e-01	7.45e-02	2.0052514	-5.65019	0.4682185		
8063315	2.07e-01	7.46e-02	2.0041926	-5.65183	0.6067931	DDX27	DEAD-box helicase 27
8026133	2.08e-01	7.47e-02	2.003522	-5.65287	0.280001	DAND5	DAN domain BMP antagonist family member 5
8088337	2.08e-01	7.47e-02	-2.0034248	-5.65302	-0.4715969		
7962312	2.08e-01	7.47e-02	2.0032854	-5.65324	0.5269187	ABCD2	ATP binding cassette subfamily D member 2
8001918	2.08e-01	7.47e-02	2.0032852	-5.65324	1.3826589	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
8048452	2.08e-01	7.47e-02	2.0032102	-5.65335	0.2048488	WNT10A	Wnt family member 10A
8145097	2.08e-01	7.47e-02	-2.0030543	-5.65359	-0.2668444	PIWIL2	piwi like RNA-mediated gene silencing 2
7977953	2.08e-01	7.47e-02	2.0029843	-5.6537	1.2713098		
8066574	2.08e-01	7.48e-02	2.0025694	-5.65434	0.3175686	WFDC10B	WAP four-disulfide core domain 10B
7955729	2.08e-01	7.48e-02	2.0023604	-5.65467	0.3794551	MFSD5	major facilitator superfamily domain containing 5
7940441	2.08e-01	7.48e-02	-2.0022737	-5.6548	-0.6086	PGA4///PGA3///PGA5	pepsinogen 4, group I (pepsinogen A)///pepsinogen 3, group I (pepsinogen A)///pepsinogen 5, group I (pepsinogen A)
7940673	2.08e-01	7.48e-02	2.0022018	-5.65491	0.2728119	GNG3	G protein subunit gamma 3
8022106	2.08e-01	7.48e-02	-2.0021584	-5.65498	-0.3882514	LINC00526	long intergenic non-protein coding RNA 526
8115455	2.08e-01	7.49e-02	2.0020721	-5.65511	0.3572866	HAVCR1	hepatitis A virus cellular receptor 1
7919898	2.08e-01	7.49e-02	2.0019844	-5.65525	0.2168987	SEMA6C	semaphorin 6C
7975661	2.08e-01	7.49e-02	-2.0019302	-5.65533	-0.3486651	COQ6	coenzyme Q6, monooxygenase
7896521	2.08e-01	7.49e-02	2.0019252	-5.65534	0.5533946		
8124020	2.08e-01	7.49e-02	2.0018401	-5.65547	0.4608215		
7998978	2.08e-01	7.49e-02	-2.0014021	-5.65615	-0.8701333	ZNF597	zinc finger protein 597
8075479	2.08e-01	7.49e-02	2.0013575	-5.65622	0.6474843		
8167897	2.08e-01	7.50e-02	-2.0012347	-5.65641	-0.5506748	RRAGB	Ras related GTP binding B
8155073	2.08e-01	7.50e-02	2.0012218	-5.65643	0.3598026	CCDC107	coiled-coil domain containing 107
8112388	2.08e-01	7.50e-02	-2.0011826	-5.65649	-0.355924	TRIM23	tripartite motif containing 23
7895664	2.08e-01	7.50e-02	2.000971	-5.65682	0.3842904		
7962212	2.08e-01	7.51e-02	2.0002041	-5.658	0.261402	PKP2	plakophilin 2
7895608	2.08e-01	7.51e-02	-2.0000196	-5.65829	-0.2335256		
7933366	2.08e-01	7.51e-02	1.9999348	-5.65842	0.321805	GDF2	growth differentiation factor 2
8038126	2.08e-01	7.51e-02	-1.9998349	-5.65857	-0.3222469	CA11	carbonic anhydrase 11
8116620	2.08e-01	7.51e-02	1.9997622	-5.65869	0.2567786		
7947268	2.08e-01	7.51e-02	-1.9997267	-5.65874	-0.2483825		
8085122	2.08e-01	7.52e-02	1.9995887	-5.65895	0.267053	SSUH2	ssu-2 homolog (C. elegans)
7925972	2.08e-01	7.52e-02	1.999408	-5.65923	0.261968	CALML3	calmodulin like 3
8034762	2.08e-01	7.52e-02	1.9993772	-5.65928	0.2654372	PRKACA	protein kinase cAMP-activated catalytic subunit alpha
7926715	2.08e-01	7.52e-02	1.9993166	-5.65938	1.6183933	GPR158	G protein-coupled receptor 158
7997226	2.08e-01	7.52e-02	1.9989589	-5.65993	0.764596		
7935421	2.08e-01	7.52e-02	1.9989397	-5.65996	0.5453131	FRAT2	frequently rearranged in advanced T-cell lymphomas 2
8159549	2.08e-01	7.53e-02	1.9988907	-5.66003	0.3243412	C9orf139	chromosome 9 open reading frame 139
7979129	2.09e-01	7.53e-02	1.9985261	-5.6606	0.2817032		
8018189	2.09e-01	7.53e-02	1.9984906	-5.66065	0.817793	CD300E	CD300e molecule
8121510	2.09e-01	7.53e-02	1.9981456	-5.66119	0.7677899	RPF2	ribosome production factor 2 homolog
7938563	2.09e-01	7.54e-02	-1.9980532	-5.66133	-0.6705179	ARNTL	aryl hydrocarbon receptor nuclear translocator like
7896360	2.09e-01	7.54e-02	1.9979612	-5.66147	0.5303921		
8167305	2.09e-01	7.54e-02	1.9979238	-5.66153	0.6523389	EBP	emopamil binding protein (sterol isomerase)
7917008	2.09e-01	7.54e-02	-1.9978621	-5.66162	-0.7808417	LRRIQ3	leucine rich repeats and IQ motif containing 3
7938139	2.09e-01	7.54e-02	1.9978495	-5.66164	0.2136016	DNHD1	dynein heavy chain domain 1
8119338	2.09e-01	7.54e-02	1.9978187	-5.66169	0.2315122	GLP1R	glucagon like peptide 1 receptor
7954010	2.09e-01	7.54e-02	1.9975257	-5.66214	0.334059		
8132045	2.09e-01	7.54e-02	-1.9974345	-5.66228	-0.2409971	PLEKHA8	pleckstrin homology domain containing A8
7953685	2.09e-01	7.54e-02	1.9973343	-5.66244	0.3484156		
8015133	2.09e-01	7.55e-02	1.9971644	-5.6627	0.7246879	KRT23	keratin 23
7893011	2.09e-01	7.55e-02	1.9971124	-5.66278	0.3654054		
8133223	2.09e-01	7.55e-02	1.9968276	-5.66322	0.6962529		
8164649	2.09e-01	7.55e-02	-1.9967556	-5.66333	-0.3657158	PRRC2B	proline rich coiled-coil 2B
7961083	2.09e-01	7.55e-02	1.9966411	-5.66351	0.8501421	CLEC2B	C-type lectin domain family 2 member B
7896423	2.09e-01	7.55e-02	-1.9965818	-5.6636	-0.4726443		
8039829	2.09e-01	7.55e-02	1.9965662	-5.66363	1.2363651	1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	killer cell immunoglobulin-like receptor, three domains, pseudogene///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
7930994	2.09e-01	7.55e-02	1.996496	-5.66374	0.6413258	LINC01561	long intergenic non-protein coding RNA 1561
8009241	2.09e-01	7.55e-02	-1.9964625	-5.66379	-0.8074286	SNORD104	small nucleolar RNA, C/D box 104
8142471	2.09e-01	7.56e-02	1.9962888	-5.66406	0.5193714	WNT2	Wnt family member 2
7990879	2.09e-01	7.56e-02	1.9962562	-5.66411	0.5300316	EFL1	elongation factor like GTPase 1
7905510	2.09e-01	7.56e-02	1.99624	-5.66413	0.2207515	LCE4A	late cornified envelope 4A
8126248	2.09e-01	7.56e-02	1.9960818	-5.66438	0.4448024	UNC5CL	unc-5 family C-terminal like
8108040	2.09e-01	7.56e-02	1.9959203	-5.66462	0.2342457		
7984203	2.09e-01	7.56e-02	-1.9958543	-5.66473	-0.230123	ZNF609	zinc finger protein 609
8034469	2.09e-01	7.57e-02	1.995635	-5.66507	0.2779847	FBXW9	F-box and WD repeat domain containing 9
7908388	2.09e-01	7.57e-02	1.9956191	-5.66509	1.2620366	RGS1	regulator of G-protein signaling 1
8063814	2.09e-01	7.57e-02	1.9953615	-5.66549	0.3170952	LSM14B	LSM family member 14B
8123936	2.09e-01	7.57e-02	-1.9951664	-5.66579	-0.7288125	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
7936596	2.09e-01	7.57e-02	1.9951205	-5.66586	0.241183	CACUL1	CDK2 associated cullin domain 1
7915032	2.09e-01	7.57e-02	1.9949083	-5.66619	0.320064	RSPO1	R-spondin 1
7970947	2.09e-01	7.57e-02	1.9948508	-5.66628	0.6887313		
8062134	2.09e-01	7.58e-02	1.9948352	-5.6663	0.756708	GDF5OS	growth differentiation factor 5 opposite strand
8175288	2.09e-01	7.58e-02	1.9947839	-5.66638	0.7348618	MOSPD1	motile sperm domain containing 1
8089993	2.09e-01	7.58e-02	-1.9943318	-5.66708	-0.4213484	WDR5B	WD repeat domain 5B
8052762	2.09e-01	7.58e-02	-1.9943038	-5.66712	-0.4622229	GFPT1	glutamine--fructose-6-phosphate transaminase 1
7893879	2.09e-01	7.59e-02	-1.9940333	-5.66754	-0.3776256		
8146456	2.10e-01	7.59e-02	1.9938826	-5.66777	0.3680526	RNU105C	RNA, U105C small nucleolar
8044440	2.10e-01	7.59e-02	-1.9935754	-5.66825	-1.4189459	FBLN7	fibulin 7
7894092	2.10e-01	7.59e-02	-1.9934587	-5.66843	-0.2837924		
7980005	2.10e-01	7.59e-02	1.9933183	-5.66864	0.4849502	NUMB	NUMB, endocytic adaptor protein
8023526	2.10e-01	7.59e-02	-1.9933092	-5.66866	-0.4662007		
8141795	2.10e-01	7.60e-02	-1.9930629	-5.66904	-0.286201	POLR2J3///POLR2J2///POLR2J4///POLR2J	RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J4, pseudogene///RNA polymerase II subunit J
8095343	2.10e-01	7.60e-02	1.9927885	-5.66946	0.5290572	STAP1	signal transducing adaptor family member 1
8140367	2.10e-01	7.60e-02	1.9926808	-5.66963	0.2446531	CCL24	C-C motif chemokine ligand 24
8082289	2.10e-01	7.61e-02	1.9922652	-5.67027	0.4424128	CHST13	carbohydrate sulfotransferase 13
8020508	2.10e-01	7.61e-02	1.9922463	-5.6703	0.5460566	RIOK3	RIO kinase 3
7898124	2.10e-01	7.61e-02	1.992144	-5.67046	0.3090233	FHAD1	forkhead associated phosphopeptide binding domain 1
8153862	2.10e-01	7.61e-02	1.9921079	-5.67051	0.3800749	LRRC24	leucine rich repeat containing 24
8031200	2.10e-01	7.61e-02	1.9919346	-5.67078	0.3656793	KIR3DX1	killer cell immunoglobulin like receptor, three Ig domains X1
8006865	2.10e-01	7.61e-02	1.9919052	-5.67083	0.304162	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B
8110518	2.10e-01	7.62e-02	1.9916039	-5.67129	0.2900999	C5orf60	chromosome 5 open reading frame 60
7948920	2.10e-01	7.62e-02	1.9914134	-5.67159	0.253776	SLC22A6	solute carrier family 22 member 6
7898750	2.10e-01	7.62e-02	-1.9913321	-5.67171	-0.262777	ZBTB40	zinc finger and BTB domain containing 40
8159808	2.10e-01	7.62e-02	1.9911968	-5.67192	0.2289739	FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4	forkhead box D4-like 5///forkhead box D4-like 6///forkhead box D4-like 3///forkhead box D4-like 1///forkhead box D4
8119423	2.10e-01	7.62e-02	-1.9909388	-5.67232	-0.9526445	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1
7893232	2.10e-01	7.63e-02	1.9904834	-5.67302	0.9845491		
8081341	2.10e-01	7.63e-02	1.9903686	-5.6732	0.254279	FAM172BP	family with sequence similarity 172, member B pseudogene
7922040	2.10e-01	7.63e-02	1.9901589	-5.67352	0.9693677	CD247	CD247 molecule
7895477	2.10e-01	7.63e-02	1.9900817	-5.67364	0.3865159		
8102513	2.10e-01	7.64e-02	1.9899872	-5.67379	0.3420355	LOC101929762	uncharacterized LOC101929762
7912646	2.10e-01	7.64e-02	1.9898747	-5.67396	0.2136026	CASP9	caspase 9
7993973	2.10e-01	7.64e-02	-1.989841	-5.67401	-0.3463246	POLR3E	RNA polymerase III subunit E
7931553	2.10e-01	7.64e-02	1.9896809	-5.67426	0.4715101	UTF1	undifferentiated embryonic cell transcription factor 1
8091877	2.10e-01	7.64e-02	1.9896172	-5.67436	0.7217395		
7992463	2.11e-01	7.64e-02	-1.9894985	-5.67454	-0.4379872	SLC9A3R2	SLC9A3 regulator 2
7895688	2.11e-01	7.64e-02	1.9894321	-5.67464	0.2953508		
8098732	2.11e-01	7.64e-02	1.9893761	-5.67473	0.3546849	DBET///DUX4///DUX1///DUX3///DUX5	D4Z4 binding element transcript (non-protein coding)///double homeobox 4///double homeobox 1///double homeobox 3///double homeobox 5
8123463	2.11e-01	7.64e-02	1.9892307	-5.67495	0.3924903	C6orf120	chromosome 6 open reading frame 120
7933978	2.11e-01	7.65e-02	1.9886508	-5.67585	0.4040164	ATOH7	atonal bHLH transcription factor 7
8170428	2.11e-01	7.65e-02	-1.9885826	-5.67595	-0.4537802	MTM1	myotubularin 1
8058118	2.11e-01	7.66e-02	-1.9884128	-5.67622	-0.4114725	KCTD18	potassium channel tetramerization domain containing 18
8180342	2.11e-01	7.66e-02	1.9882878	-5.67641	0.222849	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
8170241	2.11e-01	7.66e-02	1.9882477	-5.67647	0.5643526	SPANXB1	SPANX family member B1
8170244	2.11e-01	7.66e-02	1.9882477	-5.67647	0.5643526	SPANXB1	SPANX family member B1
8134992	2.11e-01	7.66e-02	1.9879191	-5.67698	0.2419907	SRRT	serrate, RNA effector molecule
8139769	2.11e-01	7.66e-02	1.9878129	-5.67714	0.5685231	LOC401357	uncharacterized LOC401357
8028084	2.11e-01	7.66e-02	1.9877802	-5.67719	0.2367765	APLP1	amyloid beta precursor like protein 1
8004580	2.11e-01	7.66e-02	1.9877052	-5.67731	0.2296251	DNAH2	dynein axonemal heavy chain 2
8008139	2.11e-01	7.66e-02	-1.9877045	-5.67731	-0.3247073	UBE2Z	ubiquitin conjugating enzyme E2 Z
7892747	2.11e-01	7.66e-02	1.98767	-5.67736	0.2781965		
7894818	2.11e-01	7.67e-02	1.9874727	-5.67767	0.4872908		
8151816	2.11e-01	7.67e-02	1.9874225	-5.67774	1.4122636	GEM	GTP binding protein overexpressed in skeletal muscle
7896645	2.11e-01	7.67e-02	1.9873667	-5.67783	1.6841192		
7978706	2.11e-01	7.67e-02	1.9870475	-5.67832	0.3358286	FOXA1	forkhead box A1
7922018	2.11e-01	7.67e-02	1.9869669	-5.67845	0.3285283	ILDR2	immunoglobulin like domain containing receptor 2
8121334	2.11e-01	7.68e-02	1.9868108	-5.67869	0.2612062	NR2E1	nuclear receptor subfamily 2 group E member 1
7956838	2.11e-01	7.68e-02	1.986762	-5.67876	0.336524		
8042291	2.11e-01	7.68e-02	-1.9867077	-5.67885	-0.3362525	AFTPH	aftiphilin
7919388	2.11e-01	7.68e-02	1.9866713	-5.6789	0.2643646		
8074565	2.11e-01	7.68e-02	-1.9866541	-5.67893	-0.3689317	DGCR6L	DiGeorge syndrome critical region gene 6-like
8041644	2.11e-01	7.68e-02	-1.9866494	-5.67894	-1.2632498	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2
8169006	2.11e-01	7.68e-02	1.9862485	-5.67956	0.3937869	RAB40AL	RAB40A, member RAS oncogene family-like
7951133	2.11e-01	7.68e-02	-1.9862351	-5.67958	-0.3120971	MAML2///MAML2	mastermind like transcriptional coactivator 2///mastermind like transcriptional coactivator 2
8096251	2.11e-01	7.68e-02	-1.986097	-5.67979	-0.484252	NUDT9	nudix hydrolase 9
8002919	2.11e-01	7.69e-02	1.9858275	-5.6802	0.4677834	KARS	lysyl-tRNA synthetase
8067303	2.11e-01	7.69e-02	-1.9856285	-5.68051	-0.223765		
8116020	2.11e-01	7.69e-02	-1.9854538	-5.68078	-0.3224579	LMAN2	lectin, mannose binding 2
8006562	2.11e-01	7.69e-02	1.9854101	-5.68085	0.3009671	RASL10B	RAS like family 10 member B
8143899	2.11e-01	7.70e-02	1.984953	-5.68155	0.2483885		
7933121	2.11e-01	7.70e-02	1.9849045	-5.68163	0.9638978	CCNYL2	cyclin Y-like 2 (pseudogene)
7898007	2.11e-01	7.70e-02	1.9847713	-5.68183	0.237571	LOC101930169///PRAMEF15///PRAMEF20///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF9///PRAMEF5	putative PRAME family member 26///PRAME family member 15///PRAME family member 20///PRAME family member 6///PRAME family member 11///PRAME family member 4///PRAME family member 9///PRAME family member 5
7912575	2.11e-01	7.70e-02	1.9847713	-5.68183	0.237571	LOC101930169///PRAMEF15///PRAMEF20///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF9///PRAMEF5	putative PRAME family member 26///PRAME family member 15///PRAME family member 20///PRAME family member 6///PRAME family member 11///PRAME family member 4///PRAME family member 9///PRAME family member 5
8089771	2.11e-01	7.70e-02	1.9847151	-5.68192	0.7671857	CD80	CD80 molecule
8176568	2.11e-01	7.70e-02	1.9847122	-5.68192	0.5451961		
7938629	2.12e-01	7.70e-02	1.9845435	-5.68218	0.7442625	PDE3B	phosphodiesterase 3B
7892952	2.12e-01	7.70e-02	-1.98447	-5.6823	-0.4940852		
8180343	2.12e-01	7.71e-02	1.9844158	-5.68238	0.2214961		
7939920	2.12e-01	7.71e-02	1.9843851	-5.68243	0.3375182		
8041940	2.12e-01	7.71e-02	-1.9843626	-5.68246	-0.8426214	STON1-GTF2A1L///STON1///GTF2A1L	STON1-GTF2A1L readthrough///stonin 1///general transcription factor IIA subunit 1 like
8179221	2.12e-01	7.71e-02	-1.9840813	-5.6829	-0.2537496	DPCR1	diffuse panbronchiolitis critical region 1
7894118	2.12e-01	7.71e-02	-1.9840408	-5.68296	-0.2663549		
8151747	2.12e-01	7.71e-02	-1.9840292	-5.68298	-0.3236963	TMEM64	transmembrane protein 64
8077899	2.12e-01	7.71e-02	-1.9839028	-5.68317	-0.5504165	PPARG	peroxisome proliferator activated receptor gamma
8122885	2.12e-01	7.71e-02	1.9836496	-5.68356	0.2425834		
8127522	2.12e-01	7.72e-02	1.983534	-5.68374	0.3588802	DPPA5	developmental pluripotency associated 5
7953518	2.12e-01	7.72e-02	-1.9834207	-5.68392	-0.5466577	DSTNP2	destrin, actin depolymerizing factor pseudogene 2
7894194	2.12e-01	7.72e-02	1.9833887	-5.68396	0.5034543		
8123802	2.12e-01	7.72e-02	1.9830451	-5.68449	0.3329054	EEF1E1-BLOC1S5///BLOC1S5-TXNDC5///TXNDC5///BLOC1S5	EEF1E1-BLOC1S5 readthrough (NMD candidate)///BLOC1S5-TXNDC5 readthrough (NMD candidate)///thioredoxin domain containing 5///biogenesis of lysosomal organelles complex 1 subunit 5
7893260	2.12e-01	7.73e-02	1.9827558	-5.68494	0.3046635		
8090433	2.12e-01	7.73e-02	1.9826955	-5.68503	1.1909967	MGLL	monoglyceride lipase
7987840	2.12e-01	7.73e-02	-1.9824887	-5.68535	-0.3347236	VPS39	VPS39, HOPS complex subunit
8115886	2.12e-01	7.73e-02	-1.9821866	-5.68582	-0.522033	LOC728554///THOC3	THO complex 3 pseudogene///THO complex 3
8111474	2.12e-01	7.73e-02	1.9820866	-5.68597	0.3983919	AGXT2	alanine--glyoxylate aminotransferase 2
7991155	2.12e-01	7.74e-02	1.9819288	-5.68621	0.3349437		
8059361	2.12e-01	7.74e-02	1.9819215	-5.68623	0.384838	WDFY1///FAF2	WD repeat and FYVE domain containing 1///Fas associated factor family member 2
7938907	2.12e-01	7.74e-02	1.9818274	-5.68637	0.2213203	SLC6A5	solute carrier family 6 member 5
8054356	2.12e-01	7.74e-02	1.9815699	-5.68677	0.2983755	MFSD9	major facilitator superfamily domain containing 9
8071691	2.12e-01	7.74e-02	-1.9815524	-5.68679	-0.5901846	BCR	BCR, RhoGEF and GTPase activating protein
8174831	2.12e-01	7.74e-02	1.9815431	-5.68681	0.3459891	CT47A12///CT47A1///CT47A2///CT47A3///CT47A4///CT47A5///CT47A6///CT47A8///CT47A9///CT47A10///CT47A7///CT47B1///CT47A11	cancer/testis antigen family 47, member A12///cancer/testis antigen family 47, member A1///cancer/testis antigen family 47, member A2///cancer/testis antigen family 47, member A3///cancer/testis antigen family 47, member A4///cancer/testis antigen family 47, member A5///cancer/testis antigen family 47, member A6///cancer/testis antigen family 47, member A8///cancer/testis antigen family 47, member A9///cancer/testis antigen family 47, member A10///cancer/testis antigen family 47, member A7///cancer/testis antigen family 47, member B1///cancer/testis antigen family 47, member A11
8138770	2.12e-01	7.74e-02	1.9814099	-5.68701	0.3655673	HOXA13	homeobox A13
8169995	2.12e-01	7.75e-02	1.9808834	-5.68782	0.2676699	FAM122C	family with sequence similarity 122C
8107090	2.12e-01	7.75e-02	1.9808337	-5.6879	0.3357321		
8150253	2.12e-01	7.75e-02	1.9805462	-5.68834	0.1997853	STAR	steroidogenic acute regulatory protein
7993433	2.12e-01	7.75e-02	-1.9805008	-5.68841	-0.484072	LOC102724985///PDXDC1	pyridoxal-dependent decarboxylase domain-containing protein 1///pyridoxal dependent decarboxylase domain containing 1
7912102	2.12e-01	7.76e-02	1.9804677	-5.68847	0.5435834	KLHL21	kelch like family member 21
8116591	2.12e-01	7.76e-02	1.9804649	-5.68847	0.319496	FOXC1	forkhead box C1
7974870	2.12e-01	7.76e-02	1.9803774	-5.6886	0.6537909	SNAPC1	small nuclear RNA activating complex polypeptide 1
8131515	2.12e-01	7.76e-02	1.9801689	-5.68893	0.4421363		
8031346	2.12e-01	7.76e-02	1.9801363	-5.68898	0.9582174	KIR3DL2///KIR3DL1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DL2///KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
8172305	2.13e-01	7.76e-02	-1.9798772	-5.68937	-0.6504141		
8124181	2.13e-01	7.76e-02	-1.9797846	-5.68952	-0.8473395		
8149865	2.13e-01	7.77e-02	-1.979682	-5.68968	-1.3805581	EBF2	early B-cell factor 2
8068350	2.13e-01	7.77e-02	1.9795743	-5.68984	0.307573		
8053728	2.13e-01	7.77e-02	1.9795636	-5.68986	0.3287533	LOC101060524///DRD5P2///DRD5	D(1B) dopamine receptor-like///dopamine receptor D5 pseudogene 2///dopamine receptor D5
7957540	2.13e-01	7.77e-02	-1.9795496	-5.68988	-0.614542	MRPL42	mitochondrial ribosomal protein L42
8162294	2.13e-01	7.77e-02	-1.9795432	-5.68989	-0.310468	SPTLC1	serine palmitoyltransferase long chain base subunit 1
8069768	2.13e-01	7.77e-02	1.9792028	-5.69041	0.4344343		
7940358	2.13e-01	7.78e-02	1.9788135	-5.69101	0.3429509	ZP1	zona pellucida glycoprotein 1
8054451	2.13e-01	7.78e-02	1.9786493	-5.69127	0.3067133	EDAR	ectodysplasin A receptor
7896538	2.13e-01	7.78e-02	1.9785281	-5.69145	0.7199276		
8048673	2.13e-01	7.78e-02	1.9785278	-5.69145	0.3413337	SLC4A3	solute carrier family 4 member 3
8148029	2.13e-01	7.78e-02	-1.9783425	-5.69174	-1.2776237	COLEC10	collectin subfamily member 10
7991088	2.13e-01	7.78e-02	-1.9781335	-5.69206	-0.2913199	LOC727751///GOLGA2P3Y///GOLGA2P7///GOLGA2P2Y///GOLGA2P10	golgin A2 pseudogene///golgin A2 pseudogene 3, Y-linked///golgin A2 pseudogene 7///golgin A2 pseudogene 2, Y-linked///golgin A2 pseudogene 10
8047159	2.13e-01	7.79e-02	1.9780259	-5.69223	0.7139885		
7895415	2.13e-01	7.79e-02	1.9780006	-5.69226	0.9328207		
7998434	2.13e-01	7.79e-02	1.9779287	-5.69238	0.4376457	TPSB2///TPSD1///TPSAB1	tryptase beta 2 (gene/pseudogene)///tryptase delta 1///tryptase alpha/beta 1
8053214	2.13e-01	7.79e-02	1.9777974	-5.69258	0.2347814	AUP1	ancient ubiquitous protein 1
8147079	2.13e-01	7.79e-02	-1.9777509	-5.69265	-0.8113726	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1
8010696	2.13e-01	7.79e-02	1.9776886	-5.69274	0.4287237	NPB	neuropeptide B
8019693	2.13e-01	7.79e-02	1.9776886	-5.69274	0.4287237	NPB	neuropeptide B
7920687	2.13e-01	7.79e-02	1.9776164	-5.69286	0.4482456	GBAP1	glucosylceramidase beta pseudogene 1
7919568	2.13e-01	7.79e-02	1.9775861	-5.6929	0.3255639		
7948879	2.13e-01	7.80e-02	-1.9771954	-5.6935	-0.6144433		
7896693	2.13e-01	7.80e-02	1.9771114	-5.69363	0.8824993		
7961075	2.13e-01	7.80e-02	1.9771114	-5.69363	0.8824993	CD69	CD69 molecule
7892953	2.13e-01	7.80e-02	1.9768778	-5.69399	0.6818533		
7994609	2.13e-01	7.80e-02	1.9768484	-5.69404	0.2415565	QPRT	quinolinate phosphoribosyltransferase
8126920	2.13e-01	7.81e-02	1.9765147	-5.69455	0.3157901	CRISP1	cysteine rich secretory protein 1
8109177	2.13e-01	7.81e-02	1.9764749	-5.69461	0.3747884		
