,Unnamed: 0,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
4082,4243,57335,0.0156,0.00286,0.1733,-2.982743,-0.5168808,652.89,ZNF286A,zinc finger protein 286A
4084,4245,79698,0.0156,0.00287,1.502,-2.981745,-4.478672,770.51,ZMAT4,zinc finger matrin-type 4
4085,4246,51738,0.0156,0.00287,0.2761,-2.98164,-0.8232296,271.19,GHRL,ghrelin and obestatin prepropeptide
4093,4254,7582,0.0157,0.00289,0.237,-2.979611,-0.7060297,2574.11,ZNF33B,zinc finger protein 33B
4094,4255,100874131,0.0157,0.00289,0.4501,-2.979295,-1.3409587,41.06,ZBTB20-AS4,ZBTB20 antisense RNA 4
4095,4256,220929,0.0157,0.00289,0.2317,-2.979258,-0.6902517,882.05,ZNF438,zinc finger protein 438
4099,4260,10090,0.0157,0.0029,0.2486,-2.977845,-0.7403716,2141.48,UST,uronyl 2-sulfotransferase
4100,4261,100302113,0.0157,0.0029,1.0266,-2.977886,-3.056992,17.55,MIR1200,microRNA 1200
4101,4263,107984037,0.0157,0.0029,0.7089,-2.977668,-2.1110162,17.92,LOC107984037,uncharacterized LOC107984037
4102,4264,105375208,0.0158,0.00291,0.3892,-2.977466,-1.1589628,71.55,LOC105375208,uncharacterized LOC105375208
4103,4267,107986289,0.0159,0.00293,0.261,-2.975286,-0.776495,241.03,LOC107986289,uncharacterized LOC107986289
4104,4268,101928589,0.0159,0.00293,0.2548,-2.975217,-0.757989,369.82,LOC101928589,replaced by ID 84187
4108,4272,221091,0.0159,0.00294,0.8196,-2.973812,-2.4373035,34.47,LRRN4CL,LRRN4 C-terminal like
4110,4274,5727,0.0159,0.00295,0.1789,-2.973114,-0.5317882,943.01,PTCH1,patched 1
4112,4276,101060171,0.016,0.00295,0.7132,-2.972662,-2.1200192,58.9,ODAD2P1,outer dynein arm docking complex subunit 2 pseudogene 1
4114,4278,107986593,0.016,0.00296,0.4805,-2.97176,-1.4279146,26.24,ZFAND3-DT,ZFAND3 divergent transcript
4117,4282,107985725,0.0161,0.00298,0.3562,-2.969924,-1.0578644,96.29,LOC107985725,uncharacterized LOC107985725
4119,4284,84952,0.0161,0.00298,0.3836,-2.96982,-1.1391396,4028.57,CGNL1,cingulin like 1
4123,4288,100996570,0.0162,0.003,0.6633,-2.968054,-1.9686696,42.46,NFIA-AS2,NFIA antisense RNA 2
4125,4292,101928263,0.0162,0.00301,0.5217,-2.967022,-1.5479736,28.6,LOC101928263,uncharacterized LOC101928263
4127,4294,105369689,0.0162,0.00302,0.5072,-2.966181,-1.5044073,39.19,LOC105369689,uncharacterized LOC105369689
4130,4297,105372798,0.0163,0.00303,0.4295,-2.964633,-1.273268,35.33,LOC105372798,uncharacterized LOC105372798
4131,4298,55973,0.0163,0.00304,0.2587,-2.963868,-0.7668317,1202.6,BCAP29,B cell receptor associated protein 29
4132,4299,5243,0.0164,0.00304,0.4567,-2.963585,-1.3534243,246.58,ABCB1,ATP binding cassette subfamily B member 1
4135,4302,8912,0.0164,0.00305,0.4535,-2.962739,-1.3435237,236.35,CACNA1H,calcium voltage-gated channel subunit alpha1 H
4137,4304,112885,0.0164,0.00306,1.1415,-2.962129,-3.3811843,40.47,PHF21B,PHD finger protein 21B
4139,4306,64417,0.0164,0.00306,0.2447,-2.961594,-0.7247942,1166.34,TMEM267,transmembrane protein 267
4141,4308,101927551,0.0165,0.00307,1.1419,-2.961038,-3.381158,63.0,LOC101927551,uncharacterized LOC101927551
4142,4309,29942,0.0165,0.00307,0.6508,-2.960955,-1.9269856,15.8,PURG,purine rich element binding protein G
4145,4315,64895,0.0165,0.00309,0.1734,-2.958935,-0.5132135,2150.69,PAPOLG,poly(A) polymerase gamma
4146,4316,9166,0.0166,0.00309,0.1803,-2.958476,-0.5334839,890.67,EBAG9,estrogen receptor binding site associated antigen 9
4148,4318,10317,0.0166,0.00309,0.5366,-2.958353,-1.5874983,351.62,B3GALT5,"beta-1,3-galactosyltransferase 5"
4149,4319,79870,0.0166,0.00309,0.4221,-2.95821,-1.2485786,127.43,BAALC,BAALC binder of MAP3K1 and KLF4
4150,4320,10492,0.0166,0.0031,0.2121,-2.957307,-0.6272495,9167.23,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein
4151,4321,375057,0.0166,0.00311,0.4622,-2.956488,-1.3663504,39.41,STUM,"stum, mechanosensory transduction mediator homolog"
4155,4326,283129,0.0167,0.00312,0.6852,-2.95519,-2.0250068,11.74,MAJIN,membrane anchored junction protein
4156,4327,5228,0.0167,0.00313,0.4272,-2.954749,-1.2623967,593.16,PGF,placental growth factor
4159,4331,101930149,0.0168,0.00314,0.4104,-2.953764,-1.2123032,27.92,LOC101930149,uncharacterized LOC101930149
4160,4332,126393,0.0168,0.00314,0.6417,-2.953548,-1.8952387,34.62,HSPB6,heat shock protein family B (small) member 6
4162,4334,10957,0.0168,0.00316,0.2673,-2.951932,-0.7890058,3984.52,PNRC1,proline rich nuclear receptor coactivator 1
4167,4341,100873955,0.0169,0.00317,0.5975,-2.950621,-1.7630666,21.65,LNX1-AS2,LNX1 antisense RNA 2
4168,4342,112268416,0.0169,0.00317,0.6887,-2.950547,-2.031927,17.76,LOC112268416,uncharacterized LOC112268416
4169,4343,84517,0.0169,0.00318,0.3225,-2.950189,-0.9514284,89.39,ACTRT3,actin related protein T3
4171,4346,27130,0.0169,0.00319,0.1954,-2.949269,-0.576155,1057.02,INVS,inversin
4173,4348,7140,0.0169,0.00319,0.8912,-2.94901,-2.6281165,20.28,TNNT3,"troponin T3, fast skeletal type"
4174,4349,256329,0.017,0.00319,0.3907,-2.948692,-1.1519388,62.78,LMNTD2,lamin tail domain containing 2
4178,4353,2294,0.017,0.0032,0.4467,-2.948097,-1.3170075,69.64,FOXF1,forkhead box F1
4182,4357,5343,0.0171,0.00322,0.3101,-2.946099,-0.9134466,145.38,PLGLB1,plasminogen like B1
4183,4358,81491,0.0171,0.00322,0.4504,-2.94605,-1.3267987,70.79,GPR63,G protein-coupled receptor 63
4185,4360,105372457,0.0171,0.00322,0.7331,-2.945725,-2.1595552,45.04,MYADM-AS1,MYADM antisense RNA 1
4186,4361,128229,0.0171,0.00323,0.4961,-2.945368,-1.4610912,19.39,TSACC,TSSK6 activating cochaperone
4188,4363,6512,0.0171,0.00324,0.8002,-2.944319,-2.356008,25.53,SLC1A7,solute carrier family 1 member 7
4189,4364,56849,0.0171,0.00324,0.5957,-2.944273,-1.7538301,27.28,TCEAL7,transcription elongation factor A like 7
4191,4367,57821,0.0172,0.00325,0.2602,-2.942693,-0.7657226,60.41,CCDC181,coiled-coil domain containing 181
4192,4368,63931,0.0172,0.00325,0.1764,-2.9427,-0.5190646,599.85,MRPS14,mitochondrial ribosomal protein S14
4199,4376,100506810,0.0174,0.00329,0.4528,-2.939603,-1.3309641,44.78,LINC01132,long intergenic non-protein coding RNA 1132
4200,4377,100189432,0.0174,0.00329,0.3309,-2.939328,-0.9725554,48.56,TRS-AGA5-1,tRNA-Ser (AGA) 5-1
4201,4378,5150,0.0174,0.00329,0.3235,-2.939227,-0.9507412,3093.87,PDE7A,phosphodiesterase 7A
4204,4381,89837,0.0175,0.00331,0.3684,-2.937005,-1.0820353,46.26,ULK4P3,ULK4 pseudogene 3
4205,4382,102723678,0.0175,0.00332,0.4647,-2.936277,-1.3645195,39.92,LOC102723678,uncharacterized LOC102723678
4206,4383,401127,0.0175,0.00332,0.5005,-2.936044,-1.4695061,14.41,LOC401127,WD repeat domain 5 pseudogene
4207,4384,150084,0.0175,0.00332,0.6869,-2.936105,-2.0167648,39.94,IGSF5,immunoglobulin superfamily member 5
4208,4385,100128176,0.0176,0.00333,0.3024,-2.935568,-0.8875909,243.71,UST-AS1,UST antisense RNA 1
4212,4389,102723461,0.0176,0.00334,0.7132,-2.934762,-2.0930969,36.24,LOC102723461,uncharacterized LOC102723461
4213,4390,27094,0.0176,0.00334,0.3138,-2.934674,-0.9210392,134.71,KCNMB3,potassium calcium-activated channel subfamily M regulatory beta subunit 3
4214,4391,3700,0.0176,0.00334,0.3125,-2.934518,-0.9169887,153.7,ITIH4,inter-alpha-trypsin inhibitor heavy chain 4
4217,4396,79370,0.0177,0.00336,0.4735,-2.932426,-1.3884981,42.47,BCL2L14,BCL2 like 14
4221,4401,105378415,0.0177,0.00338,0.8589,-2.93123,-2.5175301,18.83,LOC105378415,uncharacterized LOC105378415
4222,4402,151790,0.0178,0.00339,0.5195,-2.93004,-1.5220264,50.66,WDR49,WD repeat domain 49
4224,4404,102723722,0.0178,0.0034,0.2483,-2.929393,-0.7273962,84.04,LOC102723722,uncharacterized LOC102723722
4228,4409,2966,0.0179,0.00341,0.2713,-2.928184,-0.794488,807.44,GTF2H2,general transcription factor IIH subunit 2
4229,4410,57097,0.0179,0.00341,0.1884,-2.92814,-0.5516516,1058.26,PARP11,poly(ADP-ribose) polymerase family member 11
4230,4411,57653,0.0179,0.00342,0.2346,-2.927591,-0.6867119,410.11,SUGT1P4-STRA6LP-CCDC180,SUGT1P4-STRA6LP-CCDC180 readthrough
4234,4415,7007,0.018,0.00343,0.3656,-2.926206,-1.0698385,140.85,TECTA,tectorin alpha
4235,4416,641372,0.018,0.00344,0.4977,-2.925312,-1.4559032,36.15,ACOT6,acyl-CoA thioesterase 6
4236,4417,23090,0.018,0.00344,0.2319,-2.925311,-0.6782986,284.79,ZNF423,zinc finger protein 423
4239,4421,11248,0.018,0.00345,0.4154,-2.924475,-1.2149225,66.46,NXPH3,neurexophilin 3
4241,4423,348249,0.0181,0.00346,0.7968,-2.923713,-2.3296121,25.02,CCL15-CCL14,CCL15-CCL14 readthrough (NMD candidate)
4243,4425,101928020,0.0181,0.00346,0.2684,-2.923262,-0.7844824,311.92,KANSL1L-AS1,KANSL1L antisense RNA 1
4244,4426,1958,0.0181,0.00346,0.6897,-2.923189,-2.016016,11573.71,EGR1,early growth response 1
4250,4433,49854,0.0181,0.00348,0.2406,-2.921989,-0.7029434,1250.49,ZBTB21,zinc finger and BTB domain containing 21
4252,4435,110806300,0.0182,0.00348,0.6352,-2.921459,-1.8556222,16.27,FLNC-AS1,FLNC antisense RNA 1
4256,4439,105378404,0.0183,0.00351,0.4336,-2.919187,-1.2658464,30.81,LOC105378404,uncharacterized LOC105378404
4257,4440,374286,0.0183,0.00351,0.483,-2.918921,-1.4097646,44.97,FBXW10B,F-box and WD repeat domain containing 10B
4258,4441,102724517,0.0183,0.00351,0.2001,-2.918981,-0.5839969,388.45,LOC102724517,uncharacterized LOC102724517
4260,4443,400960,0.0183,0.00352,0.2512,-2.918412,-0.7331149,263.33,PCBP1-AS1,PCBP1 antisense RNA 1
4261,4444,79925,0.0183,0.00352,0.3261,-2.918318,-0.9516835,787.53,SPEF2,sperm flagellar 2
4262,4446,105375463,0.0183,0.00352,0.5625,-2.918154,-1.6414335,335.2,LOC105375463,uncharacterized LOC105375463
4263,4447,219670,0.0183,0.00353,0.7222,-2.917657,-2.1071978,28.38,ENKUR,"enkurin, TRPC channel interacting protein"
4264,4448,780851,0.0183,0.00353,0.9008,-2.917714,-2.6281877,510.91,SNORD3A,"small nucleolar RNA, C/D box 3A"
4267,4451,55632,0.0183,0.00353,0.1792,-2.91721,-0.5227594,843.15,G2E3,G2/M-phase specific E3 ubiquitin protein ligase
4268,4452,100129842,0.0183,0.00353,0.2768,-2.917222,-0.8074504,2497.62,ZNF737,zinc finger protein 737
4270,4455,79140,0.0184,0.00355,0.2325,-2.915747,-0.6780017,212.35,CCDC28B,coiled-coil domain containing 28B
4272,4457,57613,0.0184,0.00355,0.3557,-2.915191,-1.0368714,926.24,FAM234B,family with sequence similarity 234 member B
4275,4462,259,0.0185,0.00358,0.5364,-2.912981,-1.5623865,25.42,AMBP,alpha-1-microglobulin/bikunin precursor
4277,4464,105369930,0.0186,0.00359,0.5733,-2.912403,-1.6695597,15.97,LOC105369930,uncharacterized LOC105369930
4278,4465,9848,0.0186,0.00359,0.3101,-2.912269,-0.9030321,367.91,MFAP3L,microfibril associated protein 3 like
4279,4466,79720,0.0186,0.00359,0.2584,-2.912258,-0.7526158,1956.85,VPS37B,VPS37B subunit of ESCRT-I
4281,4468,107986422,0.0186,0.0036,0.2098,-2.911666,-0.6109265,267.28,LOC107986422,uncharacterized LOC107986422
4284,4471,101928363,0.0186,0.0036,0.3789,-2.911495,-1.1031732,129.47,EHD4-AS1,EHD4 antisense RNA 1
4285,4472,26870,0.0186,0.0036,0.3268,-2.911273,-0.9513074,77.87,RNU1-2,"RNA, U1 small nuclear 2"
4287,4474,222255,0.0186,0.00361,0.2058,-2.910753,-0.5991597,963.93,ATXN7L1,ataxin 7 like 1
4288,4475,728747,0.0186,0.00361,0.4856,-2.910794,-1.4135136,44.97,ANKRD20A4P,"ankyrin repeat domain 20 family member A4, pseudogene"
4289,4476,105374333,0.0186,0.00361,0.3489,-2.910629,-1.0156137,84.79,LOC105374333,uncharacterized LOC105374333
4292,4479,28999,0.0187,0.00362,0.3619,-2.909738,-1.05291,122.24,KLF15,KLF transcription factor 15
4293,4480,25893,0.0187,0.00363,0.6109,-2.909036,-1.7770233,787.49,TRIM58,tripartite motif containing 58
4296,4485,56127,0.0188,0.00366,0.463,-2.906354,-1.3456414,47.03,PCDHB9,protocadherin beta 9
4300,4490,100852410,0.0189,0.00367,0.3853,-2.90528,-1.1194069,60.99,ZRANB2-DT,ZRANB2 divergent transcript
4304,4494,8639,0.0189,0.00368,0.489,-2.904584,-1.4204602,444.32,AOC3,amine oxidase copper containing 3
4306,4496,56126,0.0189,0.00368,0.3906,-2.904251,-1.134281,39.32,PCDHB10,protocadherin beta 10
4307,4497,643201,0.0189,0.00369,0.4807,-2.903829,-1.3958302,24.39,LOC643201,centrosomal protein 192kDa pseudogene
4309,4500,692223,0.019,0.0037,0.2652,-2.902329,-0.7696494,66.69,SNORD97,"small nucleolar RNA, C/D box 97"
4312,4504,105373366,0.0191,0.00372,0.3388,-2.900585,-0.9827066,281.13,IDS2,uncharacterized IDS2
4313,4506,105376494,0.0191,0.00373,0.6692,-2.900229,-1.9407226,22.76,LOC105376494,uncharacterized LOC105376494
4315,4508,90139,0.0191,0.00373,0.3075,-2.899953,-0.8918627,427.57,TSPAN18,tetraspanin 18
4317,4510,55133,0.0192,0.00374,0.182,-2.899177,-0.527734,1048.7,SRBD1,S1 RNA binding domain 1
4318,4511,10365,0.0192,0.00375,0.6337,-2.898574,-1.836866,313.19,KLF2,KLF transcription factor 2
4319,4512,55793,0.0192,0.00375,0.3252,-2.898295,-0.9426287,2288.17,MINDY1,MINDY lysine 48 deubiquitinase 1
4325,4520,51186,0.0194,0.0038,0.2793,-2.894415,-0.8084797,400.28,TCEAL9,transcription elongation factor A like 9
4327,4523,166863,0.0195,0.00381,0.9627,-2.893511,-2.7855306,29.74,RBM46,RNA binding motif protein 46
4329,4526,101927789,0.0195,0.00382,0.3933,-2.892671,-1.1376699,69.46,FAUP4,FAU pseudogene 4
4330,4527,105377929,0.0195,0.00382,0.412,-2.892565,-1.1917537,28.84,LOC105377929,uncharacterized LOC105377929
4332,4529,150737,0.0195,0.00383,0.3077,-2.89197,-0.8898947,703.82,TTC30B,tetratricopeptide repeat domain 30B
4334,4532,145258,0.0196,0.00384,0.6236,-2.891336,-1.8031402,9.64,GSC,goosecoid homeobox
4336,4534,112268239,0.0196,0.00384,0.2778,-2.891193,-0.8032847,56.58,LOC112268239,uncharacterized LOC112268239
4337,4535,440087,0.0197,0.00386,0.3848,-2.889738,-1.1119107,70.73,SMCO3,single-pass membrane protein with coiled-coil domains 3
4338,4536,101929908,0.0197,0.00386,0.2803,-2.889641,-0.8100854,42.8,LOC101929908,uncharacterized LOC101929908
4339,4537,8745,0.0197,0.00386,0.6321,-2.889431,-1.8265432,78.12,ADAM23,ADAM metallopeptidase domain 23
4340,4538,6833,0.0197,0.00386,0.9822,-2.889138,-2.8377017,71.02,ABCC8,ATP binding cassette subfamily C member 8
4341,4539,107984772,0.0197,0.00386,0.5854,-2.889125,-1.6912922,13.6,LOC107984772,uncharacterized LOC107984772
4342,4540,100505692,0.0197,0.00386,0.2477,-2.889073,-0.7156734,121.28,FTO-IT1,FTO intronic transcript 1
4343,4541,646214,0.0197,0.00387,0.5452,-2.888956,-1.5750972,81.27,LOC646214,p21 (RAC1) activated kinase 2 pseudogene
4345,4544,10268,0.0197,0.00387,0.3141,-2.888335,-0.907234,501.61,RAMP3,receptor activity modifying protein 3
4350,4549,105371742,0.0198,0.00389,0.4748,-2.887134,-1.3708045,40.55,LOC105371742,uncharacterized LOC105371742
4351,4550,105376759,0.0198,0.00389,0.5558,-2.887024,-1.6046964,179.16,LOC105376759,uncharacterized LOC105376759
4352,4551,401428,0.0198,0.00389,0.4215,-2.886733,-1.2166846,225.5,OR2A20P,olfactory receptor family 2 subfamily A member 20 pseudogene
4355,4554,84622,0.0198,0.00391,0.2052,-2.88565,-0.5921458,927.81,ZNF594,zinc finger protein 594
4358,4557,57053,0.0199,0.00392,0.3536,-2.884791,-1.0199806,105.18,CHRNA10,cholinergic receptor nicotinic alpha 10 subunit
4362,4561,7450,0.0199,0.00393,0.3304,-2.883447,-0.9527798,6882.33,VWF,von Willebrand factor
4363,4562,2653,0.0199,0.00394,0.3739,-2.883249,-1.0779591,1649.89,GCSH,glycine cleavage system protein H
4364,4563,266812,0.02,0.00394,0.267,-2.882834,-0.7695891,268.67,NAP1L5,nucleosome assembly protein 1 like 5
4365,4564,4613,0.02,0.00394,0.6161,-2.882648,-1.7759516,101.46,MYCN,"MYCN proto-oncogene, bHLH transcription factor"
4366,4565,221416,0.02,0.00394,0.3804,-2.88269,-1.0966056,51.71,LINC03040,long intergenic non-protein coding RNA 3040
4369,4568,100423030,0.0201,0.00397,0.6955,-2.880773,-2.0034385,13.0,MIR3126,microRNA 3126
4373,4572,113219450,0.0201,0.00398,0.7264,-2.879856,-2.0919965,13.29,MIR12115,microRNA 12115
4375,4574,5764,0.0201,0.00399,0.546,-2.879312,-1.5721653,84.53,PTN,pleiotrophin
4379,4579,114224,0.0202,0.004,0.254,-2.877821,-0.7308689,172.11,LOC114224,uncharacterized LOC114224
4380,4580,105370754,0.0202,0.00401,0.8454,-2.877709,-2.4328427,24.5,LOC105370754,replaced by ID 102724078
4381,4581,105374127,0.0202,0.00401,0.5847,-2.877631,-1.6824253,43.62,LOC105374127,uncharacterized LOC105374127
4382,4582,105378593,0.0202,0.00401,0.658,-2.87741,-1.8932361,12.93,LOC105378593,uncharacterized LOC105378593
4383,4583,57689,0.0202,0.00401,0.9242,-2.877421,-2.6594402,165.77,LRRC4C,leucine rich repeat containing 4C
4385,4585,254773,0.0202,0.00401,0.3558,-2.877132,-1.0237098,116.09,LYG2,lysozyme g2
4386,4586,130916,0.0202,0.00401,0.1753,-2.877087,-0.5044628,2033.73,MTERF4,mitochondrial transcription termination factor 4
4388,4588,2867,0.0202,0.00402,0.9746,-2.876834,-2.8037528,39.61,FFAR2,free fatty acid receptor 2
4389,4589,105377456,0.0203,0.00402,0.5087,-2.876464,-1.4633717,26.12,LINC02276,long intergenic non-protein coding RNA 2276
4393,4594,101929741,0.0203,0.00403,0.5389,-2.875675,-1.5495687,20.87,METTL14-DT,METTL14 divergent transcript
4394,4596,100505915,0.0203,0.00404,0.2859,-2.875298,-0.8221662,72.97,LOC100505915,uncharacterized LOC100505915
4395,4597,5414,0.0203,0.00404,0.2456,-2.875261,-0.7062562,321.0,SEPTIN4,septin 4
4399,4601,101929599,0.0203,0.00404,0.4277,-2.874945,-1.2295453,412.99,LOC101929599,putative POM121-like protein 1-like pseudogene
4403,4606,63914,0.0203,0.00405,0.2812,-2.874326,-0.8083056,63.17,LINC01590,long intergenic non-protein coding RNA 1590
4405,4609,105376159,0.0203,0.00406,0.4861,-2.873711,-1.3969017,32.13,LOC105376159,uncharacterized LOC105376159
4406,4610,105376166,0.0203,0.00406,0.5481,-2.873664,-1.5751709,22.12,LOC105376166,uncharacterized LOC105376166
4409,4614,2192,0.0204,0.00407,0.6494,-2.872843,-1.8656149,1991.58,FBLN1,fibulin 1
4414,4620,57118,0.0205,0.00409,0.3191,-2.870836,-0.9161026,1739.69,CAMK1D,calcium/calmodulin dependent protein kinase ID
4418,4624,105373873,0.0205,0.0041,0.7301,-2.870102,-2.0953811,23.41,LOC105373873,uncharacterized LOC105373873
4420,4626,55816,0.0205,0.00411,0.5452,-2.869708,-1.5644465,228.71,DOK5,docking protein 5
4421,4627,1588,0.0205,0.00411,0.9322,-2.869433,-2.6748833,30.04,CYP19A1,cytochrome P450 family 19 subfamily A member 1
4422,4628,8013,0.0206,0.00412,0.9869,-2.86908,-2.8316046,1240.57,NR4A3,nuclear receptor subfamily 4 group A member 3
4425,4633,105377975,0.0206,0.00413,0.6188,-2.867989,-1.7747877,18.03,LOC105377975,uncharacterized LOC105377975
4426,4635,3309,0.0206,0.00414,0.3123,-2.867667,-0.8954997,16409.8,HSPA5,heat shock protein family A (Hsp70) member 5
4427,4636,64699,0.0206,0.00413,0.6897,-2.867733,-1.9779288,206.76,TMPRSS3,transmembrane serine protease 3
4429,4638,2845,0.0207,0.00414,0.315,-2.866977,-0.903072,147.05,GPR22,G protein-coupled receptor 22
4430,4639,100500851,0.0207,0.00415,0.4617,-2.866749,-1.3236136,82.73,MIR3918,microRNA 3918
4431,4640,1131,0.0207,0.00415,0.4515,-2.866391,-1.2940506,197.45,CHRM3,cholinergic receptor muscarinic 3
4434,4643,114004397,0.0207,0.00415,0.2044,-2.866499,-0.5858065,458.07,CA5BP1-CA5B,CA5BP1-CA5B readthrough
4435,4644,58155,0.0207,0.00415,0.1903,-2.866277,-0.5453629,1489.93,PTBP2,polypyrimidine tract binding protein 2
4438,4648,101927950,0.0207,0.00417,0.3154,-2.865079,-0.9035917,105.1,LOC101927950,uncharacterized LOC101927950
4439,4649,105373648,0.0207,0.00417,1.71,-2.864886,-4.8989399,141.44,LOC105373648,uncharacterized LOC105373648
4441,4652,100507516,0.0208,0.00418,0.3214,-2.864332,-0.9205369,310.92,LINC02984,long intergenic non-protein coding RNA 2984
4443,4657,26256,0.0208,0.0042,0.3566,-2.862751,-1.0209739,86.74,CABYR,calcium binding tyrosine phosphorylation regulated
4445,4660,217,0.0209,0.00421,0.3188,-2.861736,-0.9122477,2110.94,ALDH2,aldehyde dehydrogenase 2 family member
4450,4665,203429,0.021,0.00424,0.3738,-2.859804,-1.0691112,40.34,FAM226A,family with sequence similarity 226 member A
4451,4666,374654,0.021,0.00424,0.4125,-2.859495,-1.1794329,121.21,KIF7,kinesin family member 7
4452,4667,420,0.0211,0.00425,0.8626,-2.858873,-2.4661396,234.58,ART4,ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)
4453,4668,389558,0.0211,0.00426,0.5692,-2.858017,-1.6266909,81.04,FAM180A,family with sequence similarity 180 member A
4454,4670,116068,0.0211,0.00427,0.2134,-2.857777,-0.6097663,1287.33,LYSMD3,LysM domain containing 3
4456,4672,3736,0.0211,0.00427,1.248,-2.857308,-3.5659074,122.36,KCNA1,potassium voltage-gated channel subfamily A member 1
4459,4676,90332,0.0212,0.00429,0.2842,-2.856255,-0.8116869,131.37,EXOC3L2,exocyst complex component 3 like 2
4462,4680,101978785,0.0212,0.0043,1.1868,-2.855371,-3.3886261,14.9,PCAT14,prostate cancer associated transcript 14
4463,4681,692247,0.0212,0.0043,0.4573,-2.855257,-1.3056436,18.22,LMNTD2-AS1,LMNTD2 antisense RNA 1
4464,4682,51339,0.0213,0.00431,0.5712,-2.854647,-1.6305141,511.01,DACT1,dishevelled binding antagonist of beta catenin 1
4467,4685,85444,0.0213,0.00432,0.2165,-2.85392,-0.6177738,305.71,LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1
4471,4689,55857,0.0213,0.00433,0.3611,-2.853394,-1.0304846,1034.88,KIZ,kizuna centrosomal protein
4472,4690,1287,0.0213,0.00432,0.4582,-2.853447,-1.3075068,1345.41,COL4A5,collagen type IV alpha 5 chain
4473,4691,644538,0.0213,0.00432,0.4841,-2.853478,-1.3814603,13.28,SMIM10,small integral membrane protein 10
4475,4693,105375769,0.0213,0.00433,1.0647,-2.852982,-3.0374827,45.24,LOC105375769,uncharacterized LOC105375769
4478,4697,105373386,0.0214,0.00435,0.2814,-2.851938,-0.8026053,44.29,LOC105373386,uncharacterized LOC105373386
4479,4698,79683,0.0214,0.00435,0.4615,-2.851706,-1.3160219,322.28,ZDHHC14,zinc finger DHHC-type palmitoyltransferase 14
4482,4701,101927356,0.0215,0.00436,0.4532,-2.850615,-1.2919218,64.34,CACNA2D1-AS1,CACNA2D1 antisense RNA 1
4490,4709,112267873,0.0217,0.00441,0.544,-2.847127,-1.5489765,493.41,LINC02814,long intergenic non-protein coding RNA 2814
4492,4712,105375061,0.0217,0.00442,0.4579,-2.846814,-1.3035737,69.9,LOC105375061,uncharacterized LOC105375061
4493,4713,26049,0.0217,0.00442,0.2913,-2.846569,-0.829331,845.8,FAM169A,family with sequence similarity 169 member A
4494,4715,26799,0.0217,0.00443,0.3018,-2.845983,-0.8589427,138.74,SNORD50A,"small nucleolar RNA, C/D box 50A"
4495,4716,55089,0.0217,0.00443,0.4301,-2.8455,-1.2239022,191.35,SLC38A4,solute carrier family 38 member 4
4498,4719,3201,0.0219,0.00447,0.6178,-2.843021,-1.7562934,11.61,HOXA4,homeobox A4
4500,4721,7004,0.0219,0.00448,0.3548,-2.842448,-1.0085586,234.69,TEAD4,TEA domain transcription factor 4
4501,4722,222967,0.0219,0.00448,0.4646,-2.842197,-1.3205632,22.3,RSPH10B,radial spoke head 10 homolog B
4502,4723,51715,0.022,0.00449,0.3183,-2.841159,-0.9043435,1659.68,RAB23,"RAB23, member RAS oncogene family"
4508,4730,9671,0.0221,0.00452,1.4676,-2.839651,-4.1674001,1436.38,WSCD2,WSC domain containing 2
4509,4731,84871,0.0221,0.00453,0.5133,-2.838583,-1.4569216,145.62,AGBL4,AGBL carboxypeptidase 4
4515,4737,728464,0.0222,0.00456,0.7752,-2.836853,-2.1990901,125.44,METTL24,methyltransferase like 24
4516,4738,105378604,0.0222,0.00456,0.3606,-2.836687,-1.0229867,604.33,LOC105378604,uncharacterized LOC105378604
4517,4739,105377571,0.0223,0.00456,0.6113,-2.836286,-1.7339592,73.76,LOC105377571,uncharacterized LOC105377571
4519,4741,728448,0.0223,0.00457,0.3073,-2.835606,-0.8714273,519.39,PPIEL,peptidylprolyl isomerase E like pseudogene
4525,4749,58497,0.0225,0.00463,0.2286,-2.831736,-0.6472708,1517.75,PRUNE1,prune exopolyphosphatase 1
4526,4750,100506035,0.0225,0.00463,0.5431,-2.831683,-1.5378053,33.71,LINC00989,long intergenic non-protein coding RNA 989
4527,4751,9340,0.0225,0.00463,1.1055,-2.831671,-3.1305402,28.48,GLP2R,glucagon like peptide 2 receptor
4528,4752,10804,0.0225,0.00463,0.6454,-2.831569,-1.8275215,68.3,GJB6,gap junction protein beta 6
4530,4754,91461,0.0226,0.00465,0.5946,-2.830438,-1.6830376,162.62,PKDCC,"protein kinase domain containing, cytoplasmic"
4533,4757,79567,0.0227,0.00466,0.2284,-2.829381,-0.6461657,1144.76,RIPOR1,RHO family interacting cell polarization regulator 1
4534,4758,340554,0.0227,0.00466,0.3933,-2.829375,-1.1128166,492.69,ZC3H12B,zinc finger CCCH-type containing 12B
4535,4759,361,0.0227,0.00467,0.4954,-2.829232,-1.4015191,1006.87,AQP4,aquaporin 4
4536,4760,100874372,0.0227,0.00467,0.3494,-2.829149,-0.9883797,41.03,ARHGAP26-IT1,ARHGAP26 intronic transcript 1
4537,4761,162993,0.0227,0.00467,0.2095,-2.828963,-0.5927543,623.5,ZNF846,zinc finger protein 846
